The following table was created as response to the SQL query
SELECT sbs_sbsname "SBS name", sbs_sbsnumber "SBS number", m_methodname "general method", ls_singlevalue "single value [mm^2]", ls_n "sample size", ls_valid "valid", ref_refname "reference", ls_mean "mean LS [mm^2]", ls_maximum "maximum LS [mm^2]", ls_minimum "minimum LS [mm^2]", ls_median "median LS [mm^2]", ls_replicates "number of replicates", ls_stddev "standard deviation", ls_stderror "standard error", ls_collectiondate "collection date", ls_comment "general comment", lflv_name "leaf state", or_origrefname "original reference" FROM (SELECT case when ls_median is not null then ls_median when ls_mean is not null then ls_mean when ls_minimum is not null and ls_maximum is not null then (ls_minimum + ls_maximum) / 2 when ls_minimum is not null then ls_minimum when ls_maximum is not null then ls_maximum else null end AS ls_singlevalue, sbs_sbsnumber, sbs_sbsname, m_methodname, ls_median, ls_mean, ls_minimum, ls_maximum, ls_n, ls_valid, ref_refname, ls_replicates, ls_stddev, ls_stderror, ls_collectiondate, ls_comment, lflv_name, or_origrefname, ls_sbsnumber FROM (SELECT sbs.sbs_sbsnumber, sbs.sbs_sbsname, m_ls.m_methodname, m_ls.ls_median, m_ls.ls_mean, m_ls.ls_minimum, m_ls.ls_maximum, m_ls.ls_n, m_ls.ls_valid, m_ls.ref_refname, m_ls.ls_replicates, m_ls.ls_stddev, m_ls.ls_stderror, m_ls.ls_collectiondate, m_ls.ls_comment, m_ls.lflv_name, m_ls.or_origrefname, m_ls.ls_sbsnumber FROM (SELECT speciesno AS sbs_sbsnumber, fullname AS sbs_sbsname FROM (SELECT fullname, speciesno, familyname, isinledalist from (select fullname, speciesno, family as familyid, isinledalist from taxon where specieslist = 60028) natural join taxonomicfamily)) sbs JOIN (SELECT r_ls.ls_sbsnumber, m.m_methodname, r_ls.ls_median, r_ls.ls_mean, r_ls.ls_minimum, r_ls.ls_maximum, r_ls.ls_n, r_ls.ls_valid, r_ls.ref_refname, r_ls.ls_replicates, r_ls.ls_stddev, r_ls.ls_stderror, r_ls.ls_collectiondate, r_ls.ls_comment, r_ls.lflv_name, r_ls.or_origrefname FROM (SELECT methodid AS m_methodid, methodname AS m_methodname FROM (select * from method_lv)) m JOIN (SELECT ls_lflv.ls_sbsnumber, ls_lflv.ls_methodid, ls_lflv.ls_median, ls_lflv.ls_mean, ls_lflv.ls_minimum, ls_lflv.ls_maximum, ls_lflv.ls_n, ls_lflv.ls_valid, r.ref_refname, ls_lflv.ls_replicates, ls_lflv.ls_stddev, ls_lflv.ls_stderror, ls_lflv.ls_collectiondate, ls_lflv.ls_comment, ls_lflv.lflv_name, ls_lflv.or_origrefname FROM (SELECT referenceid AS ref_referenceid, refname AS ref_refname FROM (select referenceid, refname, reftypeid from reference)) r LEFT JOIN (SELECT ls_orf.ls_sbsnumber, ls_orf.ls_methodid, ls_orf.ls_median, ls_orf.ls_mean, ls_orf.ls_minimum, ls_orf.ls_maximum, ls_orf.ls_n, ls_orf.ls_valid, ls_orf.ls_referenceid, ls_orf.ls_replicates, ls_orf.ls_stddev, ls_orf.ls_stderror, ls_orf.ls_collectiondate, ls_orf.ls_comment, lflv.lflv_name, ls_orf.or_origrefname FROM (SELECT ls.ls_sbsnumber, ls.ls_methodid, ls.ls_median, ls.ls_mean, ls.ls_minimum, ls.ls_maximum, ls.ls_n, ls.ls_valid, ls.ls_referenceid, ls.ls_replicates, ls.ls_stddev, ls.ls_stderror, ls.ls_collectiondate, ls.ls_comment, ls.ls_leafformid, orf.or_origrefname FROM (SELECT sbsnumber AS ls_sbsnumber, methodid AS ls_methodid, median AS ls_median, mean AS ls_mean, minimum AS ls_minimum, maximum AS ls_maximum, n AS ls_n, valid AS ls_valid, referenceid AS ls_referenceid, replicates AS ls_replicates, stddeviation AS ls_stddev, stderror AS ls_stderror, collectiondate AS ls_collectiondate, p_comment AS ls_comment, leafformid AS ls_leafformid, origreferenceid AS ls_origreferenceid FROM (SELECT sbsnumber, taxonid, mean, median, minimum, maximum, stderror, stddeviation, n, replicates, created_when, updated_when, collectiondate, p_comment, methodid, referenceid, origreferenceid, habitattypeid, georefid, valid, validsince, validuntil, ledaid, batchid, leafformid, leafsizeid FROM leafsize natural join taxontosbsassignment WHERE valid IN (-2, 1))) ls FULL JOIN (SELECT origreferenceid AS or_origrefid, origrefname AS or_origrefname FROM (select referenceid as origreferenceid, refname as origrefname, reftypeid as origreftypeid from reference)) orf ON ls.ls_origreferenceid = orf.or_origrefid) ls_orf FULL JOIN (SELECT leafformid AS lflv_id, leafformname AS lflv_name FROM (select leafformid, leafformname from leafform_lv)) lflv ON ls_orf.ls_leafformid = lflv.lflv_id) ls_lflv ON r.ref_referenceid = ls_lflv.ls_referenceid) r_ls ON m.m_methodid = r_ls.ls_methodid) m_ls ON sbs.sbs_sbsnumber = m_ls.ls_sbsnumber)) ORDER BY sbs_sbsname
on Tue Apr 29 10:38:50 CEST 2008 .

SBS name;SBS number;general method;single value [mm^2];sample size;valid;reference;mean LS [mm^2];maximum LS [mm^2];minimum LS [mm^2];median LS [mm^2];number of replicates;standard deviation;standard error;collection date;general comment;leaf state;original reference
Agrostis mertensii;40856;actual measurement (following LEDA data standards);49.275;2;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;49.275;57.86;40.69;49.275;2;;;2003-09-04 00:00:00.0;preaggregated value obtained from single record;without petiole and rachis;
Agrostis mertensii;40856;actual measurement (following LEDA data standards);65.015;2;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;65.015;75.29;54.74;65.015;2;;;2003-09-04 00:00:00.0;preaggregated value obtained from single record;without petiole and rachis;
Agrostis mertensii;40856;actual measurement (following LEDA data standards);48.995;4;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;54.36;80.31;39.14;48.995;2;;;2003-08-21 00:00:00.0;preaggregated value obtained from single record;without petiole and rachis;
Agrostis mertensii;40856;actual measurement (following LEDA data standards);49.55;3;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;57.4367;81.41;41.35;49.55;2;;;2003-08-21 00:00:00.0;preaggregated value obtained from single record;without petiole and rachis;
Agrostis mertensii;40856;actual measurement (following LEDA data standards);38.92;3;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;39.1167;44.25;34.18;38.92;2;;;2003-08-30 00:00:00.0;preaggregated value obtained from single record;with petiole and rachis;
Agrostis mertensii;40856;actual measurement (following LEDA data standards);47.705;2;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;47.705;47.97;47.44;47.705;2;;;2003-08-30 00:00:00.0;preaggregated value obtained from single record;with petiole and rachis;
Agrostis mertensii;40856;actual measurement (following LEDA data standards);83.93;1;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;83.93;83.93;83.93;83.93;2;;;2003-08-19 00:00:00.0;preaggregated value obtained from single record;with petiole and rachis;
Agrostis mertensii;40856;actual measurement (following LEDA data standards);153.64;2;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;153.64;159.05;148.23;153.64;2;;;2003-08-20 00:00:00.0;preaggregated value obtained from single record;with petiole and rachis;
Agrostis mertensii;40856;actual measurement (following LEDA data standards);62.44;2;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;62.44;66.69;58.19;62.44;2;;;2003-08-20 00:00:00.0;preaggregated value obtained from single record;with petiole and rachis;
Agrostis mertensii;40856;actual measurement (following LEDA data standards);78.21;2;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;78.21;92.86;63.56;78.21;2;;;2003-09-04 00:00:00.0;preaggregated value obtained from single record;with petiole and rachis;
Agrostis mertensii;40856;actual measurement (following LEDA data standards);60.58;2;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;60.58;75.65;45.51;60.58;2;;;2003-09-04 00:00:00.0;preaggregated value obtained from single record;with petiole and rachis;
Agrostis mertensii;40856;actual measurement (following LEDA data standards);57.5;2;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;57.5;68.65;46.35;57.5;2;;;2003-09-04 00:00:00.0;preaggregated value obtained from single record;with petiole and rachis;
Agrostis mertensii;40856;actual measurement (following LEDA data standards);41.46;2;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;41.46;43.07;39.85;41.46;2;;;2003-09-04 00:00:00.0;preaggregated value obtained from single record;with petiole and rachis;
Agrostis mertensii;40856;actual measurement (following LEDA data standards);55.585;2;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;55.585;69.84;41.33;55.585;2;;;2003-08-19 00:00:00.0;preaggregated value obtained from single record;without petiole and rachis;
Agrostis mertensii;40856;actual measurement (following LEDA data standards);32.2;3;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;33.7733;43.3;25.82;32.2;2;;;2003-08-30 00:00:00.0;preaggregated value obtained from single record;without petiole and rachis;
Agrostis mertensii;40856;actual measurement (following LEDA data standards);47.675;2;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;47.675;58.77;36.58;47.675;2;;;2003-09-04 00:00:00.0;preaggregated value obtained from single record;without petiole and rachis;
Agrostis mertensii;40856;actual measurement (following LEDA data standards);30.81;2;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;30.81;34.74;26.88;30.81;2;;;2003-09-04 00:00:00.0;preaggregated value obtained from single record;without petiole and rachis;
Agrostis mertensii;40856;actual measurement (following LEDA data standards);35.68;2;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;35.68;37.33;34.03;35.68;2;;;2003-08-30 00:00:00.0;preaggregated value obtained from single record;without petiole and rachis;
Agrostis mertensii;40856;actual measurement (following LEDA data standards);54.51;2;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;54.51;57.39;51.63;54.51;2;;;2003-08-20 00:00:00.0;preaggregated value obtained from single record;without petiole and rachis;
Agrostis mertensii;40856;actual measurement (following LEDA data standards);132.7;2;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;132.7;133.42;131.98;132.7;2;;;2003-08-20 00:00:00.0;preaggregated value obtained from single record;without petiole and rachis;
Agrostis stolonifera;40861;actual measurement;141;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;;141;;;1;;;1997-08-08 00:00:00.0;;without petiole and rachis;
Agrostis stolonifera;40861;actual measurement;527;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;;527;;;2;;;1996-09-02 00:00:00.0;;without petiole and rachis;
Agrostis stolonifera;40861;actual measurement;429;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;;429;;;2;;;1996-08-16 00:00:00.0;;without petiole and rachis;
Agrostis vinealis;41896;actual measurement;725;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;;725;;;2;;;1996-08-16 00:00:00.0;;without petiole and rachis;
Agrostis vinealis;41896;actual measurement (following LEDA data standards);22.75;9;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;22.65;33.75;14.34;22.75;4;;;2004-09-07 00:00:00.0;Preaggregated value obtained from single record. ;with petiole and rachis;
Aira caryophyllea;40866;actual measurement;17;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;;17;;;2;;;1996-06-03 00:00:00.0;;without petiole and rachis;
Aira caryophyllea;40866;actual measurement;6.6;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;;6.6;;;2;;;1996-05-23 00:00:00.0;;without petiole and rachis;
Aira caryophyllea;40866;actual measurement;19;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;;19;;;2;;;1996-05-23 00:00:00.0;;without petiole and rachis;
Aira praecox;41629;actual measurement;6.8;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;;6.8;;;2;;;1996-06-03 00:00:00.0;;without petiole and rachis;
Aira praecox;41629;actual measurement;5.2;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;;5.2;;;2;;;1996-05-30 00:00:00.0;;without petiole and rachis;
Aira praecox;41629;laboratory/greenhouse/garden experiment;17.5;10;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;19.24;27.5;15;17.5;2;;;2004-05-24 00:00:00.0;Preaggregated value obtained from single record. ;with petiole and rachis;
Aira praecox;41629;actual measurement;8.75;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;;8.75;;;2;;;1996-05-23 00:00:00.0;;without petiole and rachis;
Ajuga chamaepitys;24497;actual measurement (following LEDA data standards);70.5;8;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;68.81;85.5;49;70.5;2;;;2004-05-14 00:00:00.0;Preaggregated value obtained from single record. ;with petiole and rachis;
Ajuga genevensis;24142;actual measurement (following LEDA data standards);368.5;9;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;408.33;543;351.5;368.5;2;;;2004-05-12 00:00:00.0;Preaggregated value obtained from single record. ;with petiole and rachis;
Ajuga pyramidalis;24144;actual measurement (following LEDA data standards);753;10;-2;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;859.5;1608;497;753;2;;;2005-06-17 00:00:00.0;Preaggregated value obtained from single record. ;with petiole and rachis;
Ajuga reptans;25159;actual measurement;556;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;;556;;;2;;;1996-06-18 00:00:00.0;;without petiole and rachis;
Alcea rosea;25760;laboratory/greenhouse/garden experiment;8249;3;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;10020.17;14891;6920.5;8249;2;;;2005-07-11 00:00:00.0;preaggregated value obtained from single record;with petiole and rachis;
Alchemilla alpina;29517;actual measurement (following LEDA data standards);471.26;1;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;471.26;471.26;471.26;471.26;2;;;2003-08-20 00:00:00.0;preaggregated value obtained from single record;with petiole and rachis;
Alchemilla alpina;29517;actual measurement (following LEDA data standards);437.42;1;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;437.42;437.42;437.42;437.42;2;;;2003-08-20 00:00:00.0;preaggregated value obtained from single record;with petiole and rachis;
Alchemilla alpina;29517;actual measurement (following LEDA data standards);226.79;1;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;226.79;226.79;226.79;226.79;2;;;2003-09-04 00:00:00.0;preaggregated value obtained from single record;with petiole and rachis;
Alchemilla alpina;29517;actual measurement (following LEDA data standards);388.97;1;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;388.97;388.97;388.97;388.97;2;;;2003-09-04 00:00:00.0;preaggregated value obtained from single record;with petiole and rachis;
Alchemilla alpina;29517;actual measurement (following LEDA data standards);401.76;1;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;401.76;401.76;401.76;401.76;2;;;2003-08-28 00:00:00.0;preaggregated value obtained from single record;with petiole and rachis;
Alchemilla alpina;29517;actual measurement (following LEDA data standards);372.79;1;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;372.79;372.79;372.79;372.79;2;;;2003-08-28 00:00:00.0;preaggregated value obtained from single record;with petiole and rachis;
Alchemilla alpina;29517;actual measurement (following LEDA data standards);267.24;1;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;267.24;267.24;267.24;267.24;2;;;2003-08-30 00:00:00.0;preaggregated value obtained from single record;with petiole and rachis;
Alchemilla alpina;29517;actual measurement (following LEDA data standards);246.69;1;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;246.69;246.69;246.69;246.69;2;;;2003-08-30 00:00:00.0;preaggregated value obtained from single record;with petiole and rachis;
Alchemilla alpina;29517;actual measurement (following LEDA data standards);257.33;1;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;257.33;257.33;257.33;257.33;2;;;2003-08-30 00:00:00.0;preaggregated value obtained from single record;with petiole and rachis;
Alchemilla alpina;29517;actual measurement (following LEDA data standards);227.13;1;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;227.13;227.13;227.13;227.13;2;;;2003-08-30 00:00:00.0;preaggregated value obtained from single record;with petiole and rachis;
Alchemilla alpina;29517;actual measurement (following LEDA data standards);529.31;1;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;529.31;529.31;529.31;529.31;2;;;2003-09-02 00:00:00.0;preaggregated value obtained from single record;with petiole and rachis;
Alchemilla alpina;29517;actual measurement (following LEDA data standards);545.97;1;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;545.97;545.97;545.97;545.97;2;;;2003-09-02 00:00:00.0;preaggregated value obtained from single record;with petiole and rachis;
Alchemilla alpina;29517;actual measurement (following LEDA data standards);451.05;1;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;451.05;451.05;451.05;451.05;2;;;2003-09-04 00:00:00.0;preaggregated value obtained from single record;with petiole and rachis;
Alchemilla alpina;29517;actual measurement (following LEDA data standards);279.01;1;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;279.01;279.01;279.01;279.01;2;;;2003-08-29 00:00:00.0;preaggregated value obtained from single record;with petiole and rachis;
Alchemilla alpina;29517;actual measurement (following LEDA data standards);293.03;1;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;293.03;293.03;293.03;293.03;2;;;2003-08-29 00:00:00.0;preaggregated value obtained from single record;with petiole and rachis;
Alchemilla alpina;29517;actual measurement (following LEDA data standards);186.55;1;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;186.55;186.55;186.55;186.55;2;;;2003-09-04 00:00:00.0;preaggregated value obtained from single record;with petiole and rachis;
Alchemilla alpina;29517;actual measurement (following LEDA data standards);509.43;1;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;509.43;509.43;509.43;509.43;2;;;2003-08-20 00:00:00.0;preaggregated value obtained from single record;with petiole and rachis;
Alchemilla alpina;29517;actual measurement (following LEDA data standards);404.03;1;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;404.03;404.03;404.03;404.03;2;;;2003-08-20 00:00:00.0;preaggregated value obtained from single record;with petiole and rachis;
Alchemilla alpina;29517;actual measurement;379;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;;379;;;2;;;1996-08-02 00:00:00.0;;without petiole and rachis;
Alchemilla alpina;29517;actual measurement (following LEDA data standards);402.18;1;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;402.18;402.18;402.18;402.18;2;;;2003-08-20 00:00:00.0;preaggregated value obtained from single record;without petiole and rachis;
Alchemilla alpina;29517;actual measurement (following LEDA data standards);312.81;1;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;312.81;312.81;312.81;312.81;2;;;2003-08-20 00:00:00.0;preaggregated value obtained from single record;without petiole and rachis;
Alchemilla alpina;29517;actual measurement (following LEDA data standards);380.72;1;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;380.72;380.72;380.72;380.72;2;;;2003-08-20 00:00:00.0;preaggregated value obtained from single record;without petiole and rachis;
Alchemilla alpina;29517;actual measurement (following LEDA data standards);200.22;1;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;200.22;200.22;200.22;200.22;2;;;2003-09-04 00:00:00.0;preaggregated value obtained from single record;without petiole and rachis;
Alchemilla alpina;29517;actual measurement (following LEDA data standards);315.28;1;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;315.28;315.28;315.28;315.28;2;;;2003-09-04 00:00:00.0;preaggregated value obtained from single record;without petiole and rachis;
Alchemilla alpina;29517;actual measurement (following LEDA data standards);410.46;1;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;410.46;410.46;410.46;410.46;2;;;2003-08-20 00:00:00.0;preaggregated value obtained from single record;without petiole and rachis;
Alchemilla alpina;29517;actual measurement (following LEDA data standards);216.21;1;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;216.21;216.21;216.21;216.21;2;;;2003-08-29 00:00:00.0;preaggregated value obtained from single record;without petiole and rachis;
Alchemilla alpina;29517;actual measurement (following LEDA data standards);232.43;1;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;232.43;232.43;232.43;232.43;2;;;2003-08-29 00:00:00.0;preaggregated value obtained from single record;without petiole and rachis;
Alchemilla alpina;29517;actual measurement (following LEDA data standards);227.47;1;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;227.47;227.47;227.47;227.47;2;;;2003-08-30 00:00:00.0;preaggregated value obtained from single record;without petiole and rachis;
Alchemilla alpina;29517;actual measurement (following LEDA data standards);206.86;1;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;206.86;206.86;206.86;206.86;2;;;2003-08-30 00:00:00.0;preaggregated value obtained from single record;without petiole and rachis;
Alchemilla alpina;29517;actual measurement (following LEDA data standards);478.86;1;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;478.86;478.86;478.86;478.86;2;;;2003-09-02 00:00:00.0;preaggregated value obtained from single record;without petiole and rachis;
Alchemilla alpina;29517;actual measurement (following LEDA data standards);473.1;1;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;473.1;473.1;473.1;473.1;2;;;2003-09-02 00:00:00.0;preaggregated value obtained from single record;without petiole and rachis;
Alchemilla alpina;29517;actual measurement (following LEDA data standards);371.6;1;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;371.6;371.6;371.6;371.6;2;;;2003-08-28 00:00:00.0;preaggregated value obtained from single record;without petiole and rachis;
Alchemilla alpina;29517;actual measurement (following LEDA data standards);329.56;1;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;329.56;329.56;329.56;329.56;2;;;2003-08-28 00:00:00.0;preaggregated value obtained from single record;without petiole and rachis;
Alchemilla alpina;29517;actual measurement (following LEDA data standards);219.02;1;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;219.02;219.02;219.02;219.02;2;;;2003-08-30 00:00:00.0;preaggregated value obtained from single record;without petiole and rachis;
Alchemilla alpina;29517;actual measurement (following LEDA data standards);216.63;1;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;216.63;216.63;216.63;216.63;2;;;2003-08-30 00:00:00.0;preaggregated value obtained from single record;without petiole and rachis;
Alchemilla alpina;29517;actual measurement (following LEDA data standards);375.99;1;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;375.99;375.99;375.99;375.99;2;;;2003-09-04 00:00:00.0;preaggregated value obtained from single record;without petiole and rachis;
Alchemilla alpina;29517;actual measurement (following LEDA data standards);161.07;1;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;161.07;161.07;161.07;161.07;2;;;2003-09-04 00:00:00.0;preaggregated value obtained from single record;without petiole and rachis;
Alchemilla filicaulis;30404;actual measurement;1206;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;;1206;;;2;;;1996-09-09 00:00:00.0;;without petiole and rachis;
Alchemilla glabra;30979;actual measurement;10129;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;;10129;;;2;;;1996-06-18 00:00:00.0;;without petiole and rachis;
