The following table was created as response to the SQL query
SELECT sbs_sbsname "SBS name", sbs_sbsnumber "SBS number", m_methodname "general method", dia_name "diaspore type", sm_singlevalue "single value [mg]", sm_samples "sample size", sm_valid "valid", sm_median "median", ref_refname "reference", sm_mean "mean SM [mg]", sm_maximum "maximum SM [mg]", sm_minimum "minimum SM [mg]", sm_replicates "number of replicates", sm_gencomment "general comment", dmlv_name "Drying method", or_origrefname "original reference", dia_code "diaspore type code" FROM (SELECT case when sm_median is not null then sm_median when sm_mean is not null then sm_mean when sm_minimum is not null and sm_maximum is not null then (sm_minimum + sm_maximum) / 2 when sm_minimum is not null then sm_minimum when sm_maximum is not null then sm_maximum else null end AS sm_singlevalue, sbs_sbsnumber, sbs_sbsname, m_methodname, dia_name, sm_median, sm_mean, sm_minimum, sm_maximum, sm_samples, sm_valid, ref_refname, sm_replicates, sm_gencomment, dmlv_name, or_origrefname, dia_code, sm_sbsnumber FROM (SELECT sbs.sbs_sbsnumber, sbs.sbs_sbsname, sm_m.m_methodname, sm_m.dia_name, sm_m.sm_median, sm_m.sm_mean, sm_m.sm_minimum, sm_m.sm_maximum, sm_m.sm_samples, sm_m.sm_valid, sm_m.ref_refname, sm_m.sm_replicates, sm_m.sm_gencomment, sm_m.dmlv_name, sm_m.or_origrefname, sm_m.dia_code, sm_m.sm_sbsnumber FROM (SELECT speciesno AS sbs_sbsnumber, fullname AS sbs_sbsname FROM (SELECT fullname, speciesno, familyname, isinledalist from (select fullname, speciesno, family as familyid, isinledalist from taxon where specieslist = 60028) natural join taxonomicfamily)) sbs JOIN (SELECT sm_dialv.sm_sbsnumber, m.m_methodname, sm_dialv.dia_name, sm_dialv.sm_median, sm_dialv.sm_mean, sm_dialv.sm_minimum, sm_dialv.sm_maximum, sm_dialv.sm_samples, sm_dialv.sm_valid, sm_dialv.ref_refname, sm_dialv.sm_replicates, sm_dialv.sm_gencomment, sm_dialv.dmlv_name, sm_dialv.or_origrefname, sm_dialv.dia_code FROM (SELECT r_sm.sm_sbsnumber, r_sm.sm_methodid, dialv.dia_name, r_sm.sm_median, r_sm.sm_mean, r_sm.sm_minimum, r_sm.sm_maximum, r_sm.sm_samples, r_sm.sm_valid, r_sm.ref_refname, r_sm.sm_replicates, r_sm.sm_gencomment, r_sm.dmlv_name, r_sm.or_origrefname, dialv.dia_code FROM (SELECT sm_dmlv.sm_sbsnumber, sm_dmlv.sm_methodid, sm_dmlv.sm_diasporemorphid, sm_dmlv.sm_median, sm_dmlv.sm_mean, sm_dmlv.sm_minimum, sm_dmlv.sm_maximum, sm_dmlv.sm_samples, sm_dmlv.sm_valid, r.ref_refname, sm_dmlv.sm_replicates, sm_dmlv.sm_gencomment, sm_dmlv.dmlv_name, sm_dmlv.or_origrefname FROM (SELECT referenceid AS ref_referenceid, refname AS ref_refname FROM (select referenceid, refname, reftypeid from reference)) r LEFT JOIN (SELECT sm_orf.sm_sbsnumber, sm_orf.sm_methodid, sm_orf.sm_diasporemorphid, sm_orf.sm_median, sm_orf.sm_mean, sm_orf.sm_minimum, sm_orf.sm_maximum, sm_orf.sm_samples, sm_orf.sm_valid, sm_orf.sm_referenceid, sm_orf.sm_replicates, sm_orf.sm_gencomment, dmlv.dmlv_name, sm_orf.or_origrefname FROM (SELECT sm.sm_sbsnumber, sm.sm_methodid, sm.sm_diasporemorphid, sm.sm_median, sm.sm_mean, sm.sm_minimum, sm.sm_maximum, sm.sm_samples, sm.sm_valid, sm.sm_referenceid, sm.sm_replicates, sm.sm_gencomment, sm.sm_dryingmethodid, orf.or_origrefname FROM (SELECT sbsnumber AS sm_sbsnumber, methodid AS sm_methodid, germinuleordispersuleid AS sm_diasporemorphid, median AS sm_median, mean AS sm_mean, minimum AS sm_minimum, maximum AS sm_maximum, n AS sm_samples, valid AS sm_valid, referenceid AS sm_referenceid, seednumberperindividual AS sm_replicates, p_comment AS sm_gencomment, dryingmethodid AS sm_dryingmethodid, origreferenceid AS sm_origreferenceid FROM (SELECT seedweightid, sbsnumber, taxonid, georefid, habitattypeid, referenceid, origreferenceid, batchid, n, seednumberperindividual, germinuleordispersuleid, mean, minimum, maximum, median, methodid, dryingmethodid, balanceerror, stddeviation, stderror, collectiondate, p_comment, created_when, updated_when, valid, validsince, validuntil, ledaid FROM seedweight NATURAL JOIN taxontosbsassignment WHERE valid IN (-2, 1, -1, 0, 2, -8, -4, -3, 2, -8))) sm FULL JOIN (SELECT origreferenceid AS or_origrefid, origrefname AS or_origrefname FROM (select referenceid as origreferenceid, refname as origrefname, reftypeid as origreftypeid from reference)) orf ON sm.sm_origreferenceid = orf.or_origrefid) sm_orf FULL JOIN (SELECT dryingmethodid AS dmlv_id, dryingmethodname AS dmlv_name FROM (select dryingmethodid, dryingmethodname from dryingmethod_lv)) dmlv ON sm_orf.sm_dryingmethodid = dmlv.dmlv_id) sm_dmlv ON r.ref_referenceid = sm_dmlv.sm_referenceid) r_sm LEFT JOIN (SELECT diasporemorphologyid AS dia_id, diasporemorphologyname AS dia_name, diasporemorphologycode AS dia_code FROM (select diasporemorphologyid, diasporemorphologycode, diasporemorphologyname from diasporemorphology_lv)) dialv ON r_sm.sm_diasporemorphid = dialv.dia_id) sm_dialv LEFT JOIN (SELECT methodid AS m_methodid, methodname AS m_methodname FROM (select * from method_lv)) m ON sm_dialv.sm_methodid = m.m_methodid) sm_m ON sbs.sbs_sbsnumber = sm_m.sm_sbsnumber)) ORDER BY sbs_sbsname
on Fri Mar 14 16:35:53 CET 2008 .

SBS name;SBS number;general method;diaspore type;single value [mg];sample size;valid;median;reference;mean SM [mg];maximum SM [mg];minimum SM [mg];number of replicates;general comment;Drying method;original reference;diaspore type code
Achillea stricta;3840;actual measurement;unknown;.22;0;1;;Pluess, Andrea(2005): Seed weight increases with altitude in the Swiss Alps between related species but not among populations of individual species [144];.22;;;0;;Air dried weight;Pluess, Andrea(2005): Seed weight increases with altitude in the Swiss Alps between related species but not among populations of individual species [144];4
Achnatherum calamagrostis;41606;actual measurement;one-seeded generative dispersule;.29;1;1;;Götzenberger, Lars (lars.goetzenberger@ufz.de);.29;;;50;50-2000 air-dried matured seeds;Air dried weight;;2a
Acinos arvensis;24493;actual measurement;one-seeded generative dispersule;.255;;-4;;BIOLFLOR database;.255;.3;.232;;;Air dried weight;;2a
Acinos arvensis;24493;actual measurement;one-seeded generative dispersule;.224;1;1;;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;.224;;;100;;Air dried weight;;2a
Acinos arvensis;24493;other;one-seeded generative dispersule;1.3676;1;1;;Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org);1.3676;;;1000;1000 seed weight, unknown number of individuals;Air dried weight;;2a
Acinos arvensis;24493;actual measurement;germinule;.224;1;1;;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;.224;;;100;;Air dried weight;;3
Acinos arvensis;24493;actual measurement;germinule;.255;;-4;;BIOLFLOR database;.255;.3;.232;;;Air dried weight;;3
Acinos arvensis;24493;other;germinule;1.3676;1;1;;Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org);1.3676;;;1000;1000 seed weight, unknown number of individuals;Air dried weight;;3
Aconitum lycoctonum;27413;actual measurement;germinule;3.11;;-4;;BIOLFLOR database;3.11;3.12;3.1;;;Air dried weight;;3
Aconitum lycoctonum;27413;actual measurement;generative dispersule;3.4065;2;1;;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;3.4065;3.498;3.315;100;;Air dried weight;;2
Aconitum lycoctonum;27413;actual measurement;one-seeded generative dispersule;3.11;;-4;;BIOLFLOR database;3.11;3.12;3.1;;;Air dried weight;;2a
Aconitum napellus;27279;actual measurement;one-seeded generative dispersule;3;;-4;;BIOLFLOR database;3;;;;;Air dried weight;;2a
Aconitum napellus;27279;actual measurement;one-seeded generative dispersule;4.21;1;1;;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;4.21;;;50;;Air dried weight;;2a
Aconitum napellus;27279;other;one-seeded generative dispersule;4.1964;1;1;;Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org);4.1964;;;1000;1000 seed weight, unknown number of individuals;Air dried weight;;2a
Aconitum napellus;27279;actual measurement;germinule;3;;-4;;BIOLFLOR database;3;;;;;Air dried weight;;3
Aconitum napellus;27279;actual measurement;germinule;4.21;1;1;;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;4.21;;;50;;Air dried weight;;3
Aconitum napellus;27279;other;germinule;4.1964;1;1;;Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org);4.1964;;;1000;1000 seed weight, unknown number of individuals;Air dried weight;;3
Acorus calamus;35825;actual measurement;generative dispersule;1.5185;2;1;;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;1.5185;1.596;1.441;100;;Air dried weight;;2
Actaea spicata;27324;actual measurement;multi-seeded generative dispersule;461;1;1;;Götzenberger, Lars (lars.goetzenberger@ufz.de);461;;;1;n an replicates unknown;Fresh weight;;2b
Actaea spicata;27324;actual measurement;germinule;5.9;1;1;;Götzenberger, Lars (lars.goetzenberger@ufz.de);5.9;;;1;n an replicates unknown;Air dried weight;;3
Actaea spicata;27324;other;germinule;6.964;1;1;;Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org);6.964;;;1000;1000 seed weight, unknown number of individuals;Air dried weight;;3
Actaea spicata;27324;other;germinule;5.9168;1;1;;Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org);5.9168;;;1000;1000 seed weight, unknown number of individuals;Air dried weight;;3
Adenocarpus telonensis;21581;actual measurement;germinule;7;0;1;;Lopez, Josefa(2000): Production and morphology of fruit and seeds in Genisteae (Fabaceae) of south-west Spain [132];7;;;90;;Unknown;Lopez, Josefa(2000): Production and morphology of fruit and seeds in Genisteae (Fabaceae) of south-west Spain [132];3
Adenophora lilifolia;15316;actual measurement;one-seeded generative dispersule;.257;;-4;;BIOLFLOR database;.257;.263;.252;;;Air dried weight;;2a
Adenophora lilifolia;15316;actual measurement;one-seeded generative dispersule;.3685;2;1;;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;.3685;.375;.362;100;;Air dried weight;;2a
Adenophora lilifolia;15316;actual measurement;germinule;.257;;-4;;BIOLFLOR database;.257;.263;.252;;;Air dried weight;;3
Adenostyles alpina subsp. alpina;3190;actual measurement;germinule;1.3875;2;1;;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;1.3875;1.444;1.331;100;;Air dried weight;;3
Adonis aestivalis;27328;actual measurement;germinule;11.522;;-4;;BIOLFLOR database;11.522;14;7.4;;;Air dried weight;;3
Adonis aestivalis;27328;actual measurement;one-seeded generative dispersule;11.522;;-4;;BIOLFLOR database;11.522;14;7.4;;;Air dried weight;;2a
Adonis annua;27329;actual measurement;germinule;11.6;;-4;;BIOLFLOR database;11.6;18.4;4.8;;;Air dried weight;;3
Adonis annua;27329;actual measurement;one-seeded generative dispersule;11.6;;-4;;BIOLFLOR database;11.6;18.4;4.8;;;Air dried weight;;2a
Adonis flammea;27336;actual measurement;one-seeded generative dispersule;9.88;;-4;;BIOLFLOR database;9.88;10.113;9.641;;;Air dried weight;;2a
Adonis flammea;27336;actual measurement;germinule;9.88;;-4;;BIOLFLOR database;9.88;10.113;9.641;;;Air dried weight;;3
Adonis vernalis;29095;actual measurement;germinule;10.6;;-4;;BIOLFLOR database;10.6;;;;;Air dried weight;;3
Adonis vernalis;29095;actual measurement;one-seeded generative dispersule;10.6;;-4;;BIOLFLOR database;10.6;;;;;Air dried weight;;2a
Adoxa moschatellina;2407;actual measurement;one-seeded generative dispersule;.628;1;1;;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;.628;;;100;;Air dried weight;;2a
Adoxa moschatellina;2407;actual measurement;generative dispersule;.63;;-4;;BIOLFLOR database;.63;;;;;Unknown;;2
Aegilops cylindrica;42076;actual measurement;generative dispersule;33.61;1;1;;Götzenberger, Lars (lars.goetzenberger@ufz.de);33.61;;;1;n an replicates unknown;Air dried weight;;2
Aegilops geniculata;41112;actual measurement;generative dispersule;8.32;1;1;;Götzenberger, Lars (lars.goetzenberger@ufz.de);8.32;;;1;n and replicates unknown;Air dried weight;;2
Aegilops geniculata;41112;actual measurement;germinule;6.821333333;1;1;;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;6.821333333;6.821333333;6.821333333;75;;Air dried weight;;3
Aegilops geniculata;41112;actual measurement;one-seeded generative dispersule;12.68;0;1;;Maranon, T.(1993): Physiological-Basis and Ecological Significance of the Seed Size and Relative Growth-Rate Relationship in Mediterranean Annuals [7];12.68;;;100;;Air dried weight;Maranon, T.(1993): Physiological-Basis and Ecological Significance of the Seed Size and Relative Growth-Rate Relationship in Mediterranean Annuals [7];2a
Aegilops neglecta;40461;actual measurement;one-seeded generative dispersule;25.81;0;1;;Maranon, T.(1993): Physiological-Basis and Ecological Significance of the Seed Size and Relative Growth-Rate Relationship in Mediterranean Annuals [7];25.81;;;100;;Air dried weight;Maranon, T.(1993): Physiological-Basis and Ecological Significance of the Seed Size and Relative Growth-Rate Relationship in Mediterranean Annuals [7];2a
Aegilops triuncialis;40521;actual measurement;one-seeded generative dispersule;12.35;0;1;;Maranon, T.(1993): Physiological-Basis and Ecological Significance of the Seed Size and Relative Growth-Rate Relationship in Mediterranean Annuals [7];12.35;;;100;;Air dried weight;Maranon, T.(1993): Physiological-Basis and Ecological Significance of the Seed Size and Relative Growth-Rate Relationship in Mediterranean Annuals [7];2a
Aegopodium podagraria;2007;actual measurement;one-seeded generative dispersule;2.734;1;1;;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;2.734;;;100;;Air dried weight;;2a
Aegopodium podagraria;2007;actual measurement;one-seeded generative dispersule;2.213;;-4;;BIOLFLOR database;2.213;2.73;1.68;;;Air dried weight;;2a
Aegopodium podagraria;2007;actual measurement;germinule;2.734;1;1;;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;2.734;;;100;;Air dried weight;;3
Aegopodium podagraria;2007;actual measurement;germinule;2.213;;-4;;BIOLFLOR database;2.213;2.73;1.68;;;Air dried weight;;3
Aegopodium podagraria;2007;actual measurement (following LEDA data standards);germinule;1.54;1;-4;;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;1.54;;;10;used balance: Mettler H51, seed;Air dried weight;;3
Aegopodium podagraria;2007;actual measurement (following LEDA data standards);germinule;1.36;1;-4;;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;1.36;;;10;used balance: Mettler H51, seed;Air dried weight;;3
Aegopodium podagraria;2007;actual measurement (following LEDA data standards);germinule;1.66;1;-4;;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;1.66;;;10;used balance: Mettler H51, seed;Air dried weight;;3
Aegopodium podagraria;2007;actual measurement (following LEDA data standards);germinule;1.54;1;-4;;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;1.54;;;10;used balance: Mettler H51, seed;Air dried weight;;3
Aegopodium podagraria;2007;actual measurement (following LEDA data standards);germinule;1.64;1;-4;;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;1.64;;;10;used balance: Mettler H51, seed;Air dried weight;;3
Aegopodium podagraria;2007;actual measurement (following LEDA data standards);germinule;1.28;1;-4;;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;1.28;;;10;used balance: Mettler H51, seed;Air dried weight;;3
Aegopodium podagraria;2007;actual measurement (following LEDA data standards);germinule;1.36;1;-4;;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;1.36;;;10;used balance: Mettler H51, seed;Air dried weight;;3
Aegopodium podagraria;2007;actual measurement (following LEDA data standards);germinule;1.36;10;-2;1.36;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;1.4;1.66;1.09;;preaggregated value obtained from single record;Air dried weight;;3
Aegopodium podagraria;2007;actual measurement (following LEDA data standards);germinule;1.09;1;-4;;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;1.09;;;10;used balance: Mettler H51, seed;Air dried weight;;3
Aegopodium podagraria;2007;actual measurement (following LEDA data standards);germinule;1.24;1;-4;;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;1.24;;;10;used balance: Mettler H51, seed;Air dried weight;;3
Aegopodium podagraria;2007;actual measurement (following LEDA data standards);germinule;1.25;1;-4;;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;1.25;;;10;used balance: Mettler H51, seed;Air dried weight;;3
Aesculus hippocastanum;24982;actual measurement;germinule;10611.95;;-4;;BIOLFLOR database;10611.95;13028;8144.5;;;Air dried weight;;3
Aesculus hippocastanum;24982;actual measurement;germinule;6729;1;1;;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;6729;;;30;;Air dried weight;;3
Aesculus hippocastanum;24982;actual measurement;germinule;5785;1;1;;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;5785;;;12;;Air dried weight;;3
Aesculus hippocastanum;24982;actual measurement;one-seeded generative dispersule;10611.95;;-4;;BIOLFLOR database;10611.95;13028;8144.5;;;Air dried weight;;2a
Aesculus hippocastanum;24982;actual measurement;one-seeded generative dispersule;6729;1;1;;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;6729;;;30;;Air dried weight;;2a
Aesculus hippocastanum;24982;actual measurement;one-seeded generative dispersule;5785;1;1;;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;5785;;;12;;Air dried weight;;2a
Aethionema saxatile;14330;actual measurement;one-seeded generative dispersule;.525;2;1;;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;.525;.54;.51;100;;Air dried weight;;2a
Aethusa cynapium;1502;actual measurement;germinule;1.626;1;1;;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;1.626;;;50;;Air dried weight;;3
Aethusa cynapium;1502;actual measurement;one-seeded generative dispersule;1.1;;-4;;BIOLFLOR database;1.1;1.265;.828;;;Air dried weight;;2a
Aethusa cynapium;1502;actual measurement;germinule;1.065;1;1;;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;1.065;;;20;;Air dried weight;;3
Aethusa cynapium;1502;actual measurement;germinule;1.1;;-4;;BIOLFLOR database;1.1;1.265;.828;;;Air dried weight;;3
Aethusa cynapium;1502;actual measurement;one-seeded generative dispersule;1.626;1;1;;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;1.626;;;50;;Air dried weight;;2a
Aethusa cynapium;1502;actual measurement;one-seeded generative dispersule;1.065;1;1;;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;1.065;;;20;;Air dried weight;;2a
Aethusa cynapium;1502;other;one-seeded generative dispersule;2.0036;1;1;;Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org);2.0036;;;1000;1000 seed weight, unknown number of individuals;Air dried weight;;2a
Aethusa cynapium;1502;actual measurement (following LEDA data standards);one-seeded generative dispersule;2.68;1;-4;;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;2.68;;;50;used balance: Mettler H51, fruit;Air dried weight;;2a
Aethusa cynapium;1502;actual measurement (following LEDA data standards);one-seeded generative dispersule;2.68;1;-2;2.68;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;2.68;2.68;2.68;;preaggregated value obtained from single record;Air dried weight;;2a
Aethusa cynapium;1502;other;germinule;2.0036;1;1;;Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org);2.0036;;;1000;1000 seed weight, unknown number of individuals;Air dried weight;;3
Agrimonia eupatoria;29512;other;germinule;21.0788;1;1;;Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org);21.0788;;;1000;1000 seed weight, unknown number of individuals;Air dried weight;;3
Agrimonia eupatoria;29512;other;one-seeded generative dispersule;21.0788;1;1;;Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org);21.0788;;;1000;1000 seed weight, unknown number of individuals;Air dried weight;;2a
Agrimonia eupatoria;29512;actual measurement;generative dispersule;4.23;1;1;;Götzenberger, Lars (lars.goetzenberger@ufz.de);4.23;;;1;n an replicates unknown;Air dried weight;;2
Agrimonia eupatoria;29512;actual measurement;germinule;4.62;1;1;;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;4.62;;;10;;Air dried weight;;3
Agrimonia eupatoria;29512;actual measurement;germinule;23.078;;-4;;BIOLFLOR database;23.078;23.78;22.73;;;Air dried weight;;3
Agrimonia eupatoria;29512;actual measurement;germinule;3.61;7;1;;Götzenberger, Lars (lars.goetzenberger@ufz.de);3.61;;;1;summers of 1995 and 1996;Unknown;;3
Agrimonia eupatoria;29512;actual measurement;one-seeded generative dispersule;4.62;1;1;;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;4.62;;;10;;Air dried weight;;2a
Agrimonia eupatoria;29512;actual measurement;one-seeded generative dispersule;23.078;;-4;;BIOLFLOR database;23.078;23.78;22.73;;;Air dried weight;;2a
Agrimonia eupatoria;29512;actual measurement;one-seeded generative dispersule;22.2084;5;1;;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;22.2084;23.793;20.896;100;;Air dried weight;;2a
Agrimonia procera;29916;actual measurement;germinule;40;;-4;;BIOLFLOR database;40;;;;;Air dried weight;;3
Agrimonia procera;29916;actual measurement;germinule;7.05;1;1;;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;7.05;;;25;;Air dried weight;;3
Agrimonia procera;29916;actual measurement;one-seeded generative dispersule;7.05;1;1;;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;7.05;;;25;;Air dried weight;;2a
Agrimonia procera;29916;actual measurement;one-seeded generative dispersule;40;;-4;;BIOLFLOR database;40;;;;;Air dried weight;;2a
Agrimonia procera;29916;actual measurement (following LEDA data standards);one-seeded generative dispersule;12.53;1;-4;;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;12.53;;;30;used balance: Mettler H51, disp. unit;Air dried weight;;2a
Agrimonia procera;29916;actual measurement (following LEDA data standards);one-seeded generative dispersule;12.53;1;-2;12.53;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;12.53;12.53;12.53;;preaggregated value obtained from single record;Air dried weight;;2a
Agrostemma githago;16318;actual measurement (following LEDA data standards);one-seeded generative dispersule;16.58;1;-4;;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;16.58;;;50;used balance: Mettler H51, seed;Air dried weight;;2a
Agrostemma githago;16318;other;germinule;15.7104;1;1;;Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org);15.7104;;;1000;1000 seed weight, unknown number of individuals;Air dried weight;;3
Agrostemma githago;16318;actual measurement (following LEDA data standards);one-seeded generative dispersule;16.58;1;-2;16.58;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;16.58;16.58;16.58;;preaggregated value obtained from single record;Air dried weight;;2a
Agrostemma githago;16318;other;germinule;13.4928;1;1;;Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org);13.4928;;;1000;1000 seed weight, unknown number of individuals;Air dried weight;;3
Agrostemma githago;16318;other;germinule;12.2968;1;1;;Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org);12.2968;;;1000;1000 seed weight, unknown number of individuals;Air dried weight;;3
Agrostemma githago;16318;other;germinule;13.4408;1;1;;Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org);13.4408;;;1000;1000 seed weight, unknown number of individuals;Air dried weight;;3
Agrostemma githago;16318;other;germinule;15.4672;1;1;;Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org);15.4672;;;1000;1000 seed weight, unknown number of individuals, Seeds dry.;Air dried weight;;3
Agrostemma githago;16318;actual measurement;one-seeded generative dispersule;11.671;;-4;;BIOLFLOR database;11.671;26;8;;;Air dried weight;;2a
Agrostemma githago;16318;actual measurement;one-seeded generative dispersule;17.78;1;1;;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;17.78;;;50;;Air dried weight;;2a
Agrostemma githago;16318;other;one-seeded generative dispersule;13.4408;1;1;;Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org);13.4408;;;1000;1000 seed weight, unknown number of individuals;Air dried weight;;2a
Agrostemma githago;16318;other;one-seeded generative dispersule;13.4928;1;1;;Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org);13.4928;;;1000;1000 seed weight, unknown number of individuals;Air dried weight;;2a
Agrostemma githago;16318;other;one-seeded generative dispersule;15.7104;1;1;;Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org);15.7104;;;1000;1000 seed weight, unknown number of individuals;Air dried weight;;2a
Agrostemma githago;16318;other;one-seeded generative dispersule;12.2968;1;1;;Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org);12.2968;;;1000;1000 seed weight, unknown number of individuals;Air dried weight;;2a
Agrostemma githago;16318;other;one-seeded generative dispersule;15.4672;1;1;;Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org);15.4672;;;1000;1000 seed weight, unknown number of individuals, Seeds dry.;Air dried weight;;2a
