The following table was created as response to the SQL query
SELECT m_methodname "general method", sbs_sbsname "SBS name", ref_refname "reference", bslv1_name "BBS above ground", bslv2_name "BBS below ground", bbs_valid "valid", bslv3_name "budb seas. at soil surface", sbs_sbsnumber "SBS number", bslv6_name "budb. seas at layer -10-0cm" FROM (SELECT sbs_bbs.bbs_valid, m.m_methodname, sbs_bbs.sbs_sbsnumber, sbs_bbs.sbs_sbsname, sbs_bbs.ref_refname, sbs_bbs.bslv1_name, sbs_bbs.bslv2_name, sbs_bbs.bslv3_name, sbs_bbs.bslv6_name, sbs_bbs.bbs_sbsnumber FROM (SELECT r_bbs.bbs_valid, r_bbs.bbs_methodid, sbs.sbs_sbsnumber, sbs.sbs_sbsname, r_bbs.ref_refname, r_bbs.bslv1_name, r_bbs.bslv2_name, r_bbs.bslv3_name, r_bbs.bslv6_name, r_bbs.bbs_sbsnumber FROM (SELECT speciesno AS sbs_sbsnumber, fullname AS sbs_sbsname FROM (SELECT fullname, speciesno, familyname, isinledalist from (select fullname, speciesno, family as familyid, isinledalist from taxon where specieslist = 60028) natural join taxonomicfamily)) sbs JOIN (SELECT bbs_bslv1.bbs_sbsnumber, bbs_bslv1.bbs_valid, bbs_bslv1.bbs_methodid, r.ref_refname, bbs_bslv1.bslv1_name, bbs_bslv1.bslv2_name, bbs_bslv1.bslv3_name, bbs_bslv1.bslv6_name FROM (SELECT referenceid AS ref_referenceid, refname AS ref_refname FROM (select referenceid, refname, reftypeid from reference)) r LEFT JOIN (SELECT bbs_bslv2.bbs_sbsnumber, bbs_bslv2.bbs_valid, bbs_bslv2.bbs_methodid, bbs_bslv2.bbs_referenceid, bslv1.bslv1_name, bbs_bslv2.bslv2_name, bbs_bslv2.bslv3_name, bbs_bslv2.bslv6_name FROM (SELECT bbs_bslv3.bbs_sbsnumber, bbs_bslv3.bbs_valid, bbs_bslv3.bbs_methodid, bbs_bslv3.bbs_referenceid, bbs_bslv3.bbs_abovegroundid, bslv2.bslv2_name, bbs_bslv3.bslv3_name, bbs_bslv3.bslv6_name FROM (SELECT bbs_bslv6.bbs_sbsnumber, bbs_bslv6.bbs_valid, bbs_bslv6.bbs_methodid, bbs_bslv6.bbs_referenceid, bbs_bslv6.bbs_abovegroundid, bbs_bslv6.bbs_belowgroundid, bslv3.bslv3_name, bbs_bslv6.bslv6_name FROM (SELECT bbs.bbs_sbsnumber, bbs.bbs_valid, bbs.bbs_methodid, bbs.bbs_referenceid, bbs.bbs_abovegroundid, bbs.bbs_belowgroundid, bbs.bbs_soilsurfaceid, bslv6.bslv6_name FROM (SELECT sbsnumber AS bbs_sbsnumber, valid AS bbs_valid, methodid AS bbs_methodid, referenceid AS bbs_referenceid, above_ground_typeid AS bbs_abovegroundid, below_ground_typeid AS bbs_belowgroundid, soilsurface_typeid AS bbs_soilsurfaceid, below_upper_typeid AS bbs_belowupperid FROM (select sbsnumber, taxonid, georefid, habitattypeid, referenceid, origreferenceid, batchid, methodid, collectiondate, p_comment, above_ground_typeid, below_ground_typeid, above_upper_typeid, above_lower_typeid, soilsurface_typeid, below_upper_typeid, below_lower_typeid, created_when, updated_when, valid, validsince, validuntil, ledaid, budbankseasonalityid
from budbankseasonality natural join taxontosbsassignment WHERE valid IN (-2, 1, -1, 0, 2, -8, -4, -3, 2, -8))) bbs FULL JOIN (SELECT budbankseasonalitytypeid AS bslv6_id, budbankseasonalitytypename AS bslv6_name FROM (select budbankseasonalitytypeid, budbankseasonalitytypename from budbankseasonalitytype_lv)) bslv6 ON bbs.bbs_belowupperid = bslv6.bslv6_id) bbs_bslv6 FULL JOIN (SELECT budbankseasonalitytypeid AS bslv3_id, budbankseasonalitytypename AS bslv3_name FROM (select budbankseasonalitytypeid, budbankseasonalitytypename from budbankseasonalitytype_lv)) bslv3 ON bbs_bslv6.bbs_soilsurfaceid = bslv3.bslv3_id) bbs_bslv3 FULL JOIN (SELECT budbankseasonalitytypeid AS bslv2_id, budbankseasonalitytypename AS bslv2_name FROM (select budbankseasonalitytypeid, budbankseasonalitytypename from budbankseasonalitytype_lv)) bslv2 ON bbs_bslv3.bbs_belowgroundid = bslv2.bslv2_id) bbs_bslv2 FULL JOIN (SELECT budbankseasonalitytypeid AS bslv1_id, budbankseasonalitytypename AS bslv1_name FROM (select budbankseasonalitytypeid, budbankseasonalitytypename from budbankseasonalitytype_lv)) bslv1 ON bbs_bslv2.bbs_abovegroundid = bslv1.bslv1_id) bbs_bslv1 ON r.ref_referenceid = bbs_bslv1.bbs_referenceid) r_bbs ON sbs.sbs_sbsnumber = r_bbs.bbs_sbsnumber) sbs_bbs LEFT JOIN (SELECT methodid AS m_methodid, methodname AS m_methodname FROM (select * from method_lv)) m ON sbs_bbs.bbs_methodid = m.m_methodid) ORDER BY sbs_sbsname
on Thu Mar 13 09:19:18 CET 2008 .

general method;SBS name;reference;BBS above ground;BBS below ground;valid;budb seas. at soil surface;SBS number;budb. seas at layer -10-0cm
unknown;Arbutus unedo;CLO-PLA records from September 2005;perennial;perennial;0;perennial;19577;perennial
derivation from photos or drawings;Arctium lappa;CLO-PLA records from September 2005;seasonal;seasonal;0;seasonal;6084;seasonal
unknown;Arctium lappa;CLO-PLA records from September 2005;perennial & seasonal;perennial;0;perennial;6084;perennial
derivation from photos or drawings;Arctium minus;CLO-PLA records from September 2005;seasonal;seasonal;0;seasonal;4154;seasonal
unknown;Arctium minus;CLO-PLA records from September 2005;perennial & seasonal;perennial;0;perennial;4154;perennial
derivation from photos or drawings;Arctium nemorosum;CLO-PLA records from September 2005;seasonal;seasonal;0;seasonal;3371;seasonal
derivation from photos or drawings;Arctium tomentosum;CLO-PLA records from September 2005;seasonal;seasonal;0;seasonal;3664;seasonal
derivation from photos or drawings;Arctostaphylos uva-ursi;CLO-PLA records from September 2005;perennial;;0;perennial;19582;
observation (like obvious taxonomical traits);Arctostaphylos uva-ursi;CLO-PLA records from September 2005;perennial;perennial;0;perennial;19582;perennial
unknown;Arctostaphylos uva-ursi;CLO-PLA records from September 2005;perennial;potential;0;perennial;19582;potential
unknown;Arctostaphylos uva-ursi;CLO-PLA records from September 2005;perennial;potential;0;perennial;19582;potential
unknown;Arctostaphylos uva-ursi;CLO-PLA records from September 2005;perennial;potential;0;perennial;19582;potential
unknown;Arctostaphylos uva-ursi;CLO-PLA records from September 2005;perennial;potential;0;perennial;19582;potential
observation (like obvious taxonomical traits);Arctostaphylos uva-ursi;CLO-PLA records from September 2005;perennial;perennial;0;perennial;19582;perennial
derivation from photos or drawings;Aremonia agrimonoides;CLO-PLA records from September 2005;perennial;perennial;0;perennial;29395;perennial
derivation from photos or drawings;Arenaria ciliata;CLO-PLA records from September 2005;perennial & seasonal;;0;perennial;16814;
observation (like obvious taxonomical traits);Arenaria ciliata;CLO-PLA records from September 2005;seasonal;perennial;0;seasonal;16814;perennial
derivation from photos or drawings;Arenaria serpyllifolia;CLO-PLA records from September 2005;seasonal;;0;;16833;
derivation from photos or drawings;Arenaria serpyllifolia;CLO-PLA records from September 2005;seasonal;;0;seasonal;16833;
derivation from photos or drawings;Arenaria serpyllifolia;CLO-PLA records from September 2005;seasonal;;0;seasonal;16833;
derivation from photos or drawings;Arenaria serpyllifolia;CLO-PLA records from September 2005;seasonal;;0;seasonal;16833;
derivation from photos or drawings;Arenaria serpyllifolia;CLO-PLA records from September 2005;seasonal;;0;;16833;
observation (like obvious taxonomical traits);Aristolochia clematitis;CLO-PLA records from September 2005;;potential;0;;2411;potential
observation (like obvious taxonomical traits);Aristolochia clematitis;CLO-PLA records from September 2005;;perennial & potential;0;;2411;perennial & potential
observation (like obvious taxonomical traits);Aristolochia clematitis;CLO-PLA records from September 2005;seasonal;perennial & potential;0;seasonal;2411;perennial & potential
observation (like obvious taxonomical traits);Aristolochia clematitis;CLO-PLA records from September 2005;perennial & seasonal;perennial & potential;0;perennial;2411;perennial & potential
derivation from photos or drawings;Armeria maritima;CLO-PLA records from September 2005;perennial;perennial;0;perennial;28355;perennial
unknown;Armeria maritima;CLO-PLA records from September 2005;perennial;perennial;0;perennial;28355;perennial
unknown;Armeria maritima;CLO-PLA records from September 2005;perennial;perennial;0;perennial;28355;perennial
derivation from photos or drawings;Armeria maritima;CLO-PLA records from September 2005;perennial;perennial;0;perennial;28355;perennial
derivation from photos or drawings;Armeria maritima;CLO-PLA records from September 2005;perennial;perennial;0;perennial;28355;perennial
derivation from photos or drawings;Armeria maritima;CLO-PLA records from September 2005;perennial;perennial;0;perennial;28355;perennial
derivation from photos or drawings;Armoracia rusticana;CLO-PLA records from September 2005;perennial & seasonal;perennial & potential;0;perennial;13400;perennial & potential
derivation from photos or drawings;Armoracia rusticana;CLO-PLA records from September 2005;perennial & seasonal;;0;perennial;13400;
field experiment;Armoracia rusticana;CLO-PLA records from September 2005;;potential;0;;13400;potential
field experiment;Armoracia rusticana;CLO-PLA records from September 2005;;potential;0;;13400;potential
observation (like obvious taxonomical traits);Armoracia rusticana;CLO-PLA records from September 2005;perennial & seasonal;perennial & potential;0;perennial;13400;perennial & potential
observation (like obvious taxonomical traits);Armoracia rusticana;CLO-PLA records from September 2005;perennial & seasonal;perennial & potential;0;perennial;13400;perennial & potential
observation (like obvious taxonomical traits);Armoracia rusticana;CLO-PLA records from September 2005;;potential;0;;13400;potential
derivation from photos or drawings;Armoracia rusticana;CLO-PLA records from September 2005;perennial & seasonal;perennial & potential;0;perennial;13400;perennial & potential
derivation from photos or drawings;Arnica montana;CLO-PLA records from September 2005;perennial & seasonal;perennial;0;perennial;3665;perennial
derivation from photos or drawings;Arnica montana;CLO-PLA records from September 2005;seasonal;seasonal;0;seasonal;3665;seasonal
observation (like obvious taxonomical traits);Arnica montana;CLO-PLA records from September 2005;seasonal;perennial;0;seasonal;3665;perennial
derivation from photos or drawings;Arnica montana;CLO-PLA records from September 2005;perennial & seasonal;perennial;0;perennial;3665;perennial
derivation from photos or drawings;Arnica montana;CLO-PLA records from September 2005;perennial;perennial;0;perennial;3665;perennial
derivation from photos or drawings;Arnoseris minima;CLO-PLA records from September 2005;seasonal;;0;seasonal;3666;
derivation from photos or drawings;Arrhenatherum elatius;CLO-PLA records from September 2005;perennial & seasonal;perennial;0;perennial;40414;perennial
unknown;Arrhenatherum elatius;CLO-PLA records from September 2005;seasonal;perennial;0;seasonal;40414;perennial
unknown;Arrhenatherum elatius;CLO-PLA records from September 2005;;perennial;0;;40414;perennial
observation (like obvious taxonomical traits);Arrhenatherum elatius;CLO-PLA records from September 2005;seasonal;perennial;0;seasonal;40414;perennial
derivation from photos or drawings;Arrhenatherum elatius;CLO-PLA records from September 2005;seasonal;perennial;0;seasonal;40414;perennial
derivation from photos or drawings;Arrhenatherum elatius;CLO-PLA records from September 2005;seasonal;perennial;0;seasonal;40414;perennial
derivation from photos or drawings;Artemisia abrotanum;CLO-PLA records from September 2005;perennial & seasonal;perennial;0;perennial;5370;perennial
derivation from photos or drawings;Artemisia absinthium;CLO-PLA records from September 2005;perennial & seasonal;perennial;0;perennial;5486;perennial
observation (like obvious taxonomical traits);Artemisia absinthium;CLO-PLA records from September 2005;;perennial;0;;5486;perennial
derivation from photos or drawings;Artemisia annua;CLO-PLA records from September 2005;seasonal;;0;seasonal;5487;
derivation from photos or drawings;Artemisia austriaca;CLO-PLA records from September 2005;perennial & seasonal;perennial & potential;0;perennial;5603;perennial & potential
observation (like obvious taxonomical traits);Artemisia austriaca;CLO-PLA records from September 2005;seasonal;perennial & potential;0;seasonal;5603;perennial & potential
observation (like obvious taxonomical traits);Artemisia austriaca;CLO-PLA records from September 2005;;potential;0;;5603;potential
derivation from photos or drawings;Artemisia biennis;CLO-PLA records from September 2005;seasonal;seasonal;0;seasonal;60555;seasonal
derivation from photos or drawings;Artemisia biennis;CLO-PLA records from September 2005;seasonal;;0;seasonal;60555;
derivation from photos or drawings;Artemisia campestris;CLO-PLA records from September 2005;perennial & seasonal;potential;0;perennial;2974;potential
derivation from photos or drawings;Artemisia campestris;CLO-PLA records from September 2005;seasonal;perennial;0;seasonal;2974;perennial
observation (like obvious taxonomical traits);Artemisia campestris;CLO-PLA records from September 2005;;potential;0;;2974;potential
derivation from photos or drawings;Artemisia dracunculus;CLO-PLA records from September 2005;seasonal;seasonal;0;seasonal;6183;seasonal
derivation from photos or drawings;Artemisia genipi;CLO-PLA records from September 2005;perennial & seasonal;perennial;0;perennial;3535;perennial
derivation from photos or drawings;Artemisia genipi;CLO-PLA records from September 2005;perennial & seasonal;perennial;0;perennial;3535;perennial
derivation from photos or drawings;Artemisia laciniata;CLO-PLA records from September 2005;perennial & seasonal;perennial;0;perennial;4315;perennial
derivation from photos or drawings;Artemisia maritima;CLO-PLA records from September 2005;perennial & seasonal;perennial & potential;0;perennial;2981;perennial & potential
derivation from photos or drawings;Artemisia maritima;CLO-PLA records from September 2005;seasonal;perennial & potential;0;seasonal;2981;perennial & potential
observation (like obvious taxonomical traits);Artemisia maritima;CLO-PLA records from September 2005;;potential;0;;2981;potential
derivation from photos or drawings;Artemisia maritima;CLO-PLA records from September 2005;seasonal;;0;seasonal;2981;
derivation from photos or drawings;Artemisia pontica;CLO-PLA records from September 2005;seasonal;perennial;0;seasonal;5491;perennial
derivation from photos or drawings;Artemisia rupestris;CLO-PLA records from September 2005;perennial & seasonal;;0;perennial;5327;
derivation from photos or drawings;Artemisia scoparia;CLO-PLA records from September 2005;seasonal;seasonal;0;seasonal;4272;seasonal
derivation from photos or drawings;Artemisia siversiana;CLO-PLA records from September 2005;seasonal;seasonal;0;seasonal;5610;seasonal
derivation from photos or drawings;Artemisia siversiana;CLO-PLA records from September 2005;seasonal;;0;seasonal;5610;
derivation from photos or drawings;Artemisia tournefortiana;CLO-PLA records from September 2005;seasonal;;0;seasonal;61663;
derivation from photos or drawings;Artemisia umbelliformis;CLO-PLA records from September 2005;perennial & seasonal;perennial;0;perennial;4171;perennial
derivation from photos or drawings;Artemisia verlotiorum;CLO-PLA records from September 2005;seasonal;perennial;0;seasonal;4943;perennial
derivation from photos or drawings;Artemisia vulgaris;CLO-PLA records from September 2005;seasonal;perennial;0;seasonal;4158;perennial
derivation from photos or drawings;Artemisia vulgaris;CLO-PLA records from September 2005;seasonal;perennial;0;seasonal;4158;perennial
derivation from photos or drawings;Artemisia vulgaris;CLO-PLA records from September 2005;seasonal;perennial;0;seasonal;4158;perennial
observation (like obvious taxonomical traits);Artemisia vulgaris;CLO-PLA records from September 2005;;potential;0;;4158;potential
observation (like obvious taxonomical traits);Artemisia vulgaris;CLO-PLA records from September 2005;seasonal;perennial;0;seasonal;4158;perennial
derivation from photos or drawings;Artemisia vulgaris;CLO-PLA records from September 2005;seasonal;perennial;0;seasonal;4158;perennial
derivation from photos or drawings;Arum maculatum;CLO-PLA records from September 2005;;seasonal;0;;35847;seasonal
derivation from photos or drawings;Arum maculatum;CLO-PLA records from September 2005;;seasonal;0;;35847;
observation (like obvious taxonomical traits);Arum maculatum;CLO-PLA records from September 2005;;seasonal;0;;35847;seasonal
observation (like obvious taxonomical traits);Arum maculatum;CLO-PLA records from September 2005;;seasonal;0;;35847;seasonal
observation (like obvious taxonomical traits);Arum maculatum;CLO-PLA records from September 2005;;seasonal;0;;35847;seasonal
observation (like obvious taxonomical traits);Arum maculatum;CLO-PLA records from September 2005;;seasonal;0;;35847;seasonal
derivation from photos or drawings;Asarum europaeum;CLO-PLA records from September 2005;perennial;perennial;0;perennial;2429;perennial
derivation from photos or drawings;Asarum europaeum;CLO-PLA records from September 2005;perennial;perennial;0;perennial;2429;perennial
derivation from photos or drawings;Asarum europaeum;CLO-PLA records from September 2005;perennial;;0;perennial;2429;
derivation from photos or drawings;Asarum europaeum;CLO-PLA records from September 2005;perennial;;0;perennial;2429;
observation (like obvious taxonomical traits);Asarum europaeum;CLO-PLA records from September 2005;perennial;;0;perennial;2429;
observation (like obvious taxonomical traits);Asarum europaeum;CLO-PLA records from September 2005;perennial;;0;perennial;2429;
derivation from photos or drawings;Asarum europaeum;CLO-PLA records from September 2005;perennial;;0;perennial;2429;
observation (like obvious taxonomical traits);Asclepias syriaca;CLO-PLA records from September 2005;perennial & seasonal;potential;0;perennial;2546;potential
unknown;Asclepias syriaca;CLO-PLA records from September 2005;;potential;0;;2546;potential
observation (like obvious taxonomical traits);Asclepias syriaca;CLO-PLA records from September 2005;seasonal;perennial & potential;0;seasonal;2546;perennial & potential
unknown;Asclepias syriaca;CLO-PLA records from September 2005;;potential;0;;2546;potential
observation (like obvious taxonomical traits);Asparagus acutifolius;CLO-PLA records from September 2005;seasonal;perennial;0;seasonal;38769;perennial
observation (like obvious taxonomical traits);Asparagus maritimus;CLO-PLA records from September 2005;seasonal;perennial;0;seasonal;38656;perennial
derivation from photos or drawings;Asparagus officinalis;CLO-PLA records from September 2005;seasonal;perennial;0;seasonal;38660;perennial
derivation from photos or drawings;Asparagus officinalis;CLO-PLA records from September 2005;perennial;perennial;0;perennial;38660;perennial
observation (like obvious taxonomical traits);Asparagus officinalis;CLO-PLA records from September 2005;seasonal;perennial;0;seasonal;38660;perennial
observation (like obvious taxonomical traits);Asparagus tenuifolius;CLO-PLA records from September 2005;seasonal;perennial;0;seasonal;39153;perennial
derivation from photos or drawings;Asperugo procumbens;CLO-PLA records from September 2005;seasonal;;0;seasonal;12544;
derivation from photos or drawings;Asperula arvensis;CLO-PLA records from September 2005;seasonal;;0;seasonal;32387;
derivation from photos or drawings;Asperula cynanchica;CLO-PLA records from September 2005;perennial & seasonal;perennial;0;perennial;31904;perennial
derivation from photos or drawings;Asperula cynanchica;CLO-PLA records from September 2005;seasonal;perennial;0;seasonal;31904;perennial
derivation from photos or drawings;Asperula tinctoria;CLO-PLA records from September 2005;seasonal;perennial;0;seasonal;32329;perennial
derivation from photos or drawings;Asperula tinctoria;CLO-PLA records from September 2005;seasonal;perennial;0;seasonal;32329;perennial
derivation from photos or drawings;Asperula tinctoria;CLO-PLA records from September 2005;seasonal;perennial;0;seasonal;32329;perennial
derivation from photos or drawings;Asperula tinctoria;CLO-PLA records from September 2005;seasonal;perennial;0;seasonal;32329;perennial
observation (like obvious taxonomical traits);Asphodelus albus;CLO-PLA records from September 2005;perennial & seasonal;perennial;0;perennial;39161;perennial
derivation from photos or drawings;Aster alpinus;CLO-PLA records from September 2005;perennial & seasonal;perennial;0;perennial;3147;perennial
derivation from photos or drawings;Aster alpinus;CLO-PLA records from September 2005;perennial & seasonal;perennial;0;perennial;3147;perennial
observation (like obvious taxonomical traits);Aster alpinus;CLO-PLA records from September 2005;perennial & seasonal;perennial;0;perennial;3147;perennial
derivation from photos or drawings;Aster alpinus;CLO-PLA records from September 2005;perennial & seasonal;perennial;0;perennial;3147;perennial
derivation from photos or drawings;Aster amellus;CLO-PLA records from September 2005;perennial & seasonal;perennial;0;perennial;3537;perennial
derivation from photos or drawings;Aster amellus;CLO-PLA records from September 2005;seasonal;perennial;0;seasonal;3537;perennial
derivation from photos or drawings;Aster bellidiastrum;CLO-PLA records from September 2005;perennial;perennial;0;perennial;5946;perennial
derivation from photos or drawings;Aster bellidiastrum;CLO-PLA records from September 2005;perennial;perennial;0;perennial;5946;perennial
derivation from photos or drawings;Aster bellidiastrum;CLO-PLA records from September 2005;perennial;perennial;0;perennial;5946;perennial
derivation from photos or drawings;Aster bellidiastrum;CLO-PLA records from September 2005;perennial;perennial;0;perennial;5946;perennial
derivation from photos or drawings;Aster laevis;CLO-PLA records from September 2005;seasonal;seasonal;0;seasonal;5953;seasonal
derivation from photos or drawings;Aster lanceolatus;CLO-PLA records from September 2005;seasonal;seasonal;0;seasonal;5496;seasonal
observation (like obvious taxonomical traits);Aster lanceolatus;CLO-PLA records from September 2005;seasonal;seasonal;0;seasonal;5496;seasonal
derivation from photos or drawings;Aster linosyris;CLO-PLA records from September 2005;seasonal;seasonal;0;seasonal;5330;seasonal
derivation from photos or drawings;Aster linosyris;CLO-PLA records from September 2005;seasonal;seasonal;0;seasonal;5330;seasonal
derivation from photos or drawings;Aster linosyris;CLO-PLA records from September 2005;seasonal;seasonal;0;seasonal;5330;seasonal
derivation from photos or drawings;Aster novae-angliae;CLO-PLA records from September 2005;seasonal;seasonal;0;seasonal;5614;seasonal
derivation from photos or drawings;Aster novi-belgii;CLO-PLA records from September 2005;seasonal;perennial;0;seasonal;4901;perennial
derivation from photos or drawings;Aster novi-belgii;CLO-PLA records from September 2005;seasonal;seasonal;0;seasonal;4901;seasonal
derivation from photos or drawings;Aster novi-belgii;CLO-PLA records from September 2005;seasonal;seasonal;0;seasonal;4901;seasonal
derivation from photos or drawings;Aster tradescantii;CLO-PLA records from September 2005;seasonal;seasonal;0;seasonal;3673;seasonal
derivation from photos or drawings;Aster tripolium;CLO-PLA records from September 2005;seasonal;perennial;0;seasonal;3539;perennial
unknown;Aster tripolium;CLO-PLA records from September 2005;perennial & seasonal;perennial;0;perennial;3539;perennial
observation (like obvious taxonomical traits);Aster tripolium;CLO-PLA records from September 2005;perennial & seasonal;perennial;0;perennial;3539;perennial
observation (like obvious taxonomical traits);Aster tripolium;CLO-PLA records from September 2005;seasonal;;0;seasonal;3539;
observation (like obvious taxonomical traits);Aster tripolium;CLO-PLA records from September 2005;seasonal;seasonal;0;seasonal;3539;seasonal
derivation from photos or drawings;Astragalus alpinus;CLO-PLA records from September 2005;seasonal;perennial;0;seasonal;21673;perennial
observation (like obvious taxonomical traits);Astragalus alpinus;CLO-PLA records from September 2005;seasonal;perennial;0;seasonal;21673;perennial
derivation from photos or drawings;Astragalus alpinus;CLO-PLA records from September 2005;seasonal;perennial;0;seasonal;21673;perennial
derivation from photos or drawings;Astragalus arenarius;CLO-PLA records from September 2005;seasonal;perennial;0;seasonal;20420;perennial
observation (like obvious taxonomical traits);Astragalus arenarius;CLO-PLA records from September 2005;seasonal;perennial;0;seasonal;20420;perennial
observation (like obvious taxonomical traits);Astragalus asper;CLO-PLA records from September 2005;seasonal;perennial;0;seasonal;21677;perennial
derivation from photos or drawings;Astragalus australis;CLO-PLA records from September 2005;seasonal;perennial;0;seasonal;20423;perennial
observation (like obvious taxonomical traits);Astragalus australis;CLO-PLA records from September 2005;seasonal;perennial;0;seasonal;20423;perennial
derivation from photos or drawings;Astragalus austriacus;CLO-PLA records from September 2005;perennial & seasonal;;0;perennial;21192;
observation (like obvious taxonomical traits);Astragalus austriacus;CLO-PLA records from September 2005;perennial & seasonal;perennial;0;perennial;21192;perennial
derivation from photos or drawings;Astragalus cicer;CLO-PLA records from September 2005;seasonal;perennial;0;seasonal;21198;perennial
derivation from photos or drawings;Astragalus cicer;CLO-PLA records from September 2005;seasonal;perennial;0;seasonal;21198;perennial
observation (like obvious taxonomical traits);Astragalus cicer;CLO-PLA records from September 2005;seasonal;perennial;0;seasonal;21198;perennial
derivation from photos or drawings;Astragalus cicer;CLO-PLA records from September 2005;seasonal;perennial;0;seasonal;21198;perennial
