The following table was created as response to the SQL query
SELECT sbs_sbsname "SBS name", sbs_sbsnumber "SBS number", m_methodname "general method", lm_singlevalue "single value [mg]", lm_n "sample size", lm_valid "valid", ref_refname "reference", lflv_name "leaf state", lm_mean "mean LM [mg]", lm_maximum "maximum LM [mg]", lm_minimum "minimum LM [mg]", lm_median "median LM [mg]", lm_replicates "number of replicates", lm_stddev "standard deviation", lm_stderror "standard error", lm_collectiondate "collection date", lm_comment "general comment", or_origrefname "original reference" FROM (SELECT case when lm_median is not null then lm_median when lm_mean is not null then lm_mean when lm_minimum is not null and lm_maximum is not null then (lm_minimum + lm_maximum) / 2 when lm_minimum is not null then lm_minimum when lm_maximum is not null then lm_maximum else null end AS lm_singlevalue, sbs_sbsnumber, sbs_sbsname, m_methodname, lm_median, lm_mean, lm_minimum, lm_maximum, lm_n, lm_valid, ref_refname, lflv_name, lm_replicates, lm_stddev, lm_stderror, lm_collectiondate, lm_comment, or_origrefname, lm_sbsnumber FROM (SELECT sbs.sbs_sbsnumber, sbs.sbs_sbsname, m_lm.m_methodname, m_lm.lm_median, m_lm.lm_mean, m_lm.lm_minimum, m_lm.lm_maximum, m_lm.lm_n, m_lm.lm_valid, m_lm.ref_refname, m_lm.lflv_name, m_lm.lm_replicates, m_lm.lm_stddev, m_lm.lm_stderror, m_lm.lm_collectiondate, m_lm.lm_comment, m_lm.or_origrefname, m_lm.lm_sbsnumber FROM (SELECT speciesno AS sbs_sbsnumber, fullname AS sbs_sbsname FROM (SELECT fullname, speciesno, familyname, isinledalist from (select fullname, speciesno, family as familyid, isinledalist from taxon where specieslist = 60028) natural join taxonomicfamily)) sbs JOIN (SELECT r_lm.lm_sbsnumber, m.m_methodname, r_lm.lm_median, r_lm.lm_mean, r_lm.lm_minimum, r_lm.lm_maximum, r_lm.lm_n, r_lm.lm_valid, r_lm.ref_refname, r_lm.lflv_name, r_lm.lm_replicates, r_lm.lm_stddev, r_lm.lm_stderror, r_lm.lm_collectiondate, r_lm.lm_comment, r_lm.or_origrefname FROM (SELECT methodid AS m_methodid, methodname AS m_methodname FROM (select * from method_lv)) m JOIN (SELECT lm_lflv.lm_sbsnumber, lm_lflv.lm_methodid, lm_lflv.lm_median, lm_lflv.lm_mean, lm_lflv.lm_minimum, lm_lflv.lm_maximum, lm_lflv.lm_n, lm_lflv.lm_valid, r.ref_refname, lm_lflv.lflv_name, lm_lflv.lm_replicates, lm_lflv.lm_stddev, lm_lflv.lm_stderror, lm_lflv.lm_collectiondate, lm_lflv.lm_comment, lm_lflv.or_origrefname FROM (SELECT referenceid AS ref_referenceid, refname AS ref_refname FROM (select referenceid, refname, reftypeid from reference)) r LEFT JOIN (SELECT lm_orf.lm_sbsnumber, lm_orf.lm_methodid, lm_orf.lm_median, lm_orf.lm_mean, lm_orf.lm_minimum, lm_orf.lm_maximum, lm_orf.lm_n, lm_orf.lm_valid, lm_orf.lm_referenceid, lflv.lflv_name, lm_orf.lm_replicates, lm_orf.lm_stddev, lm_orf.lm_stderror, lm_orf.lm_collectiondate, lm_orf.lm_comment, lm_orf.or_origrefname FROM (SELECT lm.lm_sbsnumber, lm.lm_methodid, lm.lm_median, lm.lm_mean, lm.lm_minimum, lm.lm_maximum, lm.lm_n, lm.lm_valid, lm.lm_referenceid, lm.lm_leafformid, lm.lm_replicates, lm.lm_stddev, lm.lm_stderror, lm.lm_collectiondate, lm.lm_comment, orf.or_origrefname FROM (SELECT sbsnumber AS lm_sbsnumber, methodid AS lm_methodid, median AS lm_median, mean AS lm_mean, minimum AS lm_minimum, maximum AS lm_maximum, n AS lm_n, valid AS lm_valid, referenceid AS lm_referenceid, leafformid AS lm_leafformid, replicates AS lm_replicates, stddeviation AS lm_stddev, stderror AS lm_stderror, collectiondate AS lm_collectiondate, p_comment AS lm_comment, origreferenceid AS lm_origreferenceid FROM (SELECT sbsnumber, leafmassid, taxonid, mean, median, minimum, maximum, stderror, stddeviation, n, replicates, created_when, updated_when, collectiondate, p_comment, methodid, referenceid, origreferenceid, habitattypeid, georefid, valid, validsince, validuntil, ledaid, batchid, leafformid FROM leafmass natural join taxontosbsassignment WHERE valid IN (-2, 1))) lm FULL JOIN (SELECT origreferenceid AS or_origrefid, origrefname AS or_origrefname FROM (select referenceid as origreferenceid, refname as origrefname, reftypeid as origreftypeid from reference)) orf ON lm.lm_origreferenceid = orf.or_origrefid) lm_orf FULL JOIN (SELECT leafformid AS lflv_id, leafformname AS lflv_name FROM (select leafformid, leafformname from leafform_lv)) lflv ON lm_orf.lm_leafformid = lflv.lflv_id) lm_lflv ON r.ref_referenceid = lm_lflv.lm_referenceid) r_lm ON m.m_methodid = r_lm.lm_methodid) m_lm ON sbs.sbs_sbsnumber = m_lm.lm_sbsnumber)) ORDER BY sbs_sbsname
on Tue Apr 29 10:41:16 CEST 2008 .

SBS name;SBS number;general method;single value [mg];sample size;valid;reference;leaf state;mean LM [mg];maximum LM [mg];minimum LM [mg];median LM [mg];number of replicates;standard deviation;standard error;collection date;general comment;original reference
Aethusa cynapium;1502;actual measurement;26.26586103;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;without petiole and rachis;;26.26586103;;;2;;;1996-07-08 00:00:00.0;;
Agrimonia eupatoria;29512;actual measurement;714.0233678;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;without petiole and rachis;;714.0233678;;;2;;;1996-08-29 00:00:00.0;;
Agrimonia eupatoria;29512;actual measurement;275.0515268;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;without petiole and rachis;;275.0515268;;;2;;;1996-07-15 00:00:00.0;;
Agrimonia procera;29916;actual measurement;718.4170108;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;without petiole and rachis;;718.4170108;;;2;;;1996-09-23 00:00:00.0;;
Agrimonia procera;29916;actual measurement (following LEDA data standards);572.7;11;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;without petiole and rachis;572.62;731.25;431.78;572.7;2;;;2004-08-13 00:00:00.0;Preaggregated value obtained from single record. preaggregated value obtained from single record;
Agrimonia procera;29916;actual measurement (following LEDA data standards);574.99;10;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;without petiole and rachis;572.62;731.25;431.78;574.99;2;;;2004-08-13 00:00:00.0;preaggregated value obtained from single record;
Agrimonia procera;29916;actual measurement (following LEDA data standards);670.2;11;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;with petiole and rachis;670.2;817.5;501.79;670.2;2;;;2004-08-13 00:00:00.0;Preaggregated value obtained from single record. preaggregated value obtained from single record;
Agrimonia procera;29916;actual measurement (following LEDA data standards);673.13;10;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;with petiole and rachis;670.2;817.5;501.79;673.13;2;;;2004-08-13 00:00:00.0;preaggregated value obtained from single record;
Agropyron cristatum;40526;field experiment;.0163;1;1;Garnier, E. (1997): Specific leaf area and nitrogen concentration in annual and perennial grass species growing in ...;with petiole and rachis;.0163;;;;20;;2.1;1989-05-12 00:00:00.0;vegetative tiller;Garnier, E. (1997): Specific leaf area and nitrogen concentration in annual and perennial grass species growing in ...
Agrostemma githago;16318;laboratory/greenhouse/garden experiment;57.78;11;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;with petiole and rachis;57.78;85.16;33.59;57.78;2;;;2004-06-01 00:00:00.0;Preaggregated value obtained from single record. ;
Agrostemma githago;16318;laboratory/greenhouse/garden experiment;56.67;10;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;with petiole and rachis;57.78;85.16;33.59;56.67;2;;;2004-06-01 00:00:00.0;preaggregated value obtained from single record;
Agrostis canina;40532;actual measurement;2.830072464;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;without petiole and rachis;;2.830072464;;;2;;;1996-08-08 00:00:00.0;;
Agrostis canina;40532;actual measurement (following LEDA data standards);1.07;20;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Krüger), Correspondig address: michael.kleyer@uni-oldenburg.de;without petiole and rachis;1.09;1.95;.4;1.07;2;;;;Preaggregated value obtained from single record. ;
Agrostis capillaris;41392;actual measurement;6.195785441;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;without petiole and rachis;;6.195785441;;;2;;;1996-08-14 00:00:00.0;;
Agrostis capillaris;41392;actual measurement;10.63644737;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;without petiole and rachis;;10.63644737;;;2;;;1996-08-08 00:00:00.0;;
Agrostis capillaris;41392;actual measurement;6.63;10;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: Tonia.Heider@uni-oldenburg.de;without petiole and rachis;6.95;11.48;2.85;6.63;2;;;2003-06-04 00:00:00.0;Preaggregated value obtained from single record. rehydration (GARNIER);
Agrostis capillaris;41392;actual measurement;17.28361582;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;without petiole and rachis;;17.28361582;;;2;;;;;
Agrostis curtisii;40483;actual measurement;2.972363636;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;without petiole and rachis;;2.972363636;;;2;;;1996-08-31 00:00:00.0;;
Agrostis gigantea;40852;actual measurement (following LEDA data standards);9.71;5;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;with petiole and rachis;10.65;16.74;7.31;9.71;2;;;2004-09-08 00:00:00.0;preaggregated value obtained from single record;
Agrostis gigantea;40852;actual measurement (following LEDA data standards);10.18;6;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;with petiole and rachis;10.65;16.74;7.31;10.18;2;;;2004-09-08 00:00:00.0;Preaggregated value obtained from single record. ;
Agrostis mertensii;40856;actual measurement (following LEDA data standards);3.2;1;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;without petiole and rachis;3.2;;;;4;;;2003-08-21 00:00:00.0;The leaves of the individual was weighed together and the balance error is given as each leafs fraction of the total balance error;
Agrostis mertensii;40856;actual measurement (following LEDA data standards);1.85;1;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;with petiole and rachis;1.85;;;;2;;;2003-08-20 00:00:00.0;The leaves of the individual was weighed together and the balance error is given as each leafs fraction of the total balance error;
Agrostis mertensii;40856;actual measurement (following LEDA data standards);1.43;1;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;with petiole and rachis;1.43;;;;3;;;2003-08-30 00:00:00.0;The leaves of the individual was weighed together and the balance error is given as each leafs fraction of the total balance error;
Agrostis mertensii;40856;actual measurement (following LEDA data standards);1.8;1;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;with petiole and rachis;1.8;;;;2;;;2003-08-30 00:00:00.0;The leaves of the individual was weighed together and the balance error is given as each leafs fraction of the total balance error;
Agrostis mertensii;40856;actual measurement (following LEDA data standards);6.25;1;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;with petiole and rachis;6.25;;;;2;;;2003-08-20 00:00:00.0;The leaves of the individual was weighed together and the balance error is given as each leafs fraction of the total balance error;
Agrostis mertensii;40856;actual measurement (following LEDA data standards);1.73;1;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;without petiole and rachis;1.73;;;;3;;;2003-08-21 00:00:00.0;The leaves of the individual was weighed together and the balance error is given as each leafs fraction of the total balance error;
Agrostis mertensii;40856;actual measurement (following LEDA data standards);3.95;1;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;with petiole and rachis;3.95;;;;2;;;2003-04-09 00:00:00.0;The leaves of the individual was weighed together and the balance error is given as each leafs fraction of the total balance error;
Agrostis mertensii;40856;actual measurement (following LEDA data standards);3.45;1;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;with petiole and rachis;3.45;;;;2;;;2003-04-09 00:00:00.0;The leaves of the individual was weighed together and the balance error is given as each leafs fraction of the total balance error;
Agrostis mertensii;40856;actual measurement (following LEDA data standards);2.55;1;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;with petiole and rachis;2.55;;;;2;;;2003-04-09 00:00:00.0;The leaves of the individual was weighed together and the balance error is given as each leafs fraction of the total balance error;
Agrostis mertensii;40856;actual measurement (following LEDA data standards);4.1;1;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;with petiole and rachis;4.1;;;;2;;;2003-04-09 00:00:00.0;The leaves of the individual was weighed together and the balance error is given as each leafs fraction of the total balance error;
Agrostis mertensii;40856;actual measurement (following LEDA data standards);6.05;1;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;unknown;6.05;;;;2;;;2003-08-19 00:00:00.0;The leaves of the individual was weighed together and the balance error is given as each leafs fraction of the total balance error;
Agrostis stolonifera;40861;actual measurement;7.1;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;without petiole and rachis;;7.1;;;1;;;1997-08-08 00:00:00.0;;
Agrostis stolonifera;40861;actual measurement;17.83758117;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;without petiole and rachis;;17.83758117;;;2;;;1996-09-02 00:00:00.0;;
Agrostis stolonifera;40861;actual measurement;2.42;10;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: Tonia.Heider@uni-oldenburg.de;without petiole and rachis;3.2;10.16;1.66;2.42;2;;;2004-06-23 00:00:00.0;Preaggregated value obtained from single record. rehydration (GARNIER);
Agrostis stolonifera;40861;actual measurement;10.2754491;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;without petiole and rachis;;10.2754491;;;2;;;1996-08-16 00:00:00.0;;
Agrostis vinealis;41896;actual measurement;28.24332524;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;without petiole and rachis;;28.24332524;;;2;;;1996-08-16 00:00:00.0;;
Agrostis vinealis;41896;actual measurement (following LEDA data standards);1.39;9;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;with petiole and rachis;1.65;4.17;.74;1.39;4;;;2004-09-07 00:00:00.0;preaggregated value obtained from single record;
Agrostis vinealis;41896;actual measurement (following LEDA data standards);1.43;10;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;with petiole and rachis;1.65;4.17;.74;1.43;4;;;2004-09-07 00:00:00.0;Preaggregated value obtained from single record. ;
Aira caryophyllea;40866;actual measurement;.982010582;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;without petiole and rachis;;.982010582;;;2;;;1996-06-03 00:00:00.0;;
Aira caryophyllea;40866;actual measurement;1.072839506;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;without petiole and rachis;;1.072839506;;;2;;;1996-05-23 00:00:00.0;;
Aira caryophyllea;40866;actual measurement;1.179238754;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;without petiole and rachis;;1.179238754;;;2;;;1996-05-23 00:00:00.0;;
Aira praecox;41629;actual measurement;.388571429;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;without petiole and rachis;;.388571429;;;2;;;1996-06-03 00:00:00.0;;
Aira praecox;41629;actual measurement;.814285714;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;without petiole and rachis;;.814285714;;;2;;;1996-05-23 00:00:00.0;;
Aira praecox;41629;laboratory/greenhouse/garden experiment;1.24;10;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;with petiole and rachis;1.2;1.57;.87;1.24;2;;;2004-05-24 00:00:00.0;preaggregated value obtained from single record;
Aira praecox;41629;laboratory/greenhouse/garden experiment;1.22;11;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;with petiole and rachis;1.2;1.57;.87;1.22;2;;;2004-05-24 00:00:00.0;Preaggregated value obtained from single record. ;
Aira praecox;41629;actual measurement;.455;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;without petiole and rachis;;.455;;;2;;;1996-05-30 00:00:00.0;;
Ajuga chamaepitys;24497;actual measurement (following LEDA data standards);3.1;9;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;with petiole and rachis;3.1;4.06;2.29;3.1;2;;;2004-05-14 00:00:00.0;Preaggregated value obtained from single record. ;
Ajuga chamaepitys;24497;actual measurement (following LEDA data standards);3.03;8;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;with petiole and rachis;3.1;4.06;2.29;3.03;2;;;2004-05-14 00:00:00.0;preaggregated value obtained from single record;
Ajuga genevensis;24142;actual measurement (following LEDA data standards);17.89;10;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;with petiole and rachis;17.69;21.89;13.29;17.89;2;;;2004-05-12 00:00:00.0;Preaggregated value obtained from single record. ;
Ajuga genevensis;24142;actual measurement (following LEDA data standards);18.09;9;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;with petiole and rachis;17.69;21.89;13.29;18.09;2;;;2004-05-12 00:00:00.0;preaggregated value obtained from single record;
Ajuga pyramidalis;24144;actual measurement (following LEDA data standards);32.35;10;-2;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;with petiole and rachis;47.59;109.9;23.85;32.35;2;;;2005-06-17 00:00:00.0;preaggregated value obtained from single record;
Ajuga pyramidalis;24144;actual measurement;58.6;20;1;Eriksson, Ove(2003): Recruitment and life-history traits of sparse plant species in subalpine grasslands [81];unknown;58.6;;;;1;;;;largest fully expanded leaf;Eriksson, Ove(2003): Recruitment and life-history traits of sparse plant species in subalpine grasslands [81]
Ajuga reptans;25159;actual measurement;17.36967841;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;without petiole and rachis;;17.36967841;;;2;;;1996-06-18 00:00:00.0;;
Alcea rosea;25760;laboratory/greenhouse/garden experiment;615;3;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;with petiole and rachis;710;1090;425;615;2;;;2005-07-11 00:00:00.0;preaggregated value obtained from single record;
Alchemilla alpina;29517;actual measurement (following LEDA data standards);48.6;1;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;with petiole and rachis;48.6;;;;1;;;2003-08-20 00:00:00.0;;
Alchemilla alpina;29517;actual measurement (following LEDA data standards);30.9;1;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;with petiole and rachis;30.9;;;;1;;;2003-08-28 00:00:00.0;;
Alchemilla alpina;29517;actual measurement (following LEDA data standards);16;1;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;with petiole and rachis;16;;;;1;;;2003-08-30 00:00:00.0;;
Alchemilla alpina;29517;actual measurement (following LEDA data standards);17.6;1;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;with petiole and rachis;17.6;;;;1;;;2003-08-30 00:00:00.0;;
Alchemilla alpina;29517;actual measurement (following LEDA data standards);20.7;1;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;with petiole and rachis;20.7;;;;1;;;2003-08-30 00:00:00.0;;
Alchemilla alpina;29517;actual measurement (following LEDA data standards);21.3;1;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;with petiole and rachis;21.3;;;;1;;;2003-08-30 00:00:00.0;;
Alchemilla alpina;29517;actual measurement (following LEDA data standards);37.6;1;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;with petiole and rachis;37.6;;;;1;;;2003-02-09 00:00:00.0;;
Alchemilla alpina;29517;actual measurement (following LEDA data standards);39.1;1;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;with petiole and rachis;39.1;;;;1;;;2003-02-09 00:00:00.0;;
Alchemilla alpina;29517;actual measurement (following LEDA data standards);24.7;1;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;with petiole and rachis;24.7;;;;1;;;2003-04-09 00:00:00.0;;
Alchemilla alpina;29517;actual measurement (following LEDA data standards);34.3;1;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;with petiole and rachis;34.3;;;;1;;;2003-04-09 00:00:00.0;;
Alchemilla alpina;29517;actual measurement;4.6;20;1;Eriksson, Ove(2003): Recruitment and life-history traits of sparse plant species in subalpine grasslands [81];unknown;4.6;;;;1;;;;largest fully expanded leaf;Eriksson, Ove(2003): Recruitment and life-history traits of sparse plant species in subalpine grasslands [81]
Alchemilla alpina;29517;actual measurement (following LEDA data standards);30.4;1;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;with petiole and rachis;30.4;;;;1;;;2003-08-28 00:00:00.0;;
Alchemilla alpina;29517;actual measurement (following LEDA data standards);27.5;1;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;with petiole and rachis;27.5;;;;1;;;2003-08-20 00:00:00.0;;
Alchemilla alpina;29517;actual measurement (following LEDA data standards);20;1;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;with petiole and rachis;20;;;;1;;;2003-08-29 00:00:00.0;;
Alchemilla alpina;29517;actual measurement (following LEDA data standards);18.3;1;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;with petiole and rachis;18.3;;;;1;;;2003-08-29 00:00:00.0;;
Alchemilla alpina;29517;actual measurement (following LEDA data standards);16.9;1;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;with petiole and rachis;16.9;;;;1;;;2003-04-09 00:00:00.0;;
Alchemilla alpina;29517;actual measurement (following LEDA data standards);18.3;1;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;with petiole and rachis;18.3;;;;1;;;2003-04-09 00:00:00.0;;
Alchemilla alpina;29517;actual measurement (following LEDA data standards);40.3;1;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;with petiole and rachis;40.3;;;;1;;;2003-08-20 00:00:00.0;;
Alchemilla alpina;29517;actual measurement (following LEDA data standards);40.9;1;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;with petiole and rachis;40.9;;;;1;;;2003-08-20 00:00:00.0;;
Alchemilla alpina;29517;actual measurement;20.3;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;without petiole and rachis;;20.3;;;2;;;1996-08-02 00:00:00.0;;
Alchemilla filicaulis;30404;actual measurement;68.68956522;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;without petiole and rachis;;68.68956522;;;2;;;1996-09-09 00:00:00.0;;
Alchemilla glabra;30979;actual measurement;434.2;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;without petiole and rachis;;434.2;;;2;;;;;
Alchemilla glabra;30979;actual measurement (following LEDA data standards);22.8;1;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;with petiole and rachis;22.8;;;;1;;;2003-04-09 00:00:00.0;;
Alchemilla glabra;30979;actual measurement (following LEDA data standards);34.7;1;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;with petiole and rachis;34.7;;;;1;;;2003-02-09 00:00:00.0;;
Alchemilla glabra;30979;actual measurement (following LEDA data standards);38.4;1;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;with petiole and rachis;38.4;;;;1;;;2003-02-09 00:00:00.0;;
Alchemilla glabra;30979;actual measurement (following LEDA data standards);46.5;1;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;with petiole and rachis;46.5;;;;1;;;2003-02-09 00:00:00.0;;
