The following table was created as response to the SQL query
SELECT sbs_sbsname "SBS name", m_methodname "general method", rh_singlevalue "single value [m]", rh_n "sample size", rh_valid "record valid", ref_refname "reference", rh_maximum "maximum RH [m]", rh_mean "mean RH [m]", rh_minimum "minimum RH [m]", rh_median "median RH [m]", rh_replicates "number of replicates", rh_comment "general comment", or_origrefname "original reference" FROM (SELECT case when rh_median is not null then rh_median when rh_mean is not null then rh_mean when rh_minimum is not null and rh_maximum is not null then (rh_minimum + rh_maximum) / 2 when rh_minimum is not null then rh_minimum when rh_maximum is not null then rh_maximum else null end AS rh_singlevalue, sbs_sbsname, m_methodname, rh_median, rh_mean, rh_minimum, rh_maximum, rh_n, rh_valid, ref_refname, rh_replicates, rh_comment, or_origrefname, rh_sbsnumber FROM (SELECT sbs.sbs_sbsname, rh_m.m_methodname, rh_m.rh_median, rh_m.rh_mean, rh_m.rh_minimum, rh_m.rh_maximum, rh_m.rh_n, rh_m.rh_valid, rh_m.ref_refname, rh_m.rh_replicates, rh_m.rh_comment, rh_m.or_origrefname, rh_m.rh_sbsnumber FROM (SELECT speciesno AS sbs_sbsnumber, fullname AS sbs_sbsname FROM (SELECT fullname, speciesno, familyname, isinledalist from (select fullname, speciesno, family as familyid, isinledalist from taxon where specieslist = 60028) natural join taxonomicfamily)) sbs JOIN (SELECT r_rh.rh_sbsnumber, m.m_methodname, r_rh.rh_median, r_rh.rh_mean, r_rh.rh_minimum, r_rh.rh_maximum, r_rh.rh_n, r_rh.rh_valid, r_rh.ref_refname, r_rh.rh_replicates, r_rh.rh_comment, r_rh.or_origrefname FROM (SELECT rh_orf.rh_sbsnumber, rh_orf.rh_methodid, rh_orf.rh_median, rh_orf.rh_mean, rh_orf.rh_minimum, rh_orf.rh_maximum, rh_orf.rh_n, rh_orf.rh_valid, r.ref_refname, rh_orf.rh_replicates, rh_orf.rh_comment, rh_orf.or_origrefname FROM (SELECT referenceid AS ref_referenceid, refname AS ref_refname FROM (select referenceid, refname, reftypeid from reference)) r LEFT JOIN (SELECT rh.rh_sbsnumber, rh.rh_methodid, rh.rh_median, rh.rh_mean, rh.rh_minimum, rh.rh_maximum, rh.rh_n, rh.rh_valid, rh.rh_referenceid, rh.rh_replicates, rh.rh_comment, orf.or_origrefname FROM (SELECT sbsnumber AS rh_sbsnumber, methodid AS rh_methodid, median AS rh_median, mean AS rh_mean, minimum AS rh_minimum, maximum AS rh_maximum, n AS rh_n, valid AS rh_valid, referenceid AS rh_referenceid, replicates AS rh_replicates, p_comment AS rh_comment, origreferenceid AS rh_origreferenceid FROM (SELECT releasingheightid, sbsnumber, n, replicates, mean, minimum, maximum, median, stddeviation, stderror, collectiondate, p_comment, methodid, referenceid, supportstructuretypeid, origreferenceid, habitattypeid, georefid, valid, ledaid, batchid FROM releasingheight natural join taxontosbsassignment WHERE valid IN (-2, 1, 2, -8, 2, -8))) rh FULL JOIN (SELECT origreferenceid AS or_origrefid, origrefname AS or_origrefname FROM (select referenceid as origreferenceid, refname as origrefname, reftypeid as origreftypeid from reference)) orf ON rh.rh_origreferenceid = orf.or_origrefid) rh_orf ON r.ref_referenceid = rh_orf.rh_referenceid) r_rh LEFT JOIN (SELECT methodid AS m_methodid, methodname AS m_methodname FROM (select * from method_lv)) m ON r_rh.rh_methodid = m.m_methodid) rh_m ON sbs.sbs_sbsnumber = rh_m.rh_sbsnumber)) ORDER BY sbs_sbsname
on Fri Feb 05 09:52:56 CET 2010 .

SBS name;general method;single value [m];sample size;record valid;reference;maximum RH [m];mean RH [m];minimum RH [m];median RH [m];number of replicates;general comment;original reference
Alopecurus arundinaceus;unknown;.95;;1;BIOPOP April 2005;1.3;;.6;;;;
Alopecurus bulbosus;unknown;.4;;1;BIOPOP April 2005;.5;;.3;;;;
Alopecurus geniculatus;unknown;.275;;1;BIOPOP April 2005;.4;;.15;;;;
Alopecurus myosuroides;unknown;.325;;1;BIOPOP April 2005;.45;;.2;;;;
Alopecurus myosuroides;unknown;.5;;1;BIOPOP April 2005;.8;;.2;;;;Naylor, R. E. L. (1972): Biological flora of the British Isles: Alopecurus myosuroides Huds. [60]
Alopecurus pratensis;unknown;.65;;1;BIOPOP April 2005;1;;.3;;;;
Alopecurus pratensis;unknown;.6;;1;BIOPOP April 2005;;.6;;;;;Grime, J. P.(1981): A comparative study of germination characteristics in a local flora.
Alopecurus rendlei;unknown;.3;;1;BIOPOP April 2005;.5;;.1;;;;
Althaea hirsuta;unknown;.325;;1;BIOPOP April 2005;.5;;.15;;;;
Althaea officinalis;laboratory/greenhouse/garden experiment;.68;4;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;.85;.7;.61;.68;;(automatically preaggregated values) ;
Althaea officinalis;unknown;.9;;1;BIOPOP April 2005;1.2;;.6;;;;
Alyssum alyssoides;laboratory/greenhouse/garden experiment;.12;7;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;.15;.12;.08;.12;;(automatically preaggregated values) ;
Alyssum alyssoides;unknown;.185;;1;BIOPOP April 2005;.3;;.07;;;;
Alyssum montanum;actual measurement (following LEDA data standards);.15;25;1;BIOPOP April 2005;.15;;;;;;Luftensteiner, H. W. (1982): Untersuchungen zur Verbreitungsbiologie von Pflanzengemeinschaften an vier Standorten in Niederösterreich.
Alyssum montanum;unknown;.15;;1;BIOPOP April 2005;.2;;.1;;;;
Amaranthus albus;unknown;.3;;1;BIOPOP April 2005;.5;;.1;;;;
Amaranthus blitoides;unknown;.325;;1;BIOPOP April 2005;.5;;.15;;;;
Amaranthus caudatus;laboratory/greenhouse/garden experiment;.67;18;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;.75;.62;.37;.67;;(automatically preaggregated values) ;
Amaranthus caudatus;unknown;.75;;1;BIOPOP April 2005;1.2;;.3;;;;
Amaranthus crispus;unknown;.25;;1;BIOPOP April 2005;.4;;.1;;;;
Amaranthus deflexus;unknown;.3;;1;BIOPOP April 2005;.4;;.2;;;;
Amaranthus graecizans;unknown;.425;;1;BIOPOP April 2005;.7;;.15;;;;
Amaranthus hybridus;estimation (following LEDA data standards);.6;;1;BIOPOP April 2005;1;;.2;;;;Jäger, E.J. and Werner, K. (1995). Rothmaler Exkursionsflora von Deutschland. Gefäßpflanzen: Atlasband. Vol. 3. Jena, Fischer
Amaranthus hybridus;unknown;.6;;1;BIOPOP April 2005;1;;.2;;;;
Amaranthus lividus;estimation (following LEDA data standards);.45;;1;BIOPOP April 2005;.7;;.2;;;;Jäger, E.J. and Werner, K. (1995). Rothmaler Exkursionsflora von Deutschland. Gefäßpflanzen: Atlasband. Vol. 3. Jena, Fischer
Amaranthus retroflexus;laboratory/greenhouse/garden experiment;.78;9;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;.93;.65;.24;.78;;(automatically preaggregated values) ;
Amaranthus retroflexus;unknown;.575;;1;BIOPOP April 2005;1;;.15;;;;
Amaranthus retroflexus;laboratory/greenhouse/garden experiment;.19;10;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;.63;.28;.14;.19;;(automatically preaggregated values) ;
Amaranthus standleyanus;unknown;.45;;1;BIOPOP April 2005;.7;;.2;;;;
Ambrosia artemisiifolia;laboratory/greenhouse/garden experiment;1.49;10;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;1.8;1.54;1.42;1.49;;(automatically preaggregated values) ;
Ambrosia artemisiifolia;unknown;1;;1;BIOPOP April 2005;1.5;;.5;;;;
Ambrosia coronopifolia;unknown;.55;;1;BIOPOP April 2005;.8;;.3;;;;
Ambrosia trifida;laboratory/greenhouse/garden experiment;1.15;9;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;2.02;1.31;.75;1.15;;(automatically preaggregated values) ;
Ambrosia trifida;unknown;1.15;;1;BIOPOP April 2005;1.5;;.8;;;;
Amelanchier lamarckii;unknown;5.5;;1;BIOPOP April 2005;10;;1;;;;
Amelanchier ovalis;actual measurement (following LEDA data standards);3;25;1;BIOPOP April 2005;3;;;;;;Luftensteiner, H. W. (1982): Untersuchungen zur Verbreitungsbiologie von Pflanzengemeinschaften an vier Standorten in Niederösterreich.
Amelanchier ovalis;unknown;2;;1;BIOPOP April 2005;3;;1;;;;
Amelanchier spicata;unknown;4.5;;1;BIOPOP April 2005;8;;1;;;;
Ammi majus;laboratory/greenhouse/garden experiment;.26;1;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;.26;.26;.26;.26;;(automatically preaggregated values) ;
Ammi majus;unknown;.65;;1;BIOPOP April 2005;1;;.3;;;;
Ammophila arenaria;unknown;.8;;1;BIOPOP April 2005;1;;.6;;;;
Amorpha fruticosa;unknown;2.5;;1;BIOPOP April 2005;4;;1;;;;
Anacamptis pyramidalis;unknown;.375;;1;BIOPOP April 2005;.5;;.25;;;;
Anagallis arvensis;unknown;.175;;1;BIOPOP April 2005;.3;;.05;;;;
Anagallis arvensis;unknown;.15;;1;BIOPOP April 2005;;.15;;;;;Grime, J. P.(1981): A comparative study of germination characteristics in a local flora.
Anagallis foemina;laboratory/greenhouse/garden experiment;.11;7;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;.15;.11;.07;.11;;(automatically preaggregated values) ;
Anagallis foemina;unknown;.175;;1;BIOPOP April 2005;.3;;.05;;;;
Anagallis minima;unknown;.05;;1;BIOPOP April 2005;.08;;.02;;;;
Anagallis tenella;unknown;.12;;1;BIOPOP April 2005;.2;;.04;;;;
Anarrhinum bellidifolium;laboratory/greenhouse/garden experiment;.9;16;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;1.09;.89;.72;.9;;(automatically preaggregated values) ;
Anarrhinum bellidifolium;unknown;.475;;1;BIOPOP April 2005;.7;;.25;;;;
Anchusa arvensis;estimation (following LEDA data standards);.3;;1;BIOPOP April 2005;.4;;.2;;;;Jäger, E.J. and Werner, K. (1995). Rothmaler Exkursionsflora von Deutschland. Gefäßpflanzen: Atlasband. Vol. 3. Jena, Fischer
Anchusa azurea;laboratory/greenhouse/garden experiment;1.02;1;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;1.02;1.02;1.02;1.02;;(automatically preaggregated values) ;
Anchusa officinalis;unknown;.55;;1;BIOPOP April 2005;.8;;.3;;;;
Andromeda polifolia;unknown;.225;;1;BIOPOP April 2005;.3;;.15;;;;
Androsace chamaejasme;unknown;.055;;1;BIOPOP April 2005;.1;;.01;;;;
Androsace elongata;unknown;.05;;1;BIOPOP April 2005;.08;;.02;;;;
Androsace hausmannii;unknown;.025;;1;BIOPOP April 2005;.04;;.01;;;;
Androsace helvetica;unknown;.03;;1;BIOPOP April 2005;.05;;.01;;;;
Androsace lactea;unknown;.11;;1;BIOPOP April 2005;.2;;.02;;;;
Androsace maxima;laboratory/greenhouse/garden experiment;.05;10;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;.06;.04;.02;.05;;(automatically preaggregated values) ;
Androsace maxima;unknown;.085;;1;BIOPOP April 2005;.15;;.02;;;;
Androsace obtusifolia;unknown;.06;;1;BIOPOP April 2005;.1;;.02;;;;
Androsace septentrionalis;laboratory/greenhouse/garden experiment;.07;5;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;.55;.16;.04;.07;;(automatically preaggregated values) ;
Androsace septentrionalis;unknown;.14;;1;BIOPOP April 2005;.2;;.08;;;;
Anemone narcissifolia;unknown;.3;;1;BIOPOP April 2005;.4;;.2;;;;
Anemone nemorosa;actual measurement (following LEDA data standards);.185;;1;BIOPOP April 2005;.22;;.15;;;;Perttula, K. (1941): Untersuchungen über die generative und vegetative Vermehrung der Blütenpflanzen in der Wald-, Hainwiesen- und Hainfelsenvegetation. Annales academiae scientiarium Fennicae. Ser.A
Anemone nemorosa;actual measurement (following LEDA data standards);.205;;1;BIOPOP April 2005;.24;;.17;;;;Perttula, K. (1941): Untersuchungen über die generative und vegetative Vermehrung der Blütenpflanzen in der Wald-, Hainwiesen- und Hainfelsenvegetation. Annales academiae scientiarium Fennicae. Ser.A
Anemone nemorosa;actual measurement (following LEDA data standards);.24;;1;BIOPOP April 2005;.32;;.16;;;;Perttula, K. (1941): Untersuchungen über die generative und vegetative Vermehrung der Blütenpflanzen in der Wald-, Hainwiesen- und Hainfelsenvegetation. Annales academiae scientiarium Fennicae. Ser.A
Anemone nemorosa;actual measurement (following LEDA data standards);.26;;1;BIOPOP April 2005;.36;;.16;;;;Perttula, K. (1941): Untersuchungen über die generative und vegetative Vermehrung der Blütenpflanzen in der Wald-, Hainwiesen- und Hainfelsenvegetation. Annales academiae scientiarium Fennicae. Ser.A
Anemone nemorosa;unknown;.15;;1;BIOPOP April 2005;;.15;;;;;Grime, J. P.(1981): A comparative study of germination characteristics in a local flora.
Anemone nemorosa;unknown;.175;;1;BIOPOP April 2005;.25;;.1;;;;
Anemone nemorosa;actual measurement (following LEDA data standards);.25;;1;BIOPOP April 2005;.33;;.17;;;;Perttula, K. (1941): Untersuchungen über die generative und vegetative Vermehrung der Blütenpflanzen in der Wald-, Hainwiesen- und Hainfelsenvegetation. Annales academiae scientiarium Fennicae. Ser.A
Anemone nemorosa;actual measurement (following LEDA data standards);.24;;1;BIOPOP April 2005;.3;;.18;;;;Perttula, K. (1941): Untersuchungen über die generative und vegetative Vermehrung der Blütenpflanzen in der Wald-, Hainwiesen- und Hainfelsenvegetation. Annales academiae scientiarium Fennicae. Ser.A
Anemone ranunculoides;laboratory/greenhouse/garden experiment;.14;25;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;.19;.15;.09;.14;;(automatically preaggregated values) ;
Anemone ranunculoides;unknown;.15;;1;BIOPOP April 2005;.2;;.1;;;;
Anemone sylvestris;unknown;.25;;1;BIOPOP April 2005;.35;;.15;;;;
Anethum graveolens;laboratory/greenhouse/garden experiment;.58;9;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;1.01;.67;.37;.58;;(automatically preaggregated values) ;
Anethum graveolens;unknown;.85;;1;BIOPOP April 2005;1.2;;.5;;;;
Angelica archangelica;actual measurement;1.805;103;1;Keil, Peter(1999): Ökologie der gewässerbegleitenden Agriophyten Angelica archangelica ssp. litoralis, Bidens frondosa und Rorippa austriaca im Ruhrgebiet [321];2.73;1.805;.76;;1;;Keil, Peter(1999): Ökologie der gewässerbegleitenden Agriophyten Angelica archangelica ssp. litoralis, Bidens frondosa und Rorippa austriaca im Ruhrgebiet [321]
Angelica archangelica;unknown;1.85;;1;BIOPOP April 2005;2.5;;1.2;;;;
Angelica palustris;unknown;.75;;1;BIOPOP April 2005;1;;.5;;;;
Angelica sylvestris;actual measurement (following LEDA data standards);1.175;;1;BIOPOP April 2005;1.6;;.75;;;;Perttula, K. (1941): Untersuchungen über die generative und vegetative Vermehrung der Blütenpflanzen in der Wald-, Hainwiesen- und Hainfelsenvegetation. Annales academiae scientiarium Fennicae. Ser.A
Angelica sylvestris;actual measurement (following LEDA data standards);1.465;;1;BIOPOP April 2005;1.95;;.98;;;;Perttula, K. (1941): Untersuchungen über die generative und vegetative Vermehrung der Blütenpflanzen in der Wald-, Hainwiesen- und Hainfelsenvegetation. Annales academiae scientiarium Fennicae. Ser.A
Angelica sylvestris;actual measurement (following LEDA data standards);1.445;;1;BIOPOP April 2005;2.1;;.79;;;;Perttula, K. (1941): Untersuchungen über die generative und vegetative Vermehrung der Blütenpflanzen in der Wald-, Hainwiesen- und Hainfelsenvegetation. Annales academiae scientiarium Fennicae. Ser.A
Angelica sylvestris;unknown;1.15;;1;BIOPOP April 2005;;1.15;;;;;Grime, J. P.(1981): A comparative study of germination characteristics in a local flora.
Angelica sylvestris;unknown;1.15;;1;BIOPOP April 2005;1.5;;.8;;;;
Angelica sylvestris;actual measurement (following LEDA data standards);.97;;1;BIOPOP April 2005;1.55;;.39;;;;Perttula, K. (1941): Untersuchungen über die generative und vegetative Vermehrung der Blütenpflanzen in der Wald-, Hainwiesen- und Hainfelsenvegetation. Annales academiae scientiarium Fennicae. Ser.A
Antennaria dioica;unknown;.135;;1;BIOPOP April 2005;.2;;.07;;;;
Anthemis arvensis;laboratory/greenhouse/garden experiment;.27;10;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;.3;.27;.22;.27;;(automatically preaggregated values) ;
Anthemis arvensis;unknown;.1875;;1;BIOPOP April 2005;.3;;.075;;;;Kay, Q. O. N. (1971): Biological flora of the British Isles: Anthemis arvensis L.
Anthemis arvensis;unknown;.0975;;1;BIOPOP April 2005;.15;;.045;;;;Kay, Q. O. N. (1971): Biological flora of the British Isles: Anthemis arvensis L.
Anthemis arvensis;unknown;.325;;1;BIOPOP April 2005;.5;;.15;;;;
Anthemis austriaca;unknown;.4;;1;BIOPOP April 2005;.5;;.3;;;;
Anthemis cotula;unknown;.325;;1;BIOPOP April 2005;.5;;.15;;;;
Anthemis cotula;unknown;.32;;1;BIOPOP April 2005;.32;;;;;Value: large plant;Kay, Q. O. N. (1971): Biological flora of the British Isles: Anthemis cotula L.
Anthemis cotula;unknown;.05;;1;BIOPOP April 2005;;;.05;;;Value: small plant;Kay, Q. O. N. (1971): Biological flora of the British Isles: Anthemis cotula L.
Anthemis cotula;unknown;35;;1;BIOPOP April 2005;50;;20;;;Value: min2;Kay, Q. O. N. (1971): Biological flora of the British Isles: Anthemis cotula L.
Anthemis cotula;unknown;10;;1;BIOPOP April 2005;;;10;;;Value: min1;Kay, Q. O. N. (1971): Biological flora of the British Isles: Anthemis cotula L.
Anthemis cotula;unknown;70;;1;BIOPOP April 2005;70;;;;;Value: max2;Kay, Q. O. N. (1971): Biological flora of the British Isles: Anthemis cotula L.
Anthemis cotula;unknown;.275;;1;BIOPOP April 2005;.3;;.25;;;Value: small plant;Kay, Q. O. N. (1971): Biological flora of the British Isles: Anthemis cotula L.
Anthemis cotula;unknown;.35;;1;BIOPOP April 2005;.4;;.3;;;Value: large plant;Kay, Q. O. N. (1971): Biological flora of the British Isles: Anthemis cotula L.
Anthemis ruthenica;unknown;.375;;1;BIOPOP April 2005;.5;;.25;;;;
Anthemis tinctoria;unknown;.45;;1;BIOPOP April 2005;.6;;.3;;;;
Anthericum liliago;laboratory/greenhouse/garden experiment;.407;30;1;BIOPOP April 2005;;.407;;;;Value: trial 5;Jackel, A.-K. (1999): Strategien der Pflanzenarten einer fragmentierten Trockenrasengesellschaft.
Anthericum liliago;laboratory/greenhouse/garden experiment;.332;30;1;BIOPOP April 2005;;.332;;;;Value: trial 1;Jackel, A.-K. (1999): Strategien der Pflanzenarten einer fragmentierten Trockenrasengesellschaft.
Anthericum liliago;unknown;.5;;1;BIOPOP April 2005;.7;;.3;;;;
Anthericum liliago;unknown;.45;;1;BIOPOP April 2005;.6;;.3;;;;
Anthericum liliago;laboratory/greenhouse/garden experiment;.378;30;1;BIOPOP April 2005;;.378;;;;Value: trial 2;Jackel, A.-K. (1999): Strategien der Pflanzenarten einer fragmentierten Trockenrasengesellschaft.
Anthericum liliago;laboratory/greenhouse/garden experiment;.371;30;1;BIOPOP April 2005;;.371;;;;Value: trial 3;Jackel, A.-K. (1999): Strategien der Pflanzenarten einer fragmentierten Trockenrasengesellschaft.
Anthericum liliago;laboratory/greenhouse/garden experiment;.43;30;1;BIOPOP April 2005;;.43;;;;Value: trial 4;Jackel, A.-K. (1999): Strategien der Pflanzenarten einer fragmentierten Trockenrasengesellschaft.
Anthericum ramosum;actual measurement (following LEDA data standards);.85;25;1;BIOPOP April 2005;.85;;;;;;Luftensteiner, H. W. (1982): Untersuchungen zur Verbreitungsbiologie von Pflanzengemeinschaften an vier Standorten in Niederösterreich.
Anthericum ramosum;unknown;.55;;1;BIOPOP April 2005;.8;;.3;;;;
Anthoxanthum alpinum;actual measurement (following LEDA data standards);.255;4;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;.27;.237;.168;.255;;(automatically preaggregated values) ;
Anthoxanthum alpinum;unknown;.15;;1;BIOPOP April 2005;.2;;.1;;;;Haeupler, H. (2000): Bildatlas der Farn- und Blütenpflanzen Deutschlands
Anthoxanthum alpinum;unknown;.4;;1;BIOPOP April 2005;.4;;;;;Value: large plant;Haeupler, H. (2000): Bildatlas der Farn- und Blütenpflanzen Deutschlands
Anthoxanthum alpinum;actual measurement (following LEDA data standards);.19;9;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;.255;.204;.155;.19;;(automatically preaggregated values) ;
Anthoxanthum aristatum;laboratory/greenhouse/garden experiment;.23;10;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;.32;.22;.09;.23;;(automatically preaggregated values) ;
Anthoxanthum aristatum;laboratory/greenhouse/garden experiment;.25;22;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;.3;.25;.2;.25;;(automatically preaggregated values) ;
Anthoxanthum aristatum;unknown;.175;;1;BIOPOP April 2005;.3;;.05;;;;
Anthoxanthum odoratum;estimation (following LEDA data standards);.3;;1;BIOPOP April 2005;.45;;.15;;;;Jäger, E.J. and Werner, K. (1995). Rothmaler Exkursionsflora von Deutschland. Gefäßpflanzen: Atlasband. Vol. 3. Jena, Fischer
Anthoxanthum odoratum;actual measurement (following LEDA data standards);.495;;1;BIOPOP April 2005;.65;;.34;;;;Perttula, K. (1941): Untersuchungen über die generative und vegetative Vermehrung der Blütenpflanzen in der Wald-, Hainwiesen- und Hainfelsenvegetation. Annales academiae scientiarium Fennicae. Ser.A
Anthoxanthum odoratum;actual measurement (following LEDA data standards);.47;;1;BIOPOP April 2005;.64;;.3;;;;Perttula, K. (1941): Untersuchungen über die generative und vegetative Vermehrung der Blütenpflanzen in der Wald-, Hainwiesen- und Hainfelsenvegetation. Annales academiae scientiarium Fennicae. Ser.A
Anthoxanthum odoratum;actual measurement (following LEDA data standards);.495;;1;BIOPOP April 2005;.72;;.27;;;;Perttula, K. (1941): Untersuchungen über die generative und vegetative Vermehrung der Blütenpflanzen in der Wald-, Hainwiesen- und Hainfelsenvegetation. Annales academiae scientiarium Fennicae. Ser.A
Anthoxanthum odoratum;unknown;.3;;1;BIOPOP April 2005;.45;;.15;;;;
Anthoxanthum odoratum;actual measurement (following LEDA data standards);.545;;1;BIOPOP April 2005;.74;;.35;;;;Perttula, K. (1941): Untersuchungen über die generative und vegetative Vermehrung der Blütenpflanzen in der Wald-, Hainwiesen- und Hainfelsenvegetation. Annales academiae scientiarium Fennicae. Ser.A
Anthriscus caucalis;laboratory/greenhouse/garden experiment;.37;15;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;.59;.39;.22;.37;;(automatically preaggregated values) ;
Anthriscus caucalis;unknown;.475;;1;BIOPOP April 2005;.8;;.15;;;;
Anthriscus cerefolium;laboratory/greenhouse/garden experiment;.41;24;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;.56;.42;.29;.41;;(automatically preaggregated values) ;
Anthriscus cerefolium;unknown;.45;;1;BIOPOP April 2005;.7;;.2;;;;
Anthriscus sylvestris;actual measurement (following LEDA data standards);1.02;;1;BIOPOP April 2005;1.3;;.74;;;;Perttula, K. (1941): Untersuchungen über die generative und vegetative Vermehrung der Blütenpflanzen in der Wald-, Hainwiesen- und Hainfelsenvegetation. Annales academiae scientiarium Fennicae. Ser.A
Anthriscus sylvestris;unknown;.8;;1;BIOPOP April 2005;;.8;;;;;Grime, J. P.(1981): A comparative study of germination characteristics in a local flora.
Anthriscus sylvestris;unknown;1.05;;1;BIOPOP April 2005;1.5;;.6;;;;
Anthriscus sylvestris;actual measurement (following LEDA data standards);1;;1;BIOPOP April 2005;1.24;;.76;;;;Perttula, K. (1941): Untersuchungen über die generative und vegetative Vermehrung der Blütenpflanzen in der Wald-, Hainwiesen- und Hainfelsenvegetation. Annales academiae scientiarium Fennicae. Ser.A
Anthriscus sylvestris;actual measurement (following LEDA data standards);1.005;;1;BIOPOP April 2005;1.26;;.75;;;;Perttula, K. (1941): Untersuchungen über die generative und vegetative Vermehrung der Blütenpflanzen in der Wald-, Hainwiesen- und Hainfelsenvegetation. Annales academiae scientiarium Fennicae. Ser.A
Anthriscus sylvestris;actual measurement (following LEDA data standards);1.19;;1;BIOPOP April 2005;1.58;;.8;;;;Perttula, K. (1941): Untersuchungen über die generative und vegetative Vermehrung der Blütenpflanzen in der Wald-, Hainwiesen- und Hainfelsenvegetation. Annales academiae scientiarium Fennicae. Ser.A
Anthyllis vulneraria;actual measurement (following LEDA data standards);.3;25;1;BIOPOP April 2005;.3;;;;;;Luftensteiner, H. W. (1982): Untersuchungen zur Verbreitungsbiologie von Pflanzengemeinschaften an vier Standorten in Niederösterreich.
Anthyllis vulneraria;unknown;.225;;1;BIOPOP April 2005;.3;;.15;;;;
Anthyllis vulneraria;unknown;.15;;1;BIOPOP April 2005;;.15;;;;;Grime, J. P.(1981): A comparative study of germination characteristics in a local flora.
Antirrhinum majus;unknown;.5;;1;BIOPOP April 2005;.7;;.3;;;;
Apera interrupta;laboratory/greenhouse/garden experiment;.23;9;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;.45;.25;.15;.23;;(automatically preaggregated values) ;
Apera interrupta;unknown;.3;;1;BIOPOP April 2005;.4;;.2;;;;
Apera spica-venti;unknown;.65;;1;BIOPOP April 2005;1;;.3;;;;
Aphanes arvensis;unknown;.125;;1;BIOPOP April 2005;.2;;.05;;;;
Aphanes arvensis;unknown;.1;;1;BIOPOP April 2005;;.1;;;;;Grime, J. P.(1981): A comparative study of germination characteristics in a local flora.
Aphanes inexspectata;laboratory/greenhouse/garden experiment;.04;20;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;.09;.05;.02;.04;;(automatically preaggregated values) ;
Aphanes inexspectata;unknown;.09;;1;BIOPOP April 2005;.15;;.03;;;;
Apium graveolens;unknown;.65;;1;BIOPOP April 2005;1;;.3;;;;
Aposeris foetida;unknown;.15;;1;BIOPOP April 2005;.25;;.05;;;;
Aquilegia atrata;unknown;.5;;1;BIOPOP April 2005;.7;;.3;;;;
Aquilegia einseleana;unknown;.275;;1;BIOPOP April 2005;.4;;.15;;;;
