The following table was created as response to the SQL query
SELECT sbs_sbsnumber "SBS number", m_methodname "general method", sbs_sbsname "SBS name", ld_category "leaf distribution ", ld_valid "valid", ref_refname "reference", or_origrefname "original reference" FROM (SELECT ld_m.ld_category, sbs.sbs_sbsnumber, ld_m.m_methodname, sbs.sbs_sbsname, ld_m.ld_valid, ld_m.ref_refname, ld_m.or_origrefname, ld_m.ld_sbsnumber FROM (SELECT speciesno AS sbs_sbsnumber, fullname AS sbs_sbsname FROM (SELECT fullname, speciesno, familyname, isinledalist from (select fullname, speciesno, family as familyid, isinledalist from taxon where specieslist = 60028) natural join taxonomicfamily)) sbs JOIN (SELECT r_ld.ld_sbsnumber, r_ld.ld_category, m.m_methodname, r_ld.ld_valid, r_ld.ref_refname, r_ld.or_origrefname FROM (SELECT ld_orf.ld_sbsnumber, ld_orf.ld_category, ld_orf.ld_methodid, ld_orf.ld_valid, r.ref_refname, ld_orf.or_origrefname FROM (SELECT referenceid AS ref_referenceid, refname AS ref_refname FROM (select referenceid, refname, reftypeid from reference)) r LEFT JOIN (SELECT ld.ld_sbsnumber, ld.ld_category, ld.ld_methodid, ld.ld_valid, ld.ld_referenceid, orf.or_origrefname FROM (SELECT sbsnumber AS ld_sbsnumber, leafdistributionname AS ld_category, methodid AS ld_methodid, valid AS ld_valid, referenceid AS ld_referenceid, origreferenceid AS ld_origreferenceid FROM (select leafdistributionid, sbsnumber, taxonid, georefid, habitattypeid, referenceid, origreferenceid, batchid, methodid, collectiondate, p_comment, leafdistributionnameid, created_when, updated_when, valid, validsince, validuntil, ledaid, leafdistributionname
from
(select leafdistributionid, sbsnumber, taxonid, georefid, habitattypeid, referenceid, origreferenceid, batchid, methodid, collectiondate, p_comment, leafdistributionnameid, created_when, updated_when, valid, validsince, validuntil, ledaid from leafdistribution natural join taxontosbsassignment)
natural join
leafdistributionname_lv WHERE valid IN (-2, 1))) ld FULL JOIN (SELECT origreferenceid AS or_origrefid, origrefname AS or_origrefname FROM (select referenceid as origreferenceid, refname as origrefname, reftypeid as origreftypeid from reference)) orf ON ld.ld_origreferenceid = orf.or_origrefid) ld_orf ON r.ref_referenceid = ld_orf.ld_referenceid) r_ld LEFT JOIN (SELECT methodid AS m_methodid, methodname AS m_methodname FROM (select * from method_lv)) m ON r_ld.ld_methodid = m.m_methodid) ld_m ON sbs.sbs_sbsnumber = ld_m.ld_sbsnumber)
on Mon Apr 26 11:03:40 CEST 2010 .

SBS number;general method;SBS name;leaf distribution ;valid;reference;original reference
3597;observation (like obvious taxonomical traits);Centaurea scabiosa;leaves distributed regularly along the stem ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
3665;observation (like obvious taxonomical traits);Arnica montana;semi-rosette ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
3666;observation (like obvious taxonomical traits);Arnoseris minima;rosette / tufted plant above ground, above ground in water or on water surface ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
3710;observation (like obvious taxonomical traits);Crepis vesicaria;semi-rosette ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
3754;observation (like obvious taxonomical traits);Centaurea nigra;leaves distributed regularly along the stem ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
3937;observation (like obvious taxonomical traits);Centaurea microptilon;leaves distributed regularly along the stem ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
3965;observation (like obvious taxonomical traits);Centaurea debeauxii;leaves distributed regularly along the stem ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
4017;observation (like obvious taxonomical traits);Antennaria carpatica;semi-rosette ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
4060;observation (like obvious taxonomical traits);Crepis setosa;semi-rosette ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
4230;observation (like obvious taxonomical traits);Crepis biennis;semi-rosette ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
43550;observation (like obvious taxonomical traits);Melica uniflora;semi-rosette ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
43577;observation (like obvious taxonomical traits);Phalaris brachystachys;leaves distributed regularly along the stem ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
43857;observation (like obvious taxonomical traits);Zannichellia palustris;leaves distributed regularly along the stem ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
43869;observation (like obvious taxonomical traits);Ruppia maritima;leaves distributed regularly along the stem ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
43879;observation (like obvious taxonomical traits);Zostera marina;rosette / tufted plant above ground, above ground in water or on water surface ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
43880;observation (like obvious taxonomical traits);Zostera noltii;rosette / tufted plant above ground, above ground in water or on water surface ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
43915;observation (like obvious taxonomical traits);Ruppia cirrhosa;leaves distributed regularly along the stem ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
44469;observation (like obvious taxonomical traits);Asplenium trichomanes-ramosum;rosette / tufted plant above ground, above ground in water or on water surface ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
44473;observation (like obvious taxonomical traits);Asplenium foreziense;rosette / tufted plant above ground, above ground in water or on water surface ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
44479;observation (like obvious taxonomical traits);Asplenium ruta-muraria s. dolomiticum;rosette / tufted plant above ground, above ground in water or on water surface ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
44510;observation (like obvious taxonomical traits);Cystopteris alpina;rosette / tufted plant above ground, above ground in water or on water surface ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
44528;observation (like obvious taxonomical traits);Dryopteris affinis;rosette / tufted plant above ground, above ground in water or on water surface ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
44536;observation (like obvious taxonomical traits);Dryopteris oreades;rosette / tufted plant above ground, above ground in water or on water surface ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
44546;observation (like obvious taxonomical traits);Dryopteris expansa;rosette / tufted plant above ground, above ground in water or on water surface ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
44547;observation (like obvious taxonomical traits);Dryopteris remota;rosette / tufted plant above ground, above ground in water or on water surface ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
44562;observation (like obvious taxonomical traits);Salvinia molesta;leaves distributed regularly along the stem ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
44564;observation (like obvious taxonomical traits);Azolla mexicana;leaves distributed regularly along the stem ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
1518;observation (like obvious taxonomical traits);Angelica palustris;semi-rosette ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
1519;observation (like obvious taxonomical traits);Angelica sylvestris;semi-rosette ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
1526;observation (like obvious taxonomical traits);Anthriscus cerefolium;semi-rosette ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
1916;observation (like obvious taxonomical traits);Anthriscus sylvestris;semi-rosette ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
1975;observation (like obvious taxonomical traits);Anthriscus caucalis;semi-rosette ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
2007;observation (like obvious taxonomical traits);Aegopodium podagraria;semi-rosette ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
216;observation (like obvious taxonomical traits);Isoetes echinospora;rosette / tufted plant above ground, above ground in water or on water surface ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
229;observation (like obvious taxonomical traits);Isoetes lacustris;rosette / tufted plant above ground, above ground in water or on water surface ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
231;observation (like obvious taxonomical traits);Isoetes setacea;rosette / tufted plant above ground, above ground in water or on water surface ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
283;observation (like obvious taxonomical traits);Ophioglossum vulgatum;rosette / tufted plant above ground, above ground in water or on water surface ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
299;observation (like obvious taxonomical traits);Thelypteris palustris;rosette / tufted plant above ground, above ground in water or on water surface ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
326;observation (like obvious taxonomical traits);Polystichum lonchitis;rosette / tufted plant above ground, above ground in water or on water surface ;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
