The following table was created as response to the SQL query
SELECT sbs_sbsnumber "SBS number", sbs_sbsname "SBS name", m_methodname "general method", dia_name "diaspore type", diglv_genname "gen. diaspore type", ref_refname "reference", seslv_name "seed structure", seglv_name "gen. seed structure", mdu_ishooked "seed structure hooked", mdu_valid "valid", or_origrefname "original reference", mdu_comment "general comment" FROM (SELECT mdu_m.mdu_ishooked, sbs.sbs_sbsnumber, sbs.sbs_sbsname, mdu_m.m_methodname, mdu_m.dia_name, mdu_m.diglv_genname, mdu_m.ref_refname, mdu_m.seslv_name, mdu_m.seglv_name, mdu_m.mdu_valid, mdu_m.or_origrefname, mdu_m.mdu_comment, mdu_m.mdu_sbsnumber FROM (SELECT speciesno AS sbs_sbsnumber, fullname AS sbs_sbsname FROM (SELECT fullname, speciesno, familyname, isinledalist from (select fullname, speciesno, family as familyid, isinledalist from taxon where specieslist = 60028) natural join taxonomicfamily)) sbs JOIN (SELECT mdu_dialv.mdu_sbsnumber, mdu_dialv.mdu_ishooked, m.m_methodname, mdu_dialv.dia_name, mdu_dialv.diglv_genname, mdu_dialv.ref_refname, mdu_dialv.seslv_name, mdu_dialv.seglv_name, mdu_dialv.mdu_valid, mdu_dialv.or_origrefname, mdu_dialv.mdu_comment FROM (SELECT mdu_diglv.mdu_sbsnumber, mdu_diglv.mdu_ishooked, mdu_diglv.mdu_methodid, dialv.dia_name, mdu_diglv.diglv_genname, mdu_diglv.ref_refname, mdu_diglv.seslv_name, mdu_diglv.seglv_name, mdu_diglv.mdu_valid, mdu_diglv.or_origrefname, mdu_diglv.mdu_comment FROM (SELECT r_mdu.mdu_sbsnumber, r_mdu.mdu_ishooked, r_mdu.mdu_methodid, r_mdu.mdu_diasporemorphid, diglv.diglv_genname, r_mdu.ref_refname, r_mdu.seslv_name, r_mdu.seglv_name, r_mdu.mdu_valid, r_mdu.or_origrefname, r_mdu.mdu_comment FROM (SELECT mdu_seslv.mdu_sbsnumber, mdu_seslv.mdu_ishooked, mdu_seslv.mdu_methodid, mdu_seslv.mdu_diasporemorphid, mdu_seslv.mdu_gendiamorphid, r.ref_refname, mdu_seslv.seslv_name, mdu_seslv.seglv_name, mdu_seslv.mdu_valid, mdu_seslv.or_origrefname, mdu_seslv.mdu_comment FROM (SELECT referenceid AS ref_referenceid, refname AS ref_refname FROM (select referenceid, refname, reftypeid from reference)) r LEFT JOIN (SELECT mdu_seglv.mdu_sbsnumber, mdu_seglv.mdu_ishooked, mdu_seglv.mdu_methodid, mdu_seglv.mdu_diasporemorphid, mdu_seglv.mdu_gendiamorphid, mdu_seglv.mdu_referenceid, seslv.seslv_name, mdu_seglv.seglv_name, mdu_seglv.mdu_valid, mdu_seglv.or_origrefname, mdu_seglv.mdu_comment FROM (SELECT mdu_orf.mdu_sbsnumber, mdu_orf.mdu_ishooked, mdu_orf.mdu_methodid, mdu_orf.mdu_diasporemorphid, mdu_orf.mdu_gendiamorphid, mdu_orf.mdu_referenceid, mdu_orf.mdu_seedstructureid, seglv.seglv_name, mdu_orf.mdu_valid, mdu_orf.or_origrefname, mdu_orf.mdu_comment FROM (SELECT mdu.mdu_sbsnumber, mdu.mdu_ishooked, mdu.mdu_methodid, mdu.mdu_diasporemorphid, mdu.mdu_gendiamorphid, mdu.mdu_referenceid, mdu.mdu_seedstructureid, mdu.mdu_genseedstructureid, mdu.mdu_valid, orf.or_origrefname, mdu.mdu_comment FROM (SELECT sbsnumber AS mdu_sbsnumber, ishooked AS mdu_ishooked, methodid AS mdu_methodid, diasporemorphologyid AS mdu_diasporemorphid, gendiasporemorphologyid AS mdu_gendiamorphid, referenceid AS mdu_referenceid, seedstructureid AS mdu_seedstructureid, genseedstructureid AS mdu_genseedstructureid, valid AS mdu_valid, origreferenceid AS mdu_origreferenceid, p_comment AS mdu_comment FROM (SELECT sbsnumber, taxonid, referenceid, origreferenceid, batchid, methodid, p_comment, seedstructureid, seedstructureid - MOD(seedstructureid,10) AS genseedstructureid, ishooked as ishookedid,
CASE ishooked WHEN 0 THEN 'not hooked' WHEN 1 THEN 'hooked' ELSE 'unknown' END AS ishooked, diasporemorphologyid, diasporemorphologyid - MOD(diasporemorphologyid,10) AS gendiasporemorphologyid, 
created_when, updated_when, valid, validsince, validuntil, ledaid, morphologyofdispersalunitid FROM MORPHOLOGYOFDISPERSALUNIT NATURAL JOIN TAXONTOSBSASSIGNMENT WHERE valid IN (-1, 0))) mdu FULL JOIN (SELECT origreferenceid AS or_origrefid, origrefname AS or_origrefname FROM (select referenceid as origreferenceid, refname as origrefname, reftypeid as origreftypeid from reference)) orf ON mdu.mdu_origreferenceid = orf.or_origrefid) mdu_orf FULL JOIN (SELECT seedstructureid AS seglv_id, genseedstructurename AS seglv_name FROM (select a.seedstructureid, b.seedstructurecode as genseedstructurecode, b.seedstructurename as genseedstructurename from seedstructure_lv a join seedstructure_lv b on b.seedstructureid = a.seedstructureid - MOD(a.seedstructureid,10)
)) seglv ON mdu_orf.mdu_genseedstructureid = seglv.seglv_id) mdu_seglv FULL JOIN (SELECT seedstructureid AS seslv_id, seedstructurename AS seslv_name FROM (select seedstructureid, seedstructurecode, seedstructurename from seedstructure_lv)) seslv ON mdu_seglv.mdu_seedstructureid = seslv.seslv_id) mdu_seslv ON r.ref_referenceid = mdu_seslv.mdu_referenceid) r_mdu LEFT JOIN (SELECT diasporemorphologyid AS diglv_genid, diasporemorphologyname AS diglv_genname FROM (select diasporemorphologyid, diasporemorphologycode, diasporemorphologyname from diasporemorphology_lv)) diglv ON r_mdu.mdu_gendiamorphid = diglv.diglv_genid) mdu_diglv LEFT JOIN (SELECT diasporemorphologyid AS dia_id, diasporemorphologyname AS dia_name FROM (select diasporemorphologyid, diasporemorphologycode, diasporemorphologyname from diasporemorphology_lv)) dialv ON mdu_diglv.mdu_diasporemorphid = dialv.dia_id) mdu_dialv LEFT JOIN (SELECT methodid AS m_methodid, methodname AS m_methodname FROM (select * from method_lv)) m ON mdu_dialv.mdu_methodid = m.m_methodid) mdu_m ON sbs.sbs_sbsnumber = mdu_m.mdu_sbsnumber)
on Mon Jul 14 15:48:35 CEST 2008 .

SBS number;SBS name;general method;diaspore type;gen. diaspore type;reference;seed structure;gen. seed structure;seed structure hooked;valid;original reference;general comment
14611;Rapistrum perenne;derivation from photos or drawings;one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;No appendages, smooth surface;No appendages;unknown;0;;Diaspore type: Type 2: seeds?!
14601;Myagrum perfoliatum;derivation from photos or drawings;one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;No appendages, smooth surface;No appendages;unknown;0;;null
14562;Lepidium densiflorum;derivation from photos or drawings;one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg , Chair of Botany, DE (Jackel), E-Mail: auc.jackel@t-online.de;No appendages, smooth surface;No appendages;unknown;0;;null
14530;Hornungia petraea;derivation from photos or drawings;one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;No appendages, smooth surface;No appendages;unknown;0;;null
15974;Stellaria longifolia;derivation from photos or drawings;one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;No appendages, smooth surface;No appendages;unknown;0;;null
14239;Cardamine amara;derivation from photos or drawings;one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Rüther) (carsten.ruether@biologie.uni-regensburg.de);No appendages, smooth surface;No appendages;unknown;0;;null
14224;Bunias erucago;derivation from photos or drawings;one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Rüther) (carsten.ruether@biologie.uni-regensburg.de);No appendages, smooth surface;No appendages;unknown;0;; Seed structure: but husks with flat appendages
14206;Brassica napus;derivation from photos or drawings;one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Rüther) (carsten.ruether@biologie.uni-regensburg.de);No appendages, smooth surface;No appendages;unknown;0;;null
14188;Draba hoppeana;derivation from photos or drawings;one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Rüther) (carsten.ruether@biologie.uni-regensburg.de);No appendages, smooth surface;No appendages;unknown;0;;null
14170;Draba aizoides;derivation from photos or drawings;one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Rüther) (carsten.ruether@biologie.uni-regensburg.de);No appendages, smooth surface;No appendages;unknown;0;;null
14168;Diplotaxis viminea;derivation from photos or drawings;one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Tackenberg) (oliver.tackenberg@biologie.uni-regensburg.de);No appendages, smooth surface;No appendages;unknown;0;;null
14129;Cardamine trifolia;derivation from photos or drawings;one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;No appendages, smooth surface;No appendages;unknown;0;;null
14120;Erysimum sylvestre;derivation from photos or drawings;one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;No appendages, smooth surface;No appendages;unknown;0;;null
14066;Draba nemorosa;derivation from photos or drawings;one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Rüther) (carsten.ruether@biologie.uni-regensburg.de);No appendages, smooth surface;No appendages;unknown;0;;null
14065;Draba muralis;derivation from photos or drawings;one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Rüther) (carsten.ruether@biologie.uni-regensburg.de);No appendages, smooth surface;No appendages;unknown;0;;null
14468;Diplotaxis tenuifolia;derivation from photos or drawings;one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Tackenberg) (oliver.tackenberg@biologie.uni-regensburg.de);No appendages, smooth surface;No appendages;unknown;0;;null
14432;Cardamine enneaphyllos;derivation from photos or drawings;one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg , Chair of Botany, DE (Jackel), E-Mail: auc.jackel@t-online.de;No appendages, smooth surface;No appendages;unknown;0;; Seed structure: mucilage when wet
14430;Cardamine bulbifera;derivation from photos or drawings;one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg , Chair of Botany, DE (Jackel), E-Mail: auc.jackel@t-online.de;No appendages, smooth surface;No appendages;unknown;0;; Seed structure: mucilage when wet
14415;Bunias orientalis;derivation from photos or drawings;one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Rüther) (carsten.ruether@biologie.uni-regensburg.de);No appendages, smooth surface;No appendages;unknown;0;; Seed structure: but husks with flat appendages
14292;Berteroa incana;derivation from photos or drawings;one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg , Chair of Botany, DE (Jackel), E-Mail: auc.jackel@t-online.de;No appendages, smooth surface;No appendages;unknown;0;;null
14275;Arabis serpillifolia;derivation from photos or drawings;one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;No appendages, smooth surface;No appendages;unknown;0;;null
14251;Cardamine pentaphyllos;derivation from photos or drawings;one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;No appendages, smooth surface;No appendages;unknown;0;; Seed structure: mucilage when wet
14009;Hesperis sylvestris;derivation from photos or drawings;one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Rüther) (carsten.ruether@biologie.uni-regensburg.de);No appendages, smooth surface;No appendages;unknown;0;;null
14004;Hesperis matronalis;derivation from photos or drawings;one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Rüther) (carsten.ruether@biologie.uni-regensburg.de);No appendages, smooth surface;No appendages;unknown;0;;null
13679;Erysimum crepidifolium;derivation from photos or drawings;one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;No appendages, smooth surface;No appendages;unknown;0;;null
13634;Diplotaxis muralis;derivation from photos or drawings;one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Tackenberg) (oliver.tackenberg@biologie.uni-regensburg.de);No appendages, smooth surface;No appendages;unknown;0;;null
13624;Conringia orientalis;derivation from photos or drawings;one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Rüther) (carsten.ruether@biologie.uni-regensburg.de);No appendages, smooth surface;No appendages;unknown;0;;null
13583;Hesperis tristis;derivation from photos or drawings;one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Rüther) (carsten.ruether@biologie.uni-regensburg.de);No appendages, smooth surface;No appendages;unknown;0;;null
13505;Lepidium sativum;derivation from photos or drawings;one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg , Chair of Botany, DE (Jackel), E-Mail: auc.jackel@t-online.de;No appendages, smooth surface;No appendages;unknown;0;;null
13501;Lepidium latifolium;derivation from photos or drawings;one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;No appendages, smooth surface;No appendages;unknown;0;;null
13498;Lepidium graminifolium;derivation from photos or drawings;one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg , Chair of Botany, DE (Jackel), E-Mail: auc.jackel@t-online.de;No appendages, smooth surface;No appendages;unknown;0;;null
13450;Sinapis alba;derivation from photos or drawings;one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;No appendages, smooth surface;No appendages;unknown;0;; Seed structure: mucilage when wet
13400;Armoracia rusticana;derivation from photos or drawings;one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Tackenberg) (oliver.tackenberg@biologie.uni-regensburg.de);No appendages, smooth surface;No appendages;unknown;0;;null
13394;Hymenolobus procumbens;derivation from photos or drawings;one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;No appendages, smooth surface;No appendages;unknown;0;;null
13349;Arabis glabra;derivation from photos or drawings;one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;No appendages, smooth surface;No appendages;unknown;0;;null
13313;Cardaria draba;derivation from photos or drawings;one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Tackenberg) (oliver.tackenberg@biologie.uni-regensburg.de);No appendages, smooth surface;No appendages;unknown;0;;null
13298;Cardamine impatiens;derivation from photos or drawings;one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Tackenberg) (oliver.tackenberg@biologie.uni-regensburg.de);No appendages, smooth surface;No appendages;unknown;0;;null
13295;Cardamine glanduligera;derivation from photos or drawings;one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Rüther) (carsten.ruether@biologie.uni-regensburg.de);No appendages, smooth surface;No appendages;unknown;0;; Seed structure: mucilage when wet
13255;Erysimum odoratum;derivation from photos or drawings;one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;No appendages, smooth surface;No appendages;unknown;0;;null
13240;Erucastrum gallicum;derivation from photos or drawings;one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;No appendages, smooth surface;No appendages;unknown;0;;null
13221;Draba glabella;derivation from photos or drawings;one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Rüther) (carsten.ruether@biologie.uni-regensburg.de);No appendages, smooth surface;No appendages;unknown;0;;null
13209;Diplotaxis erucoides;derivation from photos or drawings;one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Tackenberg) (oliver.tackenberg@biologie.uni-regensburg.de);No appendages, smooth surface;No appendages;unknown;0;;null
13199;Conringia austriaca;derivation from photos or drawings;one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Rüther) (carsten.ruether@biologie.uni-regensburg.de);No appendages, smooth surface;No appendages;unknown;0;;null
13041;Sisymbrium officinale;derivation from photos or drawings;one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;No appendages, smooth surface;No appendages;unknown;0;; Seed structure: slightly mucilage when wet
13034;Sisymbrium altissimum;derivation from photos or drawings;one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg , Chair of Botany, DE (Jackel), E-Mail: auc.jackel@t-online.de;No appendages, smooth surface;No appendages;unknown;0;;null
12957;Calepina irregularis;derivation from photos or drawings;one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;No appendages, smooth surface;No appendages;unknown;0;;null
12848;Capsella bursa-pastoris;derivation from photos or drawings;one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;No appendages, smooth surface;No appendages;unknown;0;;null
12812;Erysimum diffusum;derivation from photos or drawings;one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;No appendages, smooth surface;No appendages;unknown;0;;null
12804;Erucastrum nasturtiifolium;derivation from photos or drawings;one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;No appendages, smooth surface;No appendages;unknown;0;;null
12712;Sisymbrium volgense;derivation from photos or drawings;one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Rüther) (carsten.ruether@biologie.uni-regensburg.de);No appendages, smooth surface;No appendages;unknown;0;;null
12711;Sisymbrium supinum;derivation from photos or drawings;one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Rüther) (carsten.ruether@biologie.uni-regensburg.de);No appendages, smooth surface;No appendages;unknown;0;; Seed structure: slightly mucilage when wet
12652;Arabidopsis thaliana;derivation from photos or drawings;one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg , Chair of Botany, DE (Jackel), E-Mail: auc.jackel@t-online.de;No appendages, smooth surface;No appendages;unknown;0;;null
45915;Draba dolomitica;derivation from photos or drawings;one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Rüther) (carsten.ruether@biologie.uni-regensburg.de);No appendages, smooth surface;No appendages;unknown;0;;null
45777;Arabis ciliata;derivation from photos or drawings;one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;No appendages, smooth surface;No appendages;unknown;0;;null
17622;Silene rupestris;derivation from photos or drawings;one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;No appendages, coarse surface;No appendages;unknown;0;;null
17302;Stellaria pallida;derivation from photos or drawings;one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;No appendages, coarse surface;No appendages;unknown;0;;null
13825;Thlaspi arvense;derivation from photos or drawings;one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg , Chair of Botany, DE (Jackel), E-Mail: auc.jackel@t-online.de;No appendages, coarse surface;No appendages;unknown;0;;null
13695;Brassica rapa;derivation from photos or drawings;one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Rüther) (carsten.ruether@biologie.uni-regensburg.de);No appendages, coarse surface;No appendages;unknown;0;;null
13688;Brassica juncea;derivation from photos or drawings;one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Rüther) (carsten.ruether@biologie.uni-regensburg.de);No appendages, coarse surface;No appendages;unknown;0;;null
25610;Papaver orientale;derivation from photos or drawings;one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Rüther) (carsten.ruether@biologie.uni-regensburg.de);No appendages, coarse surface;No appendages;unknown;0;;null
25595;Papaver hybridum;derivation from photos or drawings;one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Rüther) (carsten.ruether@biologie.uni-regensburg.de);No appendages, coarse surface;No appendages;unknown;0;;null
25589;Papaver somniferum;derivation from photos or drawings;one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Rüther) (carsten.ruether@biologie.uni-regensburg.de);No appendages, coarse surface;No appendages;unknown;0;;Diaspore type: "type 1: ""Schüttmohn"""
25553;Fumaria parviflora;derivation from photos or drawings;one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;No appendages, coarse surface;No appendages;unknown;0;;null
25549;Fumaria officinalis;derivation from photos or drawings;one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;No appendages, coarse surface;No appendages;unknown;0;;null
25531;Glaucium corniculatum;derivation from photos or drawings;one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Poschlod), E-Mail: Peter.Poschlod@biologie.uni-regensburg.de;No appendages, coarse surface;No appendages;unknown;0;;null
25513;Papaver dubium;derivation from photos or drawings;one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;No appendages, coarse surface;No appendages;unknown;0;;null
25500;Papaver argemone;derivation from photos or drawings;one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;No appendages, coarse surface;No appendages;unknown;0;;null
25449;Fumaria densiflora;derivation from photos or drawings;one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;No appendages, coarse surface;No appendages;unknown;0;;null
25443;Fumaria capreolata;derivation from photos or drawings;one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;No appendages, coarse surface;No appendages;unknown;0;;null
25441;Fumaria rostellata;derivation from photos or drawings;one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;No appendages, coarse surface;No appendages;unknown;0;;null
14669;Thlaspi perfoliatum;derivation from photos or drawings;one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg , Chair of Botany, DE (Jackel), E-Mail: auc.jackel@t-online.de;No appendages, coarse surface;No appendages;unknown;0;;null
14668;Thlaspi montanum;derivation from photos or drawings;one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg , Chair of Botany, DE (Jackel), E-Mail: auc.jackel@t-online.de;No appendages, coarse surface;No appendages;unknown;0;;null
15776;Silene dichotoma;derivation from photos or drawings;one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;No appendages, coarse surface;No appendages;unknown;0;;null
15688;Arenaria biflora;derivation from photos or drawings;one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Rüther) (carsten.ruether@biologie.uni-regensburg.de);No appendages, coarse surface;No appendages;unknown;0;;null
14234;Camelina sativa;derivation from photos or drawings;one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;No appendages, coarse surface;No appendages;unknown;0;; Seed structure: mucilage when wet
14226;Cakile maritima;derivation from photos or drawings;one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg , Chair of Botany, DE (Jackel), E-Mail: auc.jackel@t-online.de;No appendages, coarse surface;No appendages;unknown;0;;Diaspore type: seeds, diaspore type uncertain
14208;Brassica oleracea;derivation from photos or drawings;one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Rüther) (carsten.ruether@biologie.uni-regensburg.de);No appendages, coarse surface;No appendages;unknown;0;;null
14154;Coronopus squamatus;derivation from photos or drawings;one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg , Chair of Botany, DE (Jackel), E-Mail: auc.jackel@t-online.de;No appendages, coarse surface;No appendages;unknown;0;;null
14132;Cardaminopsis halleri;derivation from photos or drawings;one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;No appendages, coarse surface;No appendages;unknown;0;;null
14062;Lepidium cartilagineum;derivation from photos or drawings;one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Poschlod), E-Mail: Peter.Poschlod@biologie.uni-regensburg.de;No appendages, coarse surface;No appendages;unknown;0;;null
14463;Crambe maritima;derivation from photos or drawings;one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Rüther) (carsten.ruether@biologie.uni-regensburg.de);No appendages, coarse surface;No appendages;unknown;0;;null
14444;Cardamine parviflora;derivation from photos or drawings;one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;No appendages, coarse surface;No appendages;unknown;0;;null
14378;Barbarea stricta;derivation from photos or drawings;one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;No appendages, coarse surface;No appendages;unknown;0;;null
17131;Gypsophila repens;derivation from photos or drawings;one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;No appendages, coarse surface;No appendages;unknown;0;;null
21803;Coronilla coronata;derivation from photos or drawings;one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Rüther) (carsten.ruether@biologie.uni-regensburg.de);No appendages, coarse surface;No appendages;unknown;0;;null
16959;Moenchia mantica;derivation from photos or drawings;one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Rüther) (carsten.ruether@biologie.uni-regensburg.de);No appendages, coarse surface;No appendages;unknown;0;;null
16941;Gypsophila paniculata;derivation from photos or drawings;one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;No appendages, coarse surface;No appendages;unknown;0;;null
16936;Gypsophila fastigiata;derivation from photos or drawings;one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg , Chair of Botany, DE (Jackel), E-Mail: auc.jackel@t-online.de;No appendages, coarse surface;No appendages;unknown;0;;null
14011;Hirschfeldia incana;derivation from photos or drawings;one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg , Chair of Botany, DE (Jackel), E-Mail: auc.jackel@t-online.de;No appendages, coarse surface;No appendages;unknown;0;;null
