The following table was created as response to the SQL query
SELECT sbs_sbsname "SBS name", sbs_sbsnumber "SBS number", m_methodname "general method", aflv_name "age of first flowering", aof_valid "valid", ref_refname "reference", aof_comment "general comment", aof_minyears "Minumum years", aof_maxyears "Maximum years", or_origrefname "original reference" FROM (SELECT aflv.aflv_name, sbs_aof.sbs_sbsnumber, sbs_aof.sbs_sbsname, sbs_aof.m_methodname, sbs_aof.aof_valid, sbs_aof.ref_refname, sbs_aof.aof_comment, sbs_aof.aof_minyears, sbs_aof.aof_maxyears, sbs_aof.or_origrefname, sbs_aof.aof_sbsnumber FROM (SELECT ageoffirstfloweringtypeid AS aflv_id, ageoffirstfloweringtypename AS aflv_name FROM (SELECT ageoffirstfloweringtypeid, ageoffirstfloweringtypename from ageoffirstfloweringtype_lv)) aflv JOIN (SELECT aof_m.aof_categoryid, sbs.sbs_sbsnumber, sbs.sbs_sbsname, aof_m.m_methodname, aof_m.aof_valid, aof_m.ref_refname, aof_m.aof_comment, aof_m.aof_minyears, aof_m.aof_maxyears, aof_m.or_origrefname, aof_m.aof_sbsnumber FROM (SELECT speciesno AS sbs_sbsnumber, fullname AS sbs_sbsname FROM (SELECT fullname, speciesno, familyname, isinledalist from (select fullname, speciesno, family as familyid, isinledalist from taxon where specieslist = 60028) natural join taxonomicfamily)) sbs JOIN (SELECT r_aof.aof_categoryid, r_aof.aof_sbsnumber, m.m_methodname, r_aof.aof_valid, r_aof.ref_refname, r_aof.aof_comment, r_aof.aof_minyears, r_aof.aof_maxyears, r_aof.or_origrefname FROM (SELECT aof_orf.aof_categoryid, aof_orf.aof_sbsnumber, aof_orf.aof_methodid, aof_orf.aof_valid, r.ref_refname, aof_orf.aof_comment, aof_orf.aof_minyears, aof_orf.aof_maxyears, aof_orf.or_origrefname FROM (SELECT referenceid AS ref_referenceid, refname AS ref_refname FROM (select referenceid, refname, reftypeid from reference)) r LEFT JOIN (SELECT aof.aof_categoryid, aof.aof_sbsnumber, aof.aof_methodid, aof.aof_valid, aof.aof_referenceid, aof.aof_comment, aof.aof_minyears, aof.aof_maxyears, orf.or_origrefname FROM (SELECT ageoffirstfloweringtypeid AS aof_categoryid, sbsnumber AS aof_sbsnumber, methodid AS aof_methodid, valid AS aof_valid, referenceid AS aof_referenceid, p_comment AS aof_comment, minvalue AS aof_minyears, maxvalue AS aof_maxyears, origreferenceid AS aof_origreferenceid FROM (SELECT sbsnumber, taxonid, ageoffirstfloweringtypeid, collectiondate, p_comment, methodid, referenceid, origreferenceid, habitattypeid, georefid, valid, ledaid, batchid, ageoffirstfloweringid, minvalue, maxvalue FROM ageoffirstflowering natural join taxontosbsassignment WHERE valid IN (-2, 1, 2, -8, 2, -8))) aof FULL JOIN (SELECT origreferenceid AS or_origrefid, origrefname AS or_origrefname FROM (select referenceid as origreferenceid, refname as origrefname, reftypeid as origreftypeid from reference)) orf ON aof.aof_origreferenceid = orf.or_origrefid) aof_orf ON r.ref_referenceid = aof_orf.aof_referenceid) r_aof LEFT JOIN (SELECT methodid AS m_methodid, methodname AS m_methodname FROM (select * from method_lv)) m ON r_aof.aof_methodid = m.m_methodid) aof_m ON sbs.sbs_sbsnumber = aof_m.aof_sbsnumber) sbs_aof ON aflv.aflv_id = sbs_aof.aof_categoryid) ORDER BY sbs_sbsname
on Mon Oct 27 17:54:56 CET 2008 .

SBS name;SBS number;general method;age of first flowering;valid;reference;general comment;Minumum years;Maximum years;original reference
Amaranthus graecizans;901;observation (like obvious taxonomical traits);Within 1 year;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;;;;Fitschen, J.(1993): Flora von Deutschland und angrenzender Länder. []
Amaranthus lividus;924;observation (like obvious taxonomical traits);Within 1 year;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;;;;Tutin, T.G.(1964): Flora Europaea []
Amaranthus lividus;924;unknown;Within 1 year;1;BIOPOP April 2005;;0;1;Kleyer, M. (1995): Biological traits of vascular plants. A database. Arbeitsberichte Inst. f. Landschaftsplanung u. Ökologie N. F
Amaranthus powellii;44854;observation (like obvious taxonomical traits);Within 1 year;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;;;;Tutin, T.G.(1964): Flora Europaea []
Amaranthus retroflexus;931;observation (like obvious taxonomical traits);Within 1 year;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;;;;Polunin, O.(1969): Flowers of Europe []
Amaranthus retroflexus;931;unknown;Within 1 year;1;BIOPOP April 2005;;0;1;Kleyer, M. (1995): Biological traits of vascular plants. A database. Arbeitsberichte Inst. f. Landschaftsplanung u. Ökologie N. F
Amaranthus standleyanus;932;observation (like obvious taxonomical traits);Within 1 year;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;;;;Fitschen, J.(1993): Flora von Deutschland und angrenzender Länder. []
Amaranthus viridis;44859;observation (like obvious taxonomical traits);Within 1 year;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;;;;Tutin, T.G.(1964): Flora Europaea []
Ambrosia artemisiifolia;4198;observation (like obvious taxonomical traits);Within 1 year;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;;;;Polunin, O.(1969): Flowers of Europe []
Ammi majus;1508;observation (like obvious taxonomical traits);Within 1 year;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;;;;Braun, A.(1864): Flora der province brandenburg []
Ammi majus;1508;observation (like obvious taxonomical traits);Within 1 year;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;;;;Polunin, O.(1969): Flowers of Europe []
Ammi visnaga;1509;observation (like obvious taxonomical traits);Within 1 year;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;;;;Polunin, O.(1969): Flowers of Europe []
Ammoides pusilla;1962;observation (like obvious taxonomical traits);Within 1 year;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;;;;Tutin, T.G.(1964): Flora Europaea []
Ammophila arenaria;40398;observation (like obvious taxonomical traits);Between 1 and 5 years;1;ECOFLORA - database of the ecological flora of the british isles;Original comment from ECOFLORA ("Source no." points to this record's original reference): -;;;Huiskes, A. H. L.(1979): no title given, publication in Journal of Ecology issue: 67 pages: 363-382 [67]
Amsinckia menziesii;12586;observation (like obvious taxonomical traits);Within 1 year;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;;;;Fitschen, J.(1993): Flora von Deutschland und angrenzender Länder. []
Anacamptis pyramidalis;39443;observation (like obvious taxonomical traits);Over 5 years;1;ECOFLORA - database of the ecological flora of the british isles;Original comment from ECOFLORA ("Source no." points to this record's original reference): -;;;Salisbury, E.(1952): Downs and Dunes, G Bell and Sons Ltd, London []
Anacyclus clavatus;4926;observation (like obvious taxonomical traits);Within 1 year;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;;;;Polunin, O.(1969): Flowers of Europe []
Anagallis arvensis;28783;observation (like obvious taxonomical traits);Within 1 year;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;;;;Polunin, O.(1969): Flowers of Europe []
Anagallis arvensis;28783;unknown;Within 1 year;1;BIOPOP April 2005;;0;1;Kleyer, M. (1995): Biological traits of vascular plants. A database. Arbeitsberichte Inst. f. Landschaftsplanung u. Ökologie N. F
Anagallis foemina;29031;observation (like obvious taxonomical traits);Within 1 year;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;;;;Polunin, O.(1969): Flowers of Europe []
Anagallis minima;28953;observation (like obvious taxonomical traits);Within 1 year;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;;;;Tutin, T.G.(1964): Flora Europaea []
Anchusa arvensis;12189;observation (like obvious taxonomical traits);Within 1 year;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;;;;Braun, A.(1864): Flora der province brandenburg []
Anchusa arvensis;12189;observation (like obvious taxonomical traits);Between 1 and 5 years;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;;;;Polunin, O.(1969): Flowers of Europe []
Anchusa arvensis;12189;unknown;Within 1 year;1;BIOPOP April 2005;;0;1;Kleyer, M. (1995): Biological traits of vascular plants. A database. Arbeitsberichte Inst. f. Landschaftsplanung u. Ökologie N. F
Anchusa arvensis;12189;observation (like obvious taxonomical traits);Within 1 year;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;;;;Polunin, O.(1969): Flowers of Europe []
Anchusa azurea;12594;observation (like obvious taxonomical traits);Between 1 and 5 years;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;;;;Fitschen, J.(1993): Flora von Deutschland und angrenzender Länder. []
Anchusa officinalis;12527;observation (like obvious taxonomical traits);Within 1 year;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl; 8 (1): first flowering is in the first year;;;Personal Communication: Vroon, T. (zandhoogte@hetnet.nl)
Anchusa officinalis;12527;unknown;Between 1 and 5 years;1;BIOPOP April 2005;;1;2;Korsmo, E. (1930): Unkräuter im Ackerbau der Neuzeit: Biologische und praktische Untersuchungen
Androsace elongata;28969;observation (like obvious taxonomical traits);Within 1 year;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;;;;Fitschen, J.(1993): Flora von Deutschland und angrenzender Länder. []
Androsace maxima;28785;observation (like obvious taxonomical traits);Within 1 year;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;;;;Polunin, O.(1969): Flowers of Europe []
Androsace septentrionalis;28905;observation (like obvious taxonomical traits);Between 1 and 5 years;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;;;;Polunin, O.(1969): Flowers of Europe []
Androsace septentrionalis;28905;observation (like obvious taxonomical traits);Within 1 year;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;;;;Polunin, O.(1969): Flowers of Europe []
Anemone nemorosa;27355;observation (like obvious taxonomical traits);Over 5 years;1;ECOFLORA - database of the ecological flora of the british isles;Original comment from ECOFLORA ("Source no." points to this record's original reference): -;;;Grime, J. P.(1988): Comparative Plant Ecology, Unwin Hyman, London []
Anemone nemorosa;27355;unknown;Between 1 and 5 years;1;BIOPOP April 2005;;2;6;Shirreffs, D. A. (1985): iological flora of the British Isles: Anemone nemorosa L. [73]
Anemone nemorosa;27355;observation (like obvious taxonomical traits);Between 1 and 5 years;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;;;;Personal Communication: Vroon, T. (zandhoogte@hetnet.nl)
Anemone nemorosa;27355;unknown;Over 5 years;1;BIOPOP April 2005;;6;15;Shirreffs, D. A. (1985): iological flora of the British Isles: Anemone nemorosa L. [73]
Anemone nemorosa;27355;unknown;Over 5 years;1;BIOPOP April 2005;;6;15;Perttula, K. (1941): Untersuchungen über die generative und vegetative Vermehrung der Blütenpflanzen in der Wald-, Hainwiesen- und Hainfelsenvegetation. Annales academiae scientiarium Fennicae [Vol. 58(a)]
Anemone nemorosa;27355;unknown;Between 1 and 5 years;1;BIOPOP April 2005;;2;6;Perttula, K. (1941): Untersuchungen über die generative und vegetative Vermehrung der Blütenpflanzen in der Wald-, Hainwiesen- und Hainfelsenvegetation. Annales academiae scientiarium Fennicae [Vol. 58(a)]
Anemone ranunculoides;27359;observation (like obvious taxonomical traits);Between 1 and 5 years;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;;;;Personal Communication: Vroon, T. (zandhoogte@hetnet.nl)
Anemone sylvestris;27363;observation (like obvious taxonomical traits);Over 5 years;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;first flowering is between the 5th and 8th year of life.;;;Starostenkova, M.M.(1976): Biological flora of Moscow region [119-138]
Anethum graveolens;1512;observation (like obvious taxonomical traits);Within 1 year;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;;;;Braun, A.(1864): Flora der province brandenburg []
Anethum graveolens;1512;observation (like obvious taxonomical traits);Within 1 year;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;;;;Polunin, O.(1969): Flowers of Europe []
Angelica archangelica;1514;observation (like obvious taxonomical traits);Between 1 and 5 years;1;ECOFLORA - database of the ecological flora of the british isles;Subspecies: archangelica. Original comment from ECOFLORA ("Source no." points to this record's original reference): non-British data;;;Ojala, A.(1985): no title given, publication in Annales Botanici Fennici issue: 22 pages: 183-194 [22]
Angelica archangelica;1514;observation (like obvious taxonomical traits);Within 1 year;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;;;;Polunin, O.(1969): Flowers of Europe []
Angelica archangelica;1514;observation (like obvious taxonomical traits);Between 1 and 5 years;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;;;;Polunin, O.(1969): Flowers of Europe []
Angelica sylvestris;1519;observation (like obvious taxonomical traits);Between 1 and 5 years;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;;;;Braun, A.(1864): Flora der province brandenburg []
Angelica sylvestris;1519;unknown;Between 1 and 5 years;1;BIOPOP April 2005;;2;6;Krebs, S. (1992): Ansaat autochthoner Wildkräuter zur Biotopentwicklung in intensiv genutzten Agrarlandschaften. Ph.D []
Angelica sylvestris;1519;observation (like obvious taxonomical traits);Between 1 and 5 years;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;;;;Polunin, O.(1969): Flowers of Europe []
Antennaria dioica;2770;observation (like obvious taxonomical traits);Between 1 and 5 years;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;;;;Polunin, O.(1969): Flowers of Europe []
Anthemis altissima;4553;observation (like obvious taxonomical traits);Within 1 year;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;;;;Polunin, O.(1969): Flowers of Europe []
Anthemis austriaca;4304;observation (like obvious taxonomical traits);Within 1 year;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;;;;Braun, A.(1864): Flora der province brandenburg []
Anthemis austriaca;4304;observation (like obvious taxonomical traits);Within 1 year;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;;;;Fitschen, J.(1993): Flora von Deutschland und angrenzender Länder. []
Anthemis austriaca;4304;observation (like obvious taxonomical traits);Between 1 and 5 years;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;;;;Fitschen, J.(1993): Flora von Deutschland und angrenzender Länder. []
Anthemis ruthenica;3848;observation (like obvious taxonomical traits);Within 1 year;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;;;;Fitschen, J.(1993): Flora von Deutschland und angrenzender Länder. []
Anthemis tinctoria;2787;observation (like obvious taxonomical traits);Between 1 and 5 years;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;first flowering is between the first and the fifth year.;;;Personal Communication: Vroon, T. (zandhoogte@hetnet.nl)
Anthericum liliago;38767;observation (like obvious taxonomical traits);Between 1 and 5 years;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;;;;Personal Communication: Vroon, T. (zandhoogte@hetnet.nl)
Anthoxanthum aristatum;40551;observation (like obvious taxonomical traits);Within 1 year;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;;;;Fitschen, J.(1993): Flora von Deutschland und angrenzender Länder. []
Anthoxanthum odoratum;41907;unknown;Between 1 and 5 years;1;BIOPOP April 2005;;2;6;Perttula, K. (1941): Untersuchungen über die generative und vegetative Vermehrung der Blütenpflanzen in der Wald-, Hainwiesen- und Hainfelsenvegetation. Annales academiae scientiarium Fennicae [Vol. 58(a)]
Anthriscus caucalis;1975;observation (like obvious taxonomical traits);Within 1 year;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;;;;Polunin, O.(1969): Flowers of Europe []
Anthriscus cerefolium;1526;observation (like obvious taxonomical traits);Within 1 year;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;;;;Braun, A.(1864): Flora der province brandenburg []
Anthriscus cerefolium;1526;observation (like obvious taxonomical traits);Within 1 year;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;;;;Polunin, O.(1969): Flowers of Europe []
Anthriscus cerefolium;1526;unknown;Within 1 year;1;BIOPOP April 2005;;0;1;Kleyer, M. (1995): Biological traits of vascular plants. A database. Arbeitsberichte Inst. f. Landschaftsplanung u. Ökologie N. F
Anthriscus nitida;1447;observation (like obvious taxonomical traits);Between 1 and 5 years;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;;;;Fitschen, J.(1993): Flora von Deutschland und angrenzender Länder. []
Anthriscus sylvestris;1916;observation (like obvious taxonomical traits);Between 1 and 5 years;1;ECOFLORA - database of the ecological flora of the british isles;Original comment from ECOFLORA ("Source no." points to this record's original reference): non-British data;;;van Mierlo, J. E. M.(1991): no title given, publication in Journal of Applied Ecology issue: 28 pages: 128-139 [28]
Anthriscus sylvestris;1916;observation (like obvious taxonomical traits);Within 1 year;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;first flowering in the first year.;;;Personal Communication: Vroon, T. (zandhoogte@hetnet.nl)
Anthriscus sylvestris;1916;unknown;Between 1 and 5 years;1;BIOPOP April 2005;Value: Sec;2;6;Perttula, K. (1941): Untersuchungen über die generative und vegetative Vermehrung der Blütenpflanzen in der Wald-, Hainwiesen- und Hainfelsenvegetation. Annales academiae scientiarium Fennicae [Vol. 58(a)]
Anthriscus sylvestris;1916;unknown;Between 1 and 5 years;1;BIOPOP April 2005;Value: Sec;2;6;Korsmo, E. (1930): Unkräuter im Ackerbau der Neuzeit: Biologische und praktische Untersuchungen
Anthriscus sylvestris;1916;unknown;Between 1 and 5 years;1;BIOPOP April 2005;;2;6;Darbyshire, S. J.(1999): he biology of Canadian weeds. 111. Anthriscus sylvestris (L.) Hoffm. [79(4)]
Anthyllis vulneraria;21660;unknown;Between 1 and 5 years;1;BIOPOP April 2005;;1;2;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
Apera interrupta;41910;observation (like obvious taxonomical traits);Within 1 year;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;;;;Fitschen, J.(1993): Flora von Deutschland und angrenzender Länder. []
Apera spica-venti;40884;observation (like obvious taxonomical traits);Within 1 year;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;;;;Polunin, O.(1969): Flowers of Europe []
Apera spica-venti;40884;unknown;Within 1 year;1;BIOPOP April 2005;;0;1;Kleyer, M. (1995): Biological traits of vascular plants. A database. Arbeitsberichte Inst. f. Landschaftsplanung u. Ökologie N. F
Aphanes arvensis;29391;observation (like obvious taxonomical traits);Between 1 and 5 years;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;;;;Polunin, O.(1969): Flowers of Europe []
Aphanes arvensis;29391;observation (like obvious taxonomical traits);Within 1 year;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;;;;Polunin, O.(1969): Flowers of Europe []
Aphanes arvensis;29391;unknown;Within 1 year;1;BIOPOP April 2005;;0;1;Kleyer, M. (1995): Biological traits of vascular plants. A database. Arbeitsberichte Inst. f. Landschaftsplanung u. Ökologie N. F
Aphanes inexspectata;50026;observation (like obvious taxonomical traits);Within 1 year;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;;;;Tutin, T.G.(1964): Flora Europaea []
Aphanes microcarpa;29977;observation (like obvious taxonomical traits);Within 1 year;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;;;;Tutin, T.G.(1964): Flora Europaea []
Apium graveolens;1456;observation (like obvious taxonomical traits);Between 1 and 5 years;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;;;;Braun, A.(1864): Flora der province brandenburg []
Apium graveolens;1456;observation (like obvious taxonomical traits);Between 1 and 5 years;1;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: j.vangroenendael@science.ru.nl;;;;Polunin, O.(1969): Flowers of Europe []
