The following table was created as response to the SQL query
SELECT sbs_sbsnumber "SBS number", m_methodname "general method", sbs_sbsname "SBS name", sfb_category "shoot growth form", sfb_branching "branching", sfb_valid "valid", ref_refname "reference", or_origrefname "original reference" FROM (SELECT sfb_m.sfb_category, sbs.sbs_sbsnumber, sfb_m.m_methodname, sbs.sbs_sbsname, sfb_m.sfb_branching, sfb_m.sfb_valid, sfb_m.ref_refname, sfb_m.or_origrefname, sfb_m.sfb_sbsnumber FROM (SELECT speciesno AS sbs_sbsnumber, fullname AS sbs_sbsname FROM (SELECT fullname, speciesno, familyname, isinledalist from (select fullname, speciesno, family as familyid, isinledalist from taxon where specieslist = 60028) natural join taxonomicfamily)) sbs JOIN (SELECT r_sfb.sfb_sbsnumber, r_sfb.sfb_category, m.m_methodname, r_sfb.sfb_branching, r_sfb.sfb_valid, r_sfb.ref_refname, r_sfb.or_origrefname FROM (SELECT sfb_orf.sfb_sbsnumber, sfb_orf.sfb_category, sfb_orf.sfb_methodid, sfb_orf.sfb_branching, sfb_orf.sfb_valid, r.ref_refname, sfb_orf.or_origrefname FROM (SELECT referenceid AS ref_referenceid, refname AS ref_refname FROM (select referenceid, refname, reftypeid from reference)) r LEFT JOIN (SELECT sfb.sfb_sbsnumber, sfb.sfb_category, sfb.sfb_methodid, sfb.sfb_branching, sfb.sfb_valid, sfb.sfb_referenceid, orf.or_origrefname FROM (SELECT sbsnumber AS sfb_sbsnumber, shootformname AS sfb_category, methodid AS sfb_methodid, branchingtypename AS sfb_branching, valid AS sfb_valid, referenceid AS sfb_referenceid, origreferenceid AS sfb_origreferenceid FROM (select sbsnumber, taxonid, georefid, habitattypeid, referenceid, origreferenceid, batchid, methodid, collectiondate, p_comment, shootformnameid, branchingtypeid, created_when, updated_when, valid, validsince, validuntil, ledaid, shootformname, case when branchingtypeid = 0 then 'unknown' when branchingtypeid = 1 then 'yes' when branchingtypeid = 2 then 'no' else NULL end as branchingtypename, shootformid 
from
(select sbsnumber, taxonid, georefid, habitattypeid, referenceid, origreferenceid, batchid, methodid, collectiondate, p_comment, shootformnameid, branchingtypeid, created_when, updated_when, valid, validsince, validuntil, ledaid, shootformid from shootform natural join taxontosbsassignment)
natural join
shootformname_lv WHERE valid IN (-2, 1))) sfb FULL JOIN (SELECT origreferenceid AS or_origrefid, origrefname AS or_origrefname FROM (select referenceid as origreferenceid, refname as origrefname, reftypeid as origreftypeid from reference)) orf ON sfb.sfb_origreferenceid = orf.or_origrefid) sfb_orf ON r.ref_referenceid = sfb_orf.sfb_referenceid) r_sfb LEFT JOIN (SELECT methodid AS m_methodid, methodname AS m_methodname FROM (select * from method_lv)) m ON r_sfb.sfb_methodid = m.m_methodid) sfb_m ON sbs.sbs_sbsnumber = sfb_m.sfb_sbsnumber)
on Mon Apr 26 11:09:26 CEST 2010 .

SBS number;general method;SBS name;shoot growth form;branching;valid;reference;original reference
36244;observation (like obvious taxonomical traits);Luzula sudetica;Stem erect ;no;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;
36245;observation (like obvious taxonomical traits);Luzula multiflora;Stem erect ;no;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;
31526;observation (like obvious taxonomical traits);Saxifraga oppositifolia;Stem prostrate ;yes;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;
31917;observation (like obvious taxonomical traits);Galium boreale;Stem erect ;yes;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;
30472;observation (like obvious taxonomical traits);Sibbaldia procumbens;Stem prostrate ;no;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;
34451;observation (like obvious taxonomical traits);Bartsia alpina;Stem erect ;no;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;
34486;observation (like obvious taxonomical traits);Euphrasia frigida;Stem erect ;no;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;
33481;observation (like obvious taxonomical traits);Pedicularis lapponica;Stem erect ;no;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;
33763;observation (like obvious taxonomical traits);Pedicularis oederi;Stem erect ;no;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;
33325;observation (like obvious taxonomical traits);Veronica alpina;Stem erect ;no;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;
34746;observation (like obvious taxonomical traits);Valeriana officinalis s. sambucifolia;Stem erect ;no;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;
37248;observation (like obvious taxonomical traits);Carex panicea;Stem erect ;no;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;
37277;observation (like obvious taxonomical traits);Carex rupestris;Stem erect ;no;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;
40103;observation (like obvious taxonomical traits);Festuca rubra;Stem erect ;no;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;
40171;observation (like obvious taxonomical traits);Festuca ovina;Stem erect ;no;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;
40299;observation (like obvious taxonomical traits);Deschampsia cespitosa;Stem erect ;no;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;
40856;observation (like obvious taxonomical traits);Agrostis mertensii;Stem erect ;no;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;
32535;observation (like obvious taxonomical traits);Salix reticulata;Stem prostrate ;yes;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;
32548;observation (like obvious taxonomical traits);Salix lanata;Stem erect ;yes;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;
32550;observation (like obvious taxonomical traits);Salix lapponum;Stem erect ;yes;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;
32555;observation (like obvious taxonomical traits);Salix myrsinites;Stem erect ;yes;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;
32568;observation (like obvious taxonomical traits);Salix phylicifolia;Stem erect ;yes;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;
32573;observation (like obvious taxonomical traits);Salix glauca;Stem ascending to prostrate ;yes;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;
32589;observation (like obvious taxonomical traits);Salix herbacea;Stem prostrate ;yes;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;
35385;observation (like obvious taxonomical traits);Viola canina s. canina;Stem ascending to prostrate ;no;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;
35415;observation (like obvious taxonomical traits);Viola biflora;Stem erect ;no;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;
37695;observation (like obvious taxonomical traits);Carex vaginata;Stem erect ;no;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;
37761;observation (like obvious taxonomical traits);Carex limosa;Stem erect ;no;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;
37936;observation (like obvious taxonomical traits);Carex capillaris;Stem erect ;no;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;
37228;observation (like obvious taxonomical traits);Carex nigra;Stem erect ;no;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;
37233;observation (like obvious taxonomical traits);Carex norvegica;Stem erect ;no;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;
37469;observation (like obvious taxonomical traits);Carex atrata;Stem erect ;no;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;
37472;observation (like obvious taxonomical traits);Scirpus cespitosus;Stem erect ;no;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;
37550;observation (like obvious taxonomical traits);Eriophorum angustifolium;Stem erect ;no;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;
37560;observation (like obvious taxonomical traits);Eriophorum vaginatum;Stem erect ;no;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;
38843;observation (like obvious taxonomical traits);Tofieldia pusilla;Stem erect ;no;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;
41906;observation (like obvious taxonomical traits);Anthoxanthum alpinum;Stem erect ;yes;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;
41982;observation (like obvious taxonomical traits);Deschampsia flexuosa;Stem erect ;no;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;
37653;observation (like obvious taxonomical traits);Carex saxatilis;Stem erect ;no;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;
35276;observation (like obvious taxonomical traits);Viola palustris;Stem erect ;no;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;
37347;observation (like obvious taxonomical traits);Carex atrofusca;Stem erect ;no;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;
37350;observation (like obvious taxonomical traits);Carex bigelowii;Stem erect ;no;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;
43217;observation (like obvious taxonomical traits);Nardus stricta;Stem erect ;no;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;
39475;observation (like obvious taxonomical traits);Coeloglossum viride;Stem erect ;yes;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;
39481;observation (like obvious taxonomical traits);Corallorhiza trifida;Stem erect ;no;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;
39600;observation (like obvious taxonomical traits);Dactylorhiza traunsteineri s. lapponica;Stem erect ;no;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;
62348;observation (like obvious taxonomical traits);Heracleum sibiricum;Stem erect ;yes;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;
42318;observation (like obvious taxonomical traits);Festuca vivipara;Stem erect ;no;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;
42327;observation (like obvious taxonomical traits);Poa alpina;Stem erect ;no;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;
42401;observation (like obvious taxonomical traits);Phleum alpinum;Stem erect ;no;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;
42579;observation (like obvious taxonomical traits);Trisetum spicatum;Stem erect ;no;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;
166;observation (like obvious taxonomical traits);Equisetum arvense;Stem erect ;no;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;
170;observation (like obvious taxonomical traits);Equisetum hyemale;Stem erect ;no;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;
179;observation (like obvious taxonomical traits);Equisetum sylvaticum;Stem erect ;no;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;
2770;observation (like obvious taxonomical traits);Antennaria dioica;Stem erect ;yes;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;
4210;observation (like obvious taxonomical traits);Erigeron borealis;Stem erect ;no;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;
44384;observation (like obvious taxonomical traits);Diphasiastrum alpinum;Stem prostrate ;yes;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;
44385;observation (like obvious taxonomical traits);Selaginella selaginoides;Stem ascending to prostrate ;yes;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;
464;observation (like obvious taxonomical traits);Huperzia selago;Stem erect ;yes;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;
741;observation (like obvious taxonomical traits);Juniperus communis;Stem ascending to prostrate ;yes;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;
741;observation (like obvious taxonomical traits);Juniperus communis;Stem erect ;yes;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;
35;observation (like obvious taxonomical traits);Athyrium distentifolium;Stem erect ;no;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;
8507;observation (like obvious taxonomical traits);Hieracium alpinum gr.;Stem erect ;no;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;
9535;observation (like obvious taxonomical traits);Saussurea alpina;Stem erect ;no;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;
7298;observation (like obvious taxonomical traits);Leontodon autumnalis;Stem erect ;yes;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;
9820;observation (like obvious taxonomical traits);Solidago virgaurea;Stem erect ;no;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;
28775;observation (like obvious taxonomical traits);Pyrola minor;Stem erect ;no;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;
22559;observation (like obvious taxonomical traits);Geranium sylvaticum;Stem erect ;yes;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;
27573;observation (like obvious taxonomical traits);Polygonum viviparum;Stem erect ;no;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;
27593;observation (like obvious taxonomical traits);Rumex acetosa;Stem erect ;no;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;
27413;observation (like obvious taxonomical traits);Aconitum lycoctonum;Stem erect ;no;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;
18168;observation (like obvious taxonomical traits);Rhodiola rosea;Stem erect ;no;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;
30927;observation (like obvious taxonomical traits);Potentilla erecta;Stem ascending to prostrate ;yes;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;
30979;observation (like obvious taxonomical traits);Alchemilla glabra;Stem erect ;no;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;
22851;observation (like obvious taxonomical traits);Gentiana nivalis;Stem erect ;yes;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;
27829;observation (like obvious taxonomical traits);Plantago major;Stem erect ;no;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;
27848;observation (like obvious taxonomical traits);Plantago maritima s. maritima;Stem erect ;yes;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;
26120;observation (like obvious taxonomical traits);Pinguicula alpina;Stem erect ;no;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;
10537;observation (like obvious taxonomical traits);Omalotheca supina;Stem ascending to prostrate ;yes;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;
27715;observation (like obvious taxonomical traits);Oxyria digyna;Stem erect ;yes;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;
11511;observation (like obvious taxonomical traits);Omalotheca norvegica;Stem erect ;no;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;
11715;observation (like obvious taxonomical traits);Betula nana;Stem ascending to prostrate ;yes;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;
11725;observation (like obvious taxonomical traits);Betula pubescens;Stem erect ;yes;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;
16798;observation (like obvious taxonomical traits);Cerastium fontanum;Stem erect ;yes;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;
16895;observation (like obvious taxonomical traits);Cerastium alpinum;Stem erect ;yes;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;
21673;observation (like obvious taxonomical traits);Astragalus alpinus;Stem ascending to prostrate ;no;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;
17102;observation (like obvious taxonomical traits);Silene acaulis;Stem prostrate ;yes;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;
17207;observation (like obvious taxonomical traits);Cerastium cerastoides;Stem ascending to prostrate ;yes;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;
19186;observation (like obvious taxonomical traits);Succisa pratensis;Stem erect ;yes;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;
19475;observation (like obvious taxonomical traits);Vaccinium myrtillus;Stem erect ;yes;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;
19476;observation (like obvious taxonomical traits);Vaccinium oxycoccos;Stem prostrate ;yes;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;
19479;observation (like obvious taxonomical traits);Vaccinium uliginosum;Stem erect ;yes;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;
19506;observation (like obvious taxonomical traits);Loiseleuria procumbens;Stem ascending to prostrate ;yes;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;
19512;observation (like obvious taxonomical traits);Phyllodoce caerulea;Stem ascending to prostrate ;yes;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;
19524;observation (like obvious taxonomical traits);Cassiope hypnoides;Stem prostrate ;yes;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;
28871;observation (like obvious taxonomical traits);Trientalis europaea;Stem erect ;no;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;
19439;observation (like obvious taxonomical traits);Vaccinium vitis-idaea;Stem ascending to prostrate ;yes;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;
19449;observation (like obvious taxonomical traits);Empetrum nigrum;Stem ascending to prostrate ;yes;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;
26647;observation (like obvious taxonomical traits);Ranunculus pygmaeus;Stem erect ;yes;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;
26671;observation (like obvious taxonomical traits);Thalictrum alpinum;Stem erect ;no;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;
26073;observation (like obvious taxonomical traits);Epilobium anagallidifolium;Stem ascending to prostrate ;yes;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;
26085;observation (like obvious taxonomical traits);Pinguicula vulgaris;Stem erect ;no;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;
19573;observation (like obvious taxonomical traits);Andromeda polifolia;Stem ascending to prostrate ;yes;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;
19579;observation (like obvious taxonomical traits);Arctostaphylos alpinus;Stem erect ;yes;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;
