The following table was created as response to the SQL query
SELECT sbs_sbsname "SBS name", sbs_sbsnumber "SBS number", pls_name "plant lifespan", pls_category1 "PLS 1", pls_category2 "PLS 2", ref_refname "reference", pls_genname "gen. plant life span", or_origrefname "original reference" FROM (SELECT case pls_category2id when 10 then 'Annuals' when 11 then 'Summer annuals' when 12 then 'Winter annuals' when 20 then 'Strict monocarpic bi-annuals and poly annuals' when 30 then 'Perennials' when 31 then 'Poly-annuals < 5 years (short-lived perennials)' when 32 then 'Poly-annuals 5-50 years (medium-lived perennials)' when 33 then 'Poly-annuals > 50 years (long-lived perennials)' else null end AS pls_category2, pls_category1, pls_name, sbs_sbsnumber, sbs_sbsname, ref_refname, pls_genname, or_origrefname FROM (SELECT case pls_category1id when 10 then 'Annuals' when 11 then 'Summer annuals' when 12 then 'Winter annuals' when 20 then 'Strict monocarpic bi-annuals and poly annuals' when 30 then 'Perennials' when 31 then 'Poly-annuals < 5 years (short-lived perennials)' when 32 then 'Poly-annuals 5-50 years (medium-lived perennials)' when 33 then 'Poly-annuals > 50 years (long-lived perennials)' else null end AS pls_category1, pls_name, sbs_sbsnumber, sbs_sbsname, pls_category2id, ref_refname, pls_genname, or_origrefname FROM (SELECT r_pls.pls_name, sbs.sbs_sbsnumber, sbs.sbs_sbsname, category1of20(top20of20categories(r_pls.pls_categoryid)) AS pls_category1id, category2of20(top20of20categories(r_pls.pls_categoryid)) AS pls_category2id, r_pls.ref_refname, r_pls.pls_genname, r_pls.or_origrefname FROM (SELECT speciesno AS sbs_sbsnumber, fullname AS sbs_sbsname FROM (SELECT fullname, speciesno, familyname, isinledalist from (select fullname, speciesno, family as familyid, isinledalist from taxon where specieslist = 60028) natural join taxonomicfamily)) sbs JOIN (SELECT pls_orf.pls_sbsnumber, pls_orf.pls_name, pls_orf.pls_categoryid, r.ref_refname, pls_orf.pls_genname, pls_orf.or_origrefname FROM (SELECT referenceid AS ref_referenceid, refname AS ref_refname FROM (select referenceid, refname, reftypeid from reference)) r LEFT JOIN (SELECT pls.pls_sbsnumber, pls.pls_name, pls.pls_categoryid, pls.pls_referenceid, pls.pls_genname, orf.or_origrefname FROM (SELECT sbsnumber AS pls_sbsnumber, plantlifespanname AS pls_name, plantlifespantypeid AS pls_categoryid, referenceid AS pls_referenceid, genplantlifespanname AS pls_genname, origreferenceid AS pls_origreferenceid FROM (SELECT sbsnumber, taxonid, referenceid, origreferenceid, batchid, p_comment, plantlifespantypeid, genplantlifespantypeid, plantlifespanname, genplantlifespanname, plantlifespanid
FROM
	(SELECT plantlifespanid, taxonid, referenceid, origreferenceid, batchid, p_comment, a.plantlifespantypeid, a.plantlifespantypename AS plantlifespanname, b.plantlifespantypename AS genplantlifespanname, b.plantlifespantypeid AS genplantlifespantypeid
	FROM
		(SELECT * FROM PLANTLIFESPAN NATURAL JOIN PLANTLIFESPANTYPE_LV) a
		JOIN
		PLANTLIFESPANTYPE_LV b
		ON a.plantlifespantypeid - MOD(a.plantlifespantypeid,10) = b.plantlifespantypeid
	)
	NATURAL JOIN
	TAXONTOSBSASSIGNMENT)) pls FULL JOIN (SELECT origreferenceid AS or_origrefid, origrefname AS or_origrefname FROM (select referenceid as origreferenceid, refname as origrefname, reftypeid as origreftypeid from reference)) orf ON pls.pls_origreferenceid = orf.or_origrefid) pls_orf ON r.ref_referenceid = pls_orf.pls_referenceid) r_pls ON sbs.sbs_sbsnumber = r_pls.pls_sbsnumber GROUP BY pls_name, sbs_sbsnumber, sbs_sbsname, ref_refname, pls_genname, or_origrefname)))
on Mon Oct 27 17:56:48 CET 2008 .

SBS name;SBS number;plant lifespan;PLS 1;PLS 2;reference;gen. plant life span;original reference
Briza maxima;41668;summer annuals;Summer annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;annuals;Tutin, T.G.(1964): Flora Europaea []
Briza minor;41669;summer annuals;Summer annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;annuals;Tutin, T.G.(1964): Flora Europaea []
Bromus tectorum;41688;summer annuals;Summer annuals;;BIOPOP April 2005;annuals;Upadhyaya, M. K.(1986): The biology of Canadian weeds. 75. Bromus tectorum L.
Bromus tectorum;41688;summer annuals;Summer annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;annuals;Polunin, O.(1969): Flowers of Europe []
Catabrosa aquatica;41695;summer annuals;Summer annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;annuals;Polunin, O.(1969): Flowers of Europe []
Cenchrus incertus;41697;summer annuals;Summer annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;annuals;Tutin, T.G.(1964): Flora Europaea []
Coleanthus subtilis;41701;summer annuals;Summer annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;annuals;Fitschen, J.(1993): Flora von Deutschland und angrenzender L‰nder. []
Crypsis alopecuroides;41706;summer annuals;Summer annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;annuals;Tutin, T.G.(1964): Flora Europaea []
Eragrostis minor;41786;summer annuals;Summer annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;annuals;Fitschen, J.(1993): Flora von Deutschland und angrenzender L‰nder. []
Eragrostis tef;41788;summer annuals;Summer annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;annuals;Fitschen, J.(1993): Flora von Deutschland und angrenzender L‰nder. []
Apera interrupta;41910;summer annuals;Summer annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;annuals;Fitschen, J.(1993): Flora von Deutschland und angrenzender L‰nder. []
Aegilops cylindrica;42076;summer annuals;Summer annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;annuals;Tutin, T.G.(1964): Flora Europaea []
Bromus diandrus;42153;summer annuals;Summer annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;annuals;Tutin, T.G.(1964): Flora Europaea []
Bromus grossus;42156;summer annuals;Summer annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;annuals;Fitschen, J.(1993): Flora von Deutschland und angrenzender L‰nder. []
Bromus lanceolatus;42158;summer annuals;Summer annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;annuals;Tutin, T.G.(1964): Flora Europaea []
Bromus lepidus;42159;summer annuals;Summer annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;annuals;Polunin, O.(1969): Flowers of Europe []
Bromus rigidus;42165;summer annuals;Summer annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;annuals;Fitschen, J.(1993): Flora von Deutschland und angrenzender L‰nder. []
Crypsis aculeata;42191;summer annuals;Summer annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;annuals;Tutin, T.G.(1964): Flora Europaea []
Echinochloa crus-galli;42222;summer annuals;Summer annuals;;BIOPOP April 2005;annuals;Kirchner, O. v.(1936): Lebensgeschichte der Bl¸tenpflanzen Mitteleuropas
Echinochloa crus-galli;42222;summer annuals;Summer annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;annuals;Polunin, O.(1969): Flowers of Europe []
Eragrostis cilianensis;42261;summer annuals;Summer annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;annuals;Fitschen, J.(1993): Flora von Deutschland und angrenzender L‰nder. []
Hainardia cylindrica;42325;summer annuals;Summer annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;annuals;Tutin, T.G.(1964): Flora Europaea []
Phalaris minor;42398;summer annuals;Summer annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;annuals;Tutin, T.G.(1964): Flora Europaea []
Phleum subulatum;42410;summer annuals;Summer annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;annuals;Tutin, T.G.(1964): Flora Europaea []
Hordeum murinum;42447;summer annuals;Summer annuals;;BIOPOP April 2005;annuals;J‰ger, E.J. (2002): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Kritischer Band
Hordeum murinum;42447;summer annuals;Summer annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;annuals;Tutin, T.G.(1964): Flora Europaea []
Hordeum vulgare;42448;summer annuals;Summer annuals;;BIOPOP April 2005;annuals;J‰ger, E.J. (2002): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Kritischer Band
Hordeum vulgare;42448;summer annuals;Summer annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;annuals;Tutin, T.G.(1964): Flora Europaea []
Hordeum zeocriton;42624;summer annuals;Summer annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;annuals;Tutin, T.G.(1964): Flora Europaea []
Phleum arenarium;42667;summer annuals;Summer annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;annuals;Tutin, T.G.(1964): Flora Europaea []
Setaria viridis;42743;summer annuals;Summer annuals;;BIOPOP April 2005;annuals;Baskin, C. C. (1998): Seeds - Ecology, biogeography and evolution of dormancy and germination []
Parapholis incurva;42870;summer annuals;Summer annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;annuals;Tutin, T.G.(1964): Flora Europaea []
Parapholis strigosa;42872;summer annuals;Summer annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;annuals;Tutin, T.G.(1964): Flora Europaea []
Phalaris canariensis;42881;summer annuals;Summer annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;annuals;Tutin, T.G.(1964): Flora Europaea []
Phalaris paradoxa;42882;summer annuals;Summer annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;annuals;Tutin, T.G.(1964): Flora Europaea []
Poa annua;43060;summer annuals;Summer annuals;;BIOPOP April 2005;annuals;Hutchinson, C. S. (1982): Biological flora of the British Isles: Poa annua L.
Hordeum marinum;43180;summer annuals;Summer annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;annuals;Tutin, T.G.(1964): Flora Europaea []
Panicum capillare;43220;summer annuals;Summer annuals;;BIOPOP April 2005;annuals;Baskin, C. C. (1998): Seeds - Ecology, biogeography and evolution of dormancy and germination []
Panicum capillare;43220;summer annuals;Summer annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;annuals;Fitschen, J.(1993): Flora von Deutschland und angrenzender L‰nder. []
Phleum echinatum;43404;summer annuals;Summer annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;annuals;Tutin, T.G.(1964): Flora Europaea []
Setaria pumila;43456;summer annuals;Summer annuals;;BIOPOP April 2005;annuals;Baskin, C. C. (1998): Seeds - Ecology, biogeography and evolution of dormancy and germination []
Setaria verticillata;43457;summer annuals;Summer annuals;;BIOPOP April 2005;annuals;J‰ger, E.J. (2002): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Kritischer Band
Sorghum bicolor;43458;summer annuals;Summer annuals;;BIOPOP April 2005;annuals;Baskin, C. C. (1998): Seeds - Ecology, biogeography and evolution of dormancy and germination []
Tragus racemosus;43483;summer annuals;Summer annuals;;BIOPOP April 2005;annuals;Kirchner, O. v.(1936): Lebensgeschichte der Bl¸tenpflanzen Mitteleuropas
Panicum dichotomiflorum;43564;summer annuals;Summer annuals;;BIOPOP April 2005;annuals;Baskin, C. C. (1998): Seeds - Ecology, biogeography and evolution of dormancy and germination []
Panicum dichotomiflorum;43564;summer annuals;Summer annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;annuals;Fitschen, J.(1993): Flora von Deutschland und angrenzender L‰nder. []
Panicum miliaceum;43565;summer annuals;Summer annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;annuals;Fitschen, J.(1993): Flora von Deutschland und angrenzender L‰nder. []
Phalaris brachystachys;43577;summer annuals;Summer annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;annuals;Tutin, T.G.(1964): Flora Europaea []
Phleum paniculatum;43581;summer annuals;Summer annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;annuals;Tutin, T.G.(1964): Flora Europaea []
Hordeum distichon;43701;summer annuals;Summer annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;annuals;Tutin, T.G.(1964): Flora Europaea []
Triticum aestivum;43825;summer annuals;Summer annuals;;BIOPOP April 2005;annuals;J‰ger, E.J. (2002): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Kritischer Band
Parietaria pensylvanica;44664;summer annuals;Summer annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;annuals;Fitschen, J.(1993): Flora von Deutschland und angrenzender L‰nder. []
Fallopia convolvulus;44736;summer annuals;Summer annuals;;BIOPOP April 2005;annuals;Hume, L.(1983): The biology of Canadian weeds. 60. Polygonum convolvulus L.
Fallopia convolvulus;44736;summer annuals;Summer annuals;;BIOPOP April 2005;annuals;Baskin, C. C. (1998): Seeds - Ecology, biogeography and evolution of dormancy and germination []
Chenopodium foliosum;44802;summer annuals;Summer annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;annuals;Fitschen, J.(1993): Flora von Deutschland und angrenzender L‰nder. []
Chenopodium capitatum;44805;summer annuals;Summer annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;annuals;Fitschen, J.(1993): Flora von Deutschland und angrenzender L‰nder. []
Atriplex micrantha;44812;summer annuals;Summer annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;annuals;Fitschen, J.(1993): Flora von Deutschland und angrenzender L‰nder. []
Atriplex prostrata;44815;summer annuals;Summer annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;annuals;Polunin, O.(1969): Flowers of Europe []
Bassia hyssopifolia;44827;summer annuals;Summer annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;annuals;Tutin, T.G.(1964): Flora Europaea []
Bassia laniflora;44830;summer annuals;Summer annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;annuals;Tutin, T.G.(1964): Flora Europaea []
Bassia scoparia;44831;summer annuals;Summer annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;annuals;Tutin, T.G.(1964): Flora Europaea []
Amaranthus powellii;44854;summer annuals;Summer annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;annuals;Tutin, T.G.(1964): Flora Europaea []
Amaranthus viridis;44859;summer annuals;Summer annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;annuals;Tutin, T.G.(1964): Flora Europaea []
Arenaria serpyllifolia s. leptoclados;44912;summer annuals;Summer annuals;;BIOPOP April 2005;annuals;J‰ger, E.J. (2002): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Kritischer Band
Arenaria serpyllifolia s. leptoclados;44912;summer annuals;Summer annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;annuals;Fitschen, J.(1993): Flora von Deutschland und angrenzender L‰nder. []
Ranunculus peltatus s. baudotii;45465;summer annuals;Summer annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;annuals;Tutin, T.G.(1964): Flora Europaea []
Ranunculus penicillatus;45469;summer annuals;Summer annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;annuals;Tutin, T.G.(1964): Flora Europaea []
Ceratocapnos claviculata;45620;summer annuals;Summer annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;annuals;Tutin, T.G.(1964): Flora Europaea []
Coincya monensis s. recurvata;46063;summer annuals;Summer annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;annuals;Fitschen, J.(1993): Flora von Deutschland und angrenzender L‰nder. []
Crassula helmsii;46103;summer annuals;Summer annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;annuals;Fitschen, J.(1993): Flora von Deutschland und angrenzender L‰nder. []
Erodium lebelii;50011;summer annuals;Summer annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;annuals;Tutin, T.G.(1964): Flora Europaea []
Erodium ballii;50012;summer annuals;Summer annuals;;BIOPOP April 2005;annuals;J‰ger, E.J. (2002): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Kritischer Band
Aphanes inexspectata;50026;summer annuals;Summer annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;annuals;Tutin, T.G.(1964): Flora Europaea []
Heracleum mantegazzianum;1295;winter annuals;Winter annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;annuals;Tutin, T.G.(1964): Flora Europaea []
Aethusa cynapium;1502;winter annuals;Winter annuals;;BIOPOP April 2005;annuals;Liebenow, H. (1981): Giftpflanzen
Aethusa cynapium;1502;winter annuals;Winter annuals;;BIOPOP April 2005;annuals;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
Anthriscus cerefolium;1526;winter annuals;Winter annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;annuals;Braun, A.(1864): Flora der province brandenburg []
Torilis japonica;1552;winter annuals;Winter annuals;;BIOPOP April 2005;annuals;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
Torilis japonica;1552;winter annuals;Winter annuals;;BIOPOP April 2005;annuals;Baskin, C. C. (1998): Seeds - Ecology, biogeography and evolution of dormancy and germination []
Anthemis cotula;2778;winter annuals;Winter annuals;;BIOPOP April 2005;annuals;Kay, Q. O. N. (1971): Biological flora of the British Isles: Anthemis cotula L.
Anthemis tinctoria;2787;winter annuals;Winter annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;annuals;Braun, A.(1864): Flora der province brandenburg []
Anthemis arvensis;3024;winter annuals;Winter annuals;;BIOPOP April 2005;annuals;Kay, Q. O. N. (1971): Biological flora of the British Isles: Anthemis arvensis L.
Anthemis arvensis;3024;winter annuals;Winter annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;annuals;Braun, A.(1864): Flora der province brandenburg []
Crepis capillaris;3071;winter annuals;Winter annuals;;BIOPOP April 2005;annuals;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
Crepis tectorum;3084;winter annuals;Winter annuals;;BIOPOP April 2005;annuals;Najda, H. G.(1982): The biology of Canadian weeds. 54. Crepis tectorum L.
Crepis tectorum;3084;winter annuals;Winter annuals;;BIOPOP April 2005;annuals;Baskin, C. C. (1998): Seeds - Ecology, biogeography and evolution of dormancy and germination []
Crepis tectorum;3084;winter annuals;Winter annuals;;Source data from Radboud University, Aquatic Ecology and Environmental Biology, NL, (Van Groenendael), E-Mail: J.vangroenendael@science.ru.nl;annuals;Braun, A.(1864): Flora der province brandenburg []
