The following table was created as response to the SQL query
SELECT sbs_sbsname "SBS name", sbs_sbsnumber "SBS number", dtlv_name "dispersal type", dvlv_name "dispersal vector", dvglv_genname "gen. dispersal vector", dglv_genname "gen. dispersal type", byc_avgsingle "BYC avg. float. cap. (sv) [%]" FROM (SELECT ROUND(AVG(byc_singlevalue),2) AS byc_avgsingle, sbs_sbsnumber, sbs_sbsname, dtlv_name, dvlv_name, dvglv_genname, dglv_genname FROM (SELECT case when byc_median is not null then byc_median when byc_mean is not null then byc_mean when byc_minimum is not null and byc_maximum is not null then (byc_minimum + byc_maximum) / 2 when byc_minimum is not null then byc_minimum when byc_maximum is not null then byc_maximum else null end AS byc_singlevalue, sbs_sbsnumber, sbs_sbsname, dtlv_name, dvlv_name, dvglv_genname, dglv_genname FROM (SELECT sbs_dis.sbs_sbsnumber, sbs_dis.sbs_sbsname, sbs_dis.dtlv_name, sbs_dis.dvlv_name, sbs_dis.dvglv_genname, sbs_dis.dglv_genname, byc.byc_median, byc.byc_mean, byc.byc_minimum, byc.byc_maximum FROM (SELECT sbs.sbs_sbsnumber, sbs.sbs_sbsname, dis_dtlv.dtlv_name, dis_dtlv.dvlv_name, dis_dtlv.dvglv_genname, dis_dtlv.dglv_genname FROM (SELECT speciesno AS sbs_sbsnumber, fullname AS sbs_sbsname FROM (SELECT fullname, speciesno, familyname, isinledalist from (select fullname, speciesno, family as familyid, isinledalist from taxon where specieslist = 60028) natural join taxonomicfamily)) sbs LEFT JOIN (SELECT dis_dvlv.dis_sbsnumber, dtlv.dtlv_name, dis_dvlv.dvlv_name, dis_dvlv.dvglv_genname, dis_dvlv.dglv_genname FROM (SELECT dis_dvglv.dis_sbsnumber, dis_dvglv.dis_dtid, dvlv.dvlv_name, dis_dvglv.dvglv_genname, dis_dvglv.dglv_genname FROM (SELECT dis_dtglv.dis_sbsnumber, dis_dtglv.dis_dtid, dis_dtglv.dis_dvid, dvglv.dvglv_genname, dis_dtglv.dglv_genname FROM (SELECT dis.dis_sbsnumber, dis.dis_dtid, dis.dis_dvid, dis.dis_gendvid, dtglv.dglv_genname FROM (SELECT sbsnumber AS dis_sbsnumber, dispersaltypeid AS dis_dtid, dispersalvectorid AS dis_dvid, gendispvectorid AS dis_gendvid, gendisptypeid AS dis_gendtid FROM (SELECT sbsnumber, taxonid, georefid, habitattypeid, referenceid, origreferenceid, batchid, methodid, p_comment, dispersalunitid, dispersaltypeid, dispersalvectorid, dispersalunitid - mod(dispersalunitid,10) as gendispunitid, dispersaltypeid - mod(dispersaltypeid,10) as gendisptypeid, dispersalvectorid - mod(dispersalvectorid,100) as gendispvectorid, created_when, updated_when, valid, validsince, validuntil, ledaid, dispersalid FROM dispersal NATURAL JOIN taxontosbsassignment)) dis FULL JOIN (SELECT dispersaltypeid AS dglv_genid, dispersaltypename AS dglv_genname FROM (select dispersaltypeid, dispersaltypename, generaliseddispersaltype, explanation, case when lddid = 0 then 'no' when lddid = 1 then 'yes' else 'unknown' end as dispersaltypelddpotential from dispersaltype_lv)) dtglv ON dis.dis_gendtid = dtglv.dglv_genid) dis_dtglv FULL JOIN (SELECT dispersalvectorid AS dvglv_genid, dispersalvectorname AS dvglv_genname FROM (select dispersalvectorid, dispersalvectorname, longdistancedispersal from dispersalvector_lv)) dvglv ON dis_dtglv.dis_gendvid = dvglv.dvglv_genid) dis_dvglv FULL JOIN (SELECT dispersalvectorid AS dvlv_id, dispersalvectorname AS dvlv_name FROM (select dispersalvectorid, dispersalvectorname, case when longdistancedispersal = 1 then 'yes' when longdistancedispersal = 0 then 'no' else 'unknown' end as longdistancedispersal from dispersalvector_lv)) dvlv ON dis_dvglv.dis_dvid = dvlv.dvlv_id) dis_dvlv FULL JOIN (SELECT dispersaltypeid AS dtlv_id, dispersaltypename AS dtlv_name FROM (select dispersaltypeid, dispersaltypename, generaliseddispersaltype, explanation, case when lddid = 0 then 'no' when lddid = 1 then 'yes' else 'unknown' end as dispersaltypelddpotential from dispersaltype_lv)) dtlv ON dis_dvlv.dis_dtid = dtlv.dtlv_id) dis_dtlv ON sbs.sbs_sbsnumber = dis_dtlv.dis_sbsnumber) sbs_dis LEFT JOIN (SELECT sbsnumber AS byc_sbsnumber, median AS byc_median, mean AS byc_mean, minimum AS byc_minimum, maximum AS byc_maximum, valid AS byc_valid FROM (select SBSNUMBER, DISPERSALMEASUREMENTID, TIMESTEPMINUTES, TIMESTEPINTERVAL || ' - ' || TIMESTEPNAME AS TIMESTEPCODEANDNAME, N, REPLICATES, MEAN, MEDIAN, MINIMUM, MAXIMUM, STDDEVIATION, STDERROR, P_COMMENT, CREATED_WHEN, UPDATED_WHEN, BATCHID, UPDATEDWHO, REFERENCEID, METHODID, TAXONID, ORIGREFERENCEID, HABITATTYPEID, GEOREFID, VALID, VALIDSINCE, VALIDUNTIL, LEDAID, DISPERSALID, DISPERSALPOTENTIAL, ORIGINALDISPERSALVECTORVALUE, DISPERSALVECTORID, dispersalvectorid - mod(dispersalvectorid,100) as gendispvectorid, DISPERSALTYPEID, dispersaltypeid - mod(dispersaltypeid,10) as gendisptypeid,
DISPERSALUNITID, dispersalunitid - mod(dispersalunitid,10) as gendispersalunitid from timestep_lv natural right join (SELECT SBSNUMBER, DISPERSALMEASUREMENTID, TIMESTEPINMINUTES as timestepminutes, N, REPLICATES, MEAN, MEDIAN, MINIMUM, MAXIMUM, STDDEVIATION, STDERROR, P_COMMENT, CREATED_WHEN, UPDATED_WHEN, BATCHID, UPDATEDWHO, REFERENCEID, METHODID, TAXONID, ORIGREFERENCEID, HABITATTYPEID, GEOREFID, VALID, VALIDSINCE, VALIDUNTIL, LEDAID, DISPERSALID, DISPERSALPOTENTIAL, ORIGINALDISPERSALVECTORVALUE, DISPERSALVECTORID, ORIGINALDISPERSALTYPEVALUE, DISPERSALTYPEID, DISPERSALUNITID FROM buoyancy_dispersal natural join taxontosbsassignment)
 WHERE valid IN (-2, 1, 2, -8, 2, -8))) byc ON sbs_dis.sbs_sbsnumber = byc.byc_sbsnumber)) GROUP BY sbs_sbsnumber, sbs_sbsname, dtlv_name, dvlv_name, dvglv_genname, dglv_genname) ORDER BY sbs_sbsname
on Fri Feb 05 10:05:29 CET 2010 .

SBS name;SBS number;dispersal type;dispersal vector;gen. dispersal vector;gen. dispersal type;BYC avg. float. cap. (sv) [%]
Agrostis capillaris;41392;endozoochor;bird;bird;zoochor;91.38
Agrostis capillaris;41392;endozoochor;domestic animal;domestic animal;zoochor;91.38
Agrostis capillaris;41392;endozoochor;;;zoochor;91.38
Agrostis capillaris;41392;epizoochor;   cattle;domestic animal;zoochor;91.38
Agrostis capillaris;41392;epizoochor;   deer;big game;zoochor;91.38
Agrostis capillaris;41392;epizoochor;   donkey;domestic animal;zoochor;91.38
Agrostis capillaris;41392;epizoochor;   horse;domestic animal;zoochor;91.38
Agrostis capillaris;41392;epizoochor;   pig;domestic animal;zoochor;91.38
Agrostis capillaris;41392;epizoochor;   sheep;domestic animal;zoochor;91.38
Agrostis capillaris;41392;epizoochor;   sheep-dummy;man;zoochor;91.38
Agrostis capillaris;41392;epizoochor;;;zoochor;91.38
Agrostis capillaris;41392;ethelochor;;;hemerochor;91.38
Agrostis capillaris;41392;meteorochor;;;meteorochor;91.38
Agrostis capillaris;41392;nautochor;   shaken fresh water;water;nautochor;91.38
Agrostis capillaris;41392;nautochor;water;water;nautochor;91.38
Agrostis capillaris;41392;speirochor;   seed contamination;man;hemerochor;91.38
Agrostis capillaris;41392;speirochor;;;hemerochor;91.38
Agrostis castellana;41393;epizoochor;;;zoochor;
Agrostis castellana;41393;speirochor;   seed contamination;man;hemerochor;
Agrostis clavata;41394;endozoochor;   cattle;domestic animal;zoochor;
Agrostis curtisii;40483;;;;;
Agrostis gigantea;40852;endozoochor;   deer;big game;zoochor;27.5
Agrostis gigantea;40852;endozoochor;   sheep;domestic animal;zoochor;27.5
Agrostis gigantea;40852;epizoochor;;;zoochor;27.5
Agrostis gigantea;40852;meteorochor;;;meteorochor;27.5
Agrostis gigantea;40852;nautochor;   shaken fresh water;water;nautochor;27.5
Agrostis gigantea;40852;nautochor;;;nautochor;27.5
Agrostis gigantea;40852;other;;;other;27.5
Agrostis mertensii;40856;nautochor;   shaken fresh water;water;nautochor;91
Agrostis nebulosa;40857;;;;;
Agrostis pourretii;41401;;;;;
Agrostis rupestris;40377;epizoochor;;;zoochor;
Agrostis rupestris;40377;meteorochor;;;meteorochor;
Agrostis rupestris;40377;other;;;other;
Agrostis scabra;41403;;;;;
Agrostis schleicheri;40378;;;;;
Agrostis stolonifera;40861;agochor;   car or other vehicle;man;hemerochor;93.75
Agrostis stolonifera;40861;agochor;   hay making machinery;man;hemerochor;93.75
Agrostis stolonifera;40861;agochor;;;hemerochor;93.75
Agrostis stolonifera;40861;endozoochor;   cattle;domestic animal;zoochor;93.75
Agrostis stolonifera;40861;endozoochor;   deer;big game;zoochor;93.75
Agrostis stolonifera;40861;endozoochor;   sheep;domestic animal;zoochor;93.75
Agrostis stolonifera;40861;endozoochor;bird;bird;zoochor;93.75
Agrostis stolonifera;40861;endozoochor;domestic animal;domestic animal;zoochor;93.75
Agrostis stolonifera;40861;epizoochor;   cattle;domestic animal;zoochor;93.75
Agrostis stolonifera;40861;epizoochor;   clothes and footwear;man;zoochor;93.75
Agrostis stolonifera;40861;epizoochor;   donkey;domestic animal;zoochor;93.75
Agrostis stolonifera;40861;epizoochor;   horse;domestic animal;zoochor;93.75
Agrostis stolonifera;40861;epizoochor;   pig;domestic animal;zoochor;93.75
Agrostis stolonifera;40861;epizoochor;;;zoochor;93.75
Agrostis stolonifera;40861;ethelochor;;;hemerochor;93.75
Agrostis stolonifera;40861;meteorochor;;;meteorochor;93.75
Agrostis stolonifera;40861;nautochor;   shaken fresh water;water;nautochor;93.75
Agrostis stolonifera;40861;nautochor;water;water;nautochor;93.75
Agrostis stolonifera;40861;nautochor;;;nautochor;93.75
Agrostis stolonifera;40861;other;;;other;93.75
Agrostis straminea;62682;;;;;
Agrostis tenerrima;40381;;;;;
Agrostis vinealis;41896;endozoochor;domestic animal;domestic animal;zoochor;
Agrostis vinealis;41896;epizoochor;;;zoochor;
Ailanthus altissima;34523;;;;;
Aira caryophyllea;40866;agochor;   car or other vehicle;man;hemerochor;50
Aira caryophyllea;40866;endozoochor;   horse;domestic animal;zoochor;50
Aira caryophyllea;40866;endozoochor;   sheep;domestic animal;zoochor;50
Aira caryophyllea;40866;endozoochor;domestic animal;domestic animal;zoochor;50
Aira caryophyllea;40866;epizoochor;;;zoochor;50
Aira caryophyllea;40866;herpochor;;;autochor;50
Aira caryophyllea;40866;meteorochor;;;meteorochor;50
Aira caryophyllea;40866;nautochor;water;water;nautochor;50
Aira caryophyllea;40866;speirochor;;;hemerochor;50
Aira cupaniana;40537;;;;;
Aira elegantissima;41628;;;;;
Aira praecox;41629;agochor;   car or other vehicle;man;hemerochor;50
Aira praecox;41629;endozoochor;   cattle;domestic animal;zoochor;50
Aira praecox;41629;endozoochor;   rabbit;big mammal in the wild;zoochor;50
Aira praecox;41629;endozoochor;domestic animal;domestic animal;zoochor;50
Aira praecox;41629;epizoochor;   clothes and footwear;man;zoochor;50
Aira praecox;41629;epizoochor;;;zoochor;50
Aira praecox;41629;nautochor;water;water;nautochor;50
Aira provincialis;40539;;;;;
Aira tenorii;41630;;;;;
Airopsis tenella;41134;;;;;
Ajuga chamaepitys;24497;agochor;;;hemerochor;
Ajuga chamaepitys;24497;autochor;;;autochor;
Ajuga chamaepitys;24497;dysochor;   ant;invertebrates;zoochor;
Ajuga chamaepitys;24497;dysochor;;;zoochor;
Ajuga chamaepitys;24497;speirochor;   seed contamination;man;hemerochor;
Ajuga chamaepitys;24497;speirochor;;;hemerochor;
Ajuga genevensis;24142;agochor;;;hemerochor;
Ajuga genevensis;24142;autochor;;;autochor;
Ajuga genevensis;24142;dysochor;   ant;invertebrates;zoochor;
Ajuga genevensis;24142;dysochor;bird;bird;zoochor;
Ajuga laxmannii;25156;;;;;
Ajuga pyramidalis;24144;autochor;;;autochor;
Ajuga pyramidalis;24144;dysochor;   ant;invertebrates;zoochor;
Ajuga reptans;25159;autochor;;;autochor;
Ajuga reptans;25159;blastochor;;;autochor;
Ajuga reptans;25159;dysochor;   ant;invertebrates;zoochor;
Alcea biennis;60854;;;;;
Alcea ficifolia;25803;;;;;
Alcea pallida;25811;;;;;
Alcea rosea;25760;endozoochor;domestic animal;domestic animal;zoochor;
Alcea rosea;25760;epizoochor;;;zoochor;
Alcea rosea;25760;ethelochor;   commerce;man;hemerochor;
Alcea rosea;25760;hemerochor;;;hemerochor;
Alcea setosa;25767;;;;;
Alchemilla acrodon;61649;;;;;
Alchemilla acrostegia;61603;;;;;
Alchemilla acutidens;30125;;;;;
Alchemilla acutiloba;29516;;;;;
Alchemilla aequidens;30127;;;;;
Alchemilla aggregata;30415;endozoochor;   cattle;domestic animal;zoochor;
Alchemilla aggregata;30415;endozoochor;   horse;domestic animal;zoochor;
Alchemilla aggregata;30415;endozoochor;   sheep;domestic animal;zoochor;
Alchemilla aggregata;30415;meteorochor;;;meteorochor;
Alchemilla alpina;29517;endozoochor;   cattle;domestic animal;zoochor;50
Alchemilla alpina;29517;endozoochor;   horse;domestic animal;zoochor;50
Alchemilla alpina;29517;endozoochor;   sheep;domestic animal;zoochor;50
Alchemilla alpina;29517;endozoochor;domestic animal;domestic animal;zoochor;50
Alchemilla alpina;29517;meteorochor;;;meteorochor;50
Alchemilla alpina;29517;nautochor;water;water;nautochor;50
Alchemilla alpina;29517;ombrochor;;;other;50
Alchemilla amauroptera;61604;;;;;
Alchemilla amblyodes;61605;;;;;
Alchemilla amicorum;31008;;;;;
Alchemilla animosa;61606;;;;;
Alchemilla anisiaca;30417;;;;;
Alchemilla antiropata;61650;;;;;
Alchemilla aspera;61607;;;;;
Alchemilla atrovirens;29829;;;;;
Alchemilla babiogorensis;30419;;;;;
Alchemilla baltica;30714;;;;;
Alchemilla bogumilii;61608;;;;;
Alchemilla boleslai;30420;;;;;
Alchemilla borealis;30715;;;;;
Alchemilla brachycodon;61609;;;;;
Alchemilla braun-blanquetii;29521;;;;;
Alchemilla breviloba;30107;;;;;
Alchemilla cataractarum;61651;;;;;
Alchemilla chilitricha;61610;;;;;
Alchemilla chirophylla;30992;;;;;
Alchemilla cinerea;29494;;;;;
Alchemilla cleistophylla;30424;endozoochor;   cattle;domestic animal;zoochor;
Alchemilla cleistophylla;30424;endozoochor;   horse;domestic animal;zoochor;
Alchemilla cleistophylla;30424;endozoochor;   sheep;domestic animal;zoochor;
Alchemilla cleistophylla;30424;meteorochor;;;meteorochor;
Alchemilla colorata;30993;endozoochor;   cattle;domestic animal;zoochor;
Alchemilla colorata;30993;endozoochor;   horse;domestic animal;zoochor;
Alchemilla colorata;30993;endozoochor;   sheep;domestic animal;zoochor;
Alchemilla colorata;30993;epizoochor;;;zoochor;
Alchemilla colorata;30993;meteorochor;;;meteorochor;
Alchemilla compta;29495;;;;;
Alchemilla conglobata;30082;;;;;
Alchemilla conjuncta;29802;;;;;
Alchemilla connivens;30426;;;;;
Alchemilla contractilis;61611;;;;;
Alchemilla corcontica;61598;;;;;
Alchemilla coriacea;30995;endozoochor;   cattle;domestic animal;zoochor;
Alchemilla coriacea;30995;endozoochor;   horse;domestic animal;zoochor;
Alchemilla coriacea;30995;endozoochor;   sheep;domestic animal;zoochor;
Alchemilla coriacea;30995;meteorochor;;;meteorochor;
Alchemilla crassa;61599;;;;;
Alchemilla crinita;29497;endozoochor;   cattle;domestic animal;zoochor;
Alchemilla crinita;29497;endozoochor;   horse;domestic animal;zoochor;
Alchemilla crinita;29497;endozoochor;   sheep;domestic animal;zoochor;
Alchemilla crinita;29497;meteorochor;;;meteorochor;
Alchemilla curta;61652;;;;;
Alchemilla curtiloba;30400;;;;;
Alchemilla curtischista;61612;;;;;
Alchemilla cuspidens;30997;endozoochor;   cattle;domestic animal;zoochor;
Alchemilla cuspidens;30997;endozoochor;   horse;domestic animal;zoochor;
Alchemilla cuspidens;30997;endozoochor;   sheep;domestic animal;zoochor;
Alchemilla cuspidens;30997;meteorochor;;;meteorochor;
Alchemilla cymatophylla;31278;;;;;
Alchemilla decumbens;31279;endozoochor;   cattle;domestic animal;zoochor;
Alchemilla decumbens;31279;endozoochor;   horse;domestic animal;zoochor;
Alchemilla decumbens;31279;endozoochor;   sheep;domestic animal;zoochor;
Alchemilla decumbens;31279;meteorochor;;;meteorochor;
Alchemilla decumbens;31279;other;;;other;
Alchemilla decurrens;61613;;;;;
Alchemilla delitescens;61614;;;;;
Alchemilla demissa;29499;endozoochor;   cattle;domestic animal;zoochor;
Alchemilla demissa;29499;endozoochor;   horse;domestic animal;zoochor;
Alchemilla demissa;29499;endozoochor;   sheep;domestic animal;zoochor;
Alchemilla demissa;29499;meteorochor;;;meteorochor;
Alchemilla echinogloba;61615;;;;;
Alchemilla effusa;30721;endozoochor;   cattle;domestic animal;zoochor;
Alchemilla effusa;30721;endozoochor;   horse;domestic animal;zoochor;
Alchemilla effusa;30721;endozoochor;   sheep;domestic animal;zoochor;
Alchemilla effusa;30721;meteorochor;;;meteorochor;
Alchemilla erythropoda;31280;;;;;
Alchemilla eugenii;30999;;;;;
Alchemilla exaperta;61616;;;;;
Alchemilla excentrica;61911;;;;;
Alchemilla exigua;29500;;;;;
Alchemilla faeroensis;31282;;;;;
Alchemilla fallax;29809;;;;;
Alchemilla filicaulis;30404;endozoochor;   cattle;domestic animal;zoochor;
Alchemilla filicaulis;30404;endozoochor;   horse;domestic animal;zoochor;
Alchemilla filicaulis;30404;endozoochor;   sheep;domestic animal;zoochor;
Alchemilla filicaulis;30404;meteorochor;;;meteorochor;
Alchemilla filicaulis;30404;ombrochor;;;other;
Alchemilla filicaulis subsp. vestita;30406;;;;;
Alchemilla firma;61912;;;;;
Alchemilla fissa;29811;;;;;
Alchemilla flabellata;29812;;;;;
Alchemilla flaccida;30978;;;;;
Alchemilla flexicaulis;30408;;;;;
Alchemilla fulgens;31287;;;;;
Alchemilla fusoidea;61617;;;;;
Alchemilla gibberulosa;29477;;;;;
Alchemilla giewontica;30019;;;;;
Alchemilla glabra;30979;endozoochor;   cattle;domestic animal;zoochor;97.5
Alchemilla glabra;30979;endozoochor;   horse;domestic animal;zoochor;97.5
Alchemilla glabra;30979;endozoochor;   sheep;domestic animal;zoochor;97.5
Alchemilla glabra;30979;meteorochor;;;meteorochor;97.5
Alchemilla glabra;30979;nautochor;   shaken fresh water;water;nautochor;97.5
Alchemilla glabra;30979;ombrochor;;;other;97.5
Alchemilla glabricaulis;30022;;;;;
Alchemilla glacialis;30980;;;;;
Alchemilla glaucescens;29479;boleochor;;;autochor;
Alchemilla glaucescens;29479;endozoochor;   cattle;domestic animal;zoochor;
Alchemilla glaucescens;29479;endozoochor;   horse;domestic animal;zoochor;
Alchemilla glaucescens;29479;endozoochor;   sheep;domestic animal;zoochor;
Alchemilla glaucescens;29479;endozoochor;;;zoochor;
Alchemilla glaucescens;29479;meteorochor;;;meteorochor;
Alchemilla glomerulans;30703;endozoochor;   cattle;domestic animal;zoochor;
Alchemilla glomerulans;30703;endozoochor;   horse;domestic animal;zoochor;
Alchemilla glomerulans;30703;endozoochor;   sheep;domestic animal;zoochor;
Alchemilla glomerulans;30703;meteorochor;;;meteorochor;
Alchemilla gorcensis;30982;;;;;
Alchemilla gracilis;29481;endozoochor;   cattle;domestic animal;zoochor;
Alchemilla gracilis;29481;endozoochor;   horse;domestic animal;zoochor;
Alchemilla gracilis;29481;endozoochor;   sheep;domestic animal;zoochor;
Alchemilla gracilis;29481;meteorochor;;;meteorochor;
Alchemilla gracilis;29481;ombrochor;;;other;
Alchemilla gracillima;29796;;;;;
Alchemilla grossidens;30984;endozoochor;   cattle;domestic animal;zoochor;
Alchemilla grossidens;30984;endozoochor;   horse;domestic animal;zoochor;
Alchemilla grossidens;30984;endozoochor;   sheep;domestic animal;zoochor;
Alchemilla grossidens;30984;meteorochor;;;meteorochor;
Alchemilla gruneica;61600;;;;;
Alchemilla gymnopoda;61618;;;;;
Alchemilla helvetica;30706;;;;;
Alchemilla heptagona;30985;;;;;
Alchemilla heteropoda;29483;endozoochor;   cattle;domestic animal;zoochor;
Alchemilla heteropoda;29483;endozoochor;   horse;domestic animal;zoochor;
Alchemilla heteropoda;29483;endozoochor;   sheep;domestic animal;zoochor;
Alchemilla heteropoda;29483;meteorochor;;;meteorochor;
Alchemilla hirsuticaulis;29999;;;;;
Alchemilla hirtipes;30986;;;;;
Alchemilla hoppeana;29797;;;;;
Alchemilla hyperptycha;61619;;;;;
Alchemilla impexa;30710;endozoochor;   cattle;domestic animal;zoochor;
Alchemilla impexa;30710;endozoochor;   horse;domestic animal;zoochor;
Alchemilla impexa;30710;endozoochor;   sheep;domestic animal;zoochor;
Alchemilla impexa;30710;meteorochor;;;meteorochor;
Alchemilla incisa;31270;;;;;
Alchemilla inconcinna;29487;;;;;
Alchemilla isodonta;61620;;;;;
Alchemilla jasiewiczii;30989;;;;;
Alchemilla kerneri;31273;;;;;
Alchemilla kornasiana;30394;;;;;
Alchemilla kosiarensis;61621;;;;;
Alchemilla kulczynskii;30687;;;;;
Alchemilla ladislai;31274;;;;;
Alchemilla laevipes;61622;;;;;
Alchemilla lapeyrousii;29959;;;;;
Alchemilla leiophylla;29800;;;;;
Alchemilla lindbergiana;30967;;;;;
Alchemilla lineata;29460;endozoochor;   cattle;domestic animal;zoochor;
Alchemilla lineata;29460;endozoochor;   horse;domestic animal;zoochor;
Alchemilla lineata;29460;endozoochor;   sheep;domestic animal;zoochor;
Alchemilla lineata;29460;meteorochor;;;meteorochor;
Alchemilla longana;29781;endozoochor;   cattle;domestic animal;zoochor;
Alchemilla longana;29781;endozoochor;   horse;domestic animal;zoochor;
Alchemilla longana;29781;endozoochor;   sheep;domestic animal;zoochor;
Alchemilla longana;29781;meteorochor;;;meteorochor;
Alchemilla longidens;61623;;;;;
Alchemilla longituba;61653;;;;;
Alchemilla lorata;61624;;;;;
Alchemilla loxotropa;61625;;;;;
Alchemilla ludovitiana;61626;;;;;
Alchemilla marginata;61627;;;;;
Alchemilla matreiensis;61654;;;;;
Alchemilla maureri;61655;;;;;
Alchemilla megalodonta;61628;;;;;
Alchemilla microsphaerica;61629;;;;;
Alchemilla microsphaerica s.lat.;61630;;;;;
Alchemilla minima;30969;;;;;
Alchemilla mollifolia;61631;;;;;
Alchemilla mollis;30970;agochor;;;hemerochor;
Alchemilla mollis;30970;ethelochor;   commerce;man;hemerochor;
Alchemilla mollis;30970;ombrochor;;;other;
Alchemilla moncophila;61632;;;;;
Alchemilla monticola;29465;ombrochor;;;other;
Alchemilla multiloba;61633;;;;;
Alchemilla murbeckiana;30972;;;;;
Alchemilla nitida;30694;;;;;
Alchemilla norica;61656;;;;;
Alchemilla norvegica;61915;;;;;
Alchemilla obesa;61634;;;;;
Alchemilla obscura;29467;endozoochor;   cattle;domestic animal;zoochor;
Alchemilla obscura;29467;endozoochor;   horse;domestic animal;zoochor;
Alchemilla obscura;29467;endozoochor;   sheep;domestic animal;zoochor;
Alchemilla obscura;29467;meteorochor;;;meteorochor;
Alchemilla obsoleta;29784;;;;;
Alchemilla obtusa;29996;endozoochor;   cattle;domestic animal;zoochor;
Alchemilla obtusa;29996;endozoochor;   horse;domestic animal;zoochor;
Alchemilla obtusa;29996;endozoochor;   sheep;domestic animal;zoochor;
Alchemilla obtusa;29996;meteorochor;;;meteorochor;
Alchemilla oculimarina;29468;;;;;
Alchemilla othmarii;30377;endozoochor;   cattle;domestic animal;zoochor;
Alchemilla othmarii;30377;endozoochor;   horse;domestic animal;zoochor;
Alchemilla othmarii;30377;endozoochor;   sheep;domestic animal;zoochor;
Alchemilla othmarii;30377;meteorochor;;;meteorochor;
Alchemilla oxyodonta;30696;;;;;
Alchemilla pallens;29937;;;;;
Alchemilla patens;61635;;;;;
Alchemilla pentaphyllea;29470;;;;;
Alchemilla petiolulans;30697;;;;;
Alchemilla philonotis;61657;;;;;
Alchemilla platygyria;61658;;;;;
Alchemilla plicata;30975;;;;;
Alchemilla plicatula;29788;;;;;
Alchemilla plicatula v. vestita;30976;;;;;
Alchemilla polemochora;61917;;;;;
Alchemilla polonica;29790;;;;;
Alchemilla propinqua;30381;;;;;
Alchemilla pseudincisa;30977;;;;;
Alchemilla pseudothmarii;29474;;;;;
Alchemilla pungentiflora;61636;;;;;
Alchemilla pyrenaica;31259;;;;;
Alchemilla reniformis;30678;endozoochor;   cattle;domestic animal;zoochor;
Alchemilla reniformis;30678;endozoochor;   horse;domestic animal;zoochor;
Alchemilla reniformis;30678;endozoochor;   sheep;domestic animal;zoochor;
Alchemilla reniformis;30678;meteorochor;;;meteorochor;
Alchemilla reversantha;61637;;;;;
Alchemilla rhodocycla;61638;;;;;
Alchemilla rhodondendrophila;29434;;;;;
Alchemilla rubristipula;30383;;;;;
Alchemilla samuelssonii;61918;;;;;
Alchemilla sarmatica;30679;;;;;
Alchemilla saxatilis;31238;endozoochor;   cattle;domestic animal;zoochor;
Alchemilla saxatilis;31238;endozoochor;   horse;domestic animal;zoochor;
Alchemilla saxatilis;31238;endozoochor;   sheep;domestic animal;zoochor;
Alchemilla saxatilis;31238;meteorochor;;;meteorochor;
Alchemilla schmidelyana;30954;;;;;
Alchemilla scintillans;29440;;;;;
Alchemilla sejuncta;61639;;;;;
Alchemilla semilunaris;29894;;;;;
Alchemilla semisecta;30385;;;;;
Alchemilla sericoneura;29442;;;;;
Alchemilla sericoneuroides;30387;;;;;
Alchemilla sinuata;30956;endozoochor;   cattle;domestic animal;zoochor;
Alchemilla sinuata;30956;endozoochor;   horse;domestic animal;zoochor;
Alchemilla sinuata;30956;endozoochor;   sheep;domestic animal;zoochor;
Alchemilla sinuata;30956;meteorochor;;;meteorochor;
Alchemilla smaragdina;61640;;;;;
Alchemilla smytniensis;31239;;;;;
Alchemilla snarskisii;61919;;;;;
Alchemilla sojakii;61641;;;;;
Alchemilla sokolowskii;29445;;;;;
Alchemilla splendens;29855;endozoochor;   cattle;domestic animal;zoochor;
Alchemilla splendens;29855;endozoochor;   horse;domestic animal;zoochor;
Alchemilla splendens;29855;endozoochor;   sheep;domestic animal;zoochor;
Alchemilla splendens;29855;meteorochor;;;meteorochor;
Alchemilla stanislaae;30681;;;;;
Alchemilla stenoleuca;61642;;;;;
Alchemilla stiriaca;61659;;;;;
Alchemilla straminea;29859;endozoochor;   cattle;domestic animal;zoochor;
Alchemilla straminea;29859;endozoochor;   horse;domestic animal;zoochor;
Alchemilla straminea;29859;endozoochor;   sheep;domestic animal;zoochor;
Alchemilla straminea;29859;meteorochor;;;meteorochor;
Alchemilla strigosula;30958;endozoochor;   cattle;domestic animal;zoochor;
Alchemilla strigosula;30958;endozoochor;   horse;domestic animal;zoochor;
Alchemilla strigosula;30958;endozoochor;   sheep;domestic animal;zoochor;
Alchemilla strigosula;30958;meteorochor;;;meteorochor;
Alchemilla suavis;61601;;;;;
Alchemilla subconnivens;61643;;;;;
Alchemilla subcrenata;30359;endozoochor;   cattle;domestic animal;zoochor;
Alchemilla subcrenata;30359;endozoochor;   horse;domestic animal;zoochor;
Alchemilla subcrenata;30359;endozoochor;   sheep;domestic animal;zoochor;
Alchemilla subcrenata;30359;meteorochor;;;meteorochor;
Alchemilla subcrenata;30359;ombrochor;;;other;
Alchemilla subglobosa;29864;;;;;
Alchemilla subsericea;30959;endozoochor;   cattle;domestic animal;zoochor;
Alchemilla subsericea;30959;endozoochor;   horse;domestic animal;zoochor;
Alchemilla subsericea;30959;endozoochor;   sheep;domestic animal;zoochor;
Alchemilla subsericea;30959;meteorochor;;;meteorochor;
Alchemilla subsessilis;61644;;;;;
