The following table was created as response to the SQL query
SELECT sbs_sbsname "SBS name", sbs_sbsnumber "SBS number", m_methodname "general method", dia_name "diaspore type", tv_singlevalue "single value [m/s]", tv_n "sample size", tvlv_name "TV specific method", sclv_name "measured with structures", tv_valid "valid", ref_refname "reference", tv_mean "mean TV [m/s]", tv_maximum "maximum TV [m/s]", tv_minimum "minimum TV [m/s]", tv_median "median TV [m/s]", tv_replicates "number of replicates", tv_comment "general comment", or_origrefname "original reference" FROM (SELECT case when tv_median is not null then tv_median when tv_mean is not null then tv_mean when tv_minimum is not null and tv_maximum is not null then (tv_minimum + tv_maximum) / 2 when tv_minimum is not null then tv_minimum when tv_maximum is not null then tv_maximum else null end AS tv_singlevalue, sbs_sbsnumber, sbs_sbsname, m_methodname, dia_name, tv_median, tv_mean, tv_minimum, tv_maximum, tv_n, tvlv_name, sclv_name, tv_valid, ref_refname, tv_replicates, tv_comment, or_origrefname, tv_sbsnumber FROM (SELECT sbs.sbs_sbsnumber, sbs.sbs_sbsname, m_tv.m_methodname, m_tv.dia_name, m_tv.tv_median, m_tv.tv_mean, m_tv.tv_minimum, m_tv.tv_maximum, m_tv.tv_n, m_tv.tvlv_name, m_tv.sclv_name, m_tv.tv_valid, m_tv.ref_refname, m_tv.tv_replicates, m_tv.tv_comment, m_tv.or_origrefname, m_tv.tv_sbsnumber FROM (SELECT speciesno AS sbs_sbsnumber, fullname AS sbs_sbsname FROM (SELECT fullname, speciesno, familyname, isinledalist from (select fullname, speciesno, family as familyid, isinledalist from taxon where specieslist = 60028) natural join taxonomicfamily)) sbs JOIN (SELECT tv_dialv.tv_sbsnumber, m.m_methodname, tv_dialv.dia_name, tv_dialv.tv_median, tv_dialv.tv_mean, tv_dialv.tv_minimum, tv_dialv.tv_maximum, tv_dialv.tv_n, tv_dialv.tvlv_name, tv_dialv.sclv_name, tv_dialv.tv_valid, tv_dialv.ref_refname, tv_dialv.tv_replicates, tv_dialv.tv_comment, tv_dialv.or_origrefname FROM (SELECT methodid AS m_methodid, methodname AS m_methodname FROM (select * from method_lv)) m JOIN (SELECT tv_tvlv.tv_sbsnumber, tv_tvlv.tv_methodid, dialv.dia_name, tv_tvlv.tv_median, tv_tvlv.tv_mean, tv_tvlv.tv_minimum, tv_tvlv.tv_maximum, tv_tvlv.tv_n, tv_tvlv.tvlv_name, tv_tvlv.sclv_name, tv_tvlv.tv_valid, tv_tvlv.ref_refname, tv_tvlv.tv_replicates, tv_tvlv.tv_comment, tv_tvlv.or_origrefname FROM (SELECT tv_sclv.tv_sbsnumber, tv_sclv.tv_methodid, tv_sclv.tv_diasporeid, tv_sclv.tv_median, tv_sclv.tv_mean, tv_sclv.tv_minimum, tv_sclv.tv_maximum, tv_sclv.tv_n, tvlv.tvlv_name, tv_sclv.sclv_name, tv_sclv.tv_valid, tv_sclv.ref_refname, tv_sclv.tv_replicates, tv_sclv.tv_comment, tv_sclv.or_origrefname FROM (SELECT r_tv.tv_sbsnumber, r_tv.tv_methodid, r_tv.tv_diasporeid, r_tv.tv_median, r_tv.tv_mean, r_tv.tv_minimum, r_tv.tv_maximum, r_tv.tv_n, r_tv.tv_specificmethodid, sclv.sclv_name, r_tv.tv_valid, r_tv.ref_refname, r_tv.tv_replicates, r_tv.tv_comment, r_tv.or_origrefname FROM (SELECT tv_orf.tv_sbsnumber, tv_orf.tv_methodid, tv_orf.tv_diasporeid, tv_orf.tv_median, tv_orf.tv_mean, tv_orf.tv_minimum, tv_orf.tv_maximum, tv_orf.tv_n, tv_orf.tv_specificmethodid, tv_orf.tv_structureid, tv_orf.tv_valid, r.ref_refname, tv_orf.tv_replicates, tv_orf.tv_comment, tv_orf.or_origrefname FROM (SELECT referenceid AS ref_referenceid, refname AS ref_refname FROM (select referenceid, refname, reftypeid from reference)) r LEFT JOIN (SELECT tv.tv_sbsnumber, tv.tv_methodid, tv.tv_diasporeid, tv.tv_median, tv.tv_mean, tv.tv_minimum, tv.tv_maximum, tv.tv_n, tv.tv_specificmethodid, tv.tv_structureid, tv.tv_valid, tv.tv_referenceid, tv.tv_replicates, tv.tv_comment, orf.or_origrefname FROM (SELECT sbsnumber AS tv_sbsnumber, methodid AS tv_methodid, diasporemorphologyid AS tv_diasporeid, median AS tv_median, mean AS tv_mean, minimum AS tv_minimum, maximum AS tv_maximum, n AS tv_n, velocitymethodid AS tv_specificmethodid, structureid AS tv_structureid, valid AS tv_valid, referenceid AS tv_referenceid, replicates AS tv_replicates, p_comment AS tv_comment, origreferenceid AS tv_origreferenceid FROM (SELECT sbsnumber, taxonid, mean, median, minimum, maximum, stderror, stddeviation, n, replicates, created_when, updated_when, collectiondate, p_comment, methodid, referenceid, origreferenceid, habitattypeid, georefid, valid, validsince, validuntil, ledaid, batchid, velocitymethodid, structureid, diasporemorphologyid, terminalvelocityid FROM terminalvelocity natural join taxontosbsassignment WHERE valid IN (-2, 1, -1, 0, 2, -8, -4, -3, 2, -8))) tv FULL JOIN (SELECT origreferenceid AS or_origrefid, origrefname AS or_origrefname FROM (select referenceid as origreferenceid, refname as origrefname, reftypeid as origreftypeid from reference)) orf ON tv.tv_origreferenceid = orf.or_origrefid) tv_orf ON r.ref_referenceid = tv_orf.tv_referenceid) r_tv LEFT JOIN (SELECT structureid AS sclv_id, structurename AS sclv_name FROM (SELECT structureid, structurename from structure_lv)) sclv ON r_tv.tv_structureid = sclv.sclv_id) tv_sclv LEFT JOIN (SELECT velocitymethodid AS tvlv_id, velocitymethodname AS tvlv_name FROM (SELECT velocitymethodid, velocitymethodname from velocitymethod_lv)) tvlv ON tv_sclv.tv_specificmethodid = tvlv.tvlv_id) tv_tvlv LEFT JOIN (SELECT diasporemorphologyid AS dia_id, diasporemorphologyname AS dia_name FROM (select diasporemorphologyid, diasporemorphologycode, diasporemorphologyname from diasporemorphology_lv)) dialv ON tv_tvlv.tv_diasporeid = dialv.dia_id) tv_dialv ON m.m_methodid = tv_dialv.tv_methodid) m_tv ON sbs.sbs_sbsnumber = m_tv.tv_sbsnumber)) ORDER BY sbs_sbsname
on Fri Mar 14 16:39:55 CET 2008 .

SBS name;SBS number;general method;diaspore type;single value [m/s];sample size;TV specific method;measured with structures;valid;reference;mean TV [m/s];maximum TV [m/s];minimum TV [m/s];median TV [m/s];number of replicates;general comment;original reference
Achillea millefolium;3013;actual measurement (following LEDA data standards);one-seeded generative dispersule;1.49;10;actual fall rate in still air;yes ;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;1.48;1.92;1.14;1.49;;Preaggregated data obtained from single record.;
Achillea millefolium;3013;actual measurement (following LEDA data standards);one-seeded generative dispersule;1.46;1;actual fall rate in still air;yes ;-4;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;1.46;;;;;;
Achillea millefolium;3013;actual measurement (following LEDA data standards);one-seeded generative dispersule;1.84;1;actual fall rate in still air;yes ;-4;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;1.84;;;;;;
Achillea millefolium;3013;actual measurement (following LEDA data standards);one-seeded generative dispersule;1.35;1;actual fall rate in still air;yes ;-4;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;1.35;;;;;;
Achillea millefolium;3013;actual measurement (following LEDA data standards);one-seeded generative dispersule;1.34;1;actual fall rate in still air;yes ;-4;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;1.34;;;;;;
Achillea millefolium;3013;actual measurement (following LEDA data standards);one-seeded generative dispersule;1.45;10;actual fall rate in still air;yes ;-2;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;1.54;1.91;1.28;1.45;;Preaggregated data obtained from single record.;
Achillea millefolium;3013;actual measurement (following LEDA data standards);one-seeded generative dispersule;1.2;1;actual fall rate in still air;yes ;-4;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;1.2;;;;;;
Achillea millefolium;3013;actual measurement (following LEDA data standards);one-seeded generative dispersule;1.53;1;actual fall rate in still air;yes ;-4;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;1.53;;;;;;
Achillea millefolium;3013;actual measurement (following LEDA data standards);one-seeded generative dispersule;1.45;1;actual fall rate in still air;yes ;-4;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;1.45;;;;;;
Achillea millefolium;3013;actual measurement (following LEDA data standards);one-seeded generative dispersule;1.92;1;actual fall rate in still air;yes ;-4;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;1.92;;;;;;
Achillea millefolium;3013;actual measurement (following LEDA data standards);one-seeded generative dispersule;1.53;1;actual fall rate in still air;yes ;-4;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;1.53;;;;;;
Achillea millefolium;3013;actual measurement (following LEDA data standards);one-seeded generative dispersule;1.14;1;actual fall rate in still air;yes ;-4;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;1.14;;;;;;
Achillea millefolium;3013;actual measurement (following LEDA data standards);one-seeded generative dispersule;1.56;1;actual fall rate in still air;no ;-4;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;1.56;;;;;;
Achillea millefolium;3013;actual measurement (following LEDA data standards);one-seeded generative dispersule;1.15;1;actual fall rate in still air;no ;-4;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;1.15;;;;;;
Achillea millefolium;3013;actual measurement (following LEDA data standards);one-seeded generative dispersule;1.3;1;actual fall rate in still air;no ;-4;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;1.3;;;;;;
Achillea millefolium;3013;actual measurement;one-seeded generative dispersule;1.73;10;actual fall rate in still air;no ;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;1.73;2.07;1.4;;;;
Achillea millefolium;3013;actual measurement;one-seeded generative dispersule;1.08;10;actual fall rate in still air;no ;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;1.08;1.2;.8;;;;
Achillea nana;4923;unknown;generative dispersule;1.5084;1;unknown;yes ;1;Source data from University of Regensburg, Chair of Botany, DE (Tackenberg) (oliver.tackenberg@biologie.uni-regensburg.de);1.5084;1.6549;1.3619;;1;Lutz (unpublished data);
Achillea nana;4923;unknown;generative dispersule;1.3265;1;unknown;yes ;1;Source data from University of Regensburg, Chair of Botany, DE (Tackenberg) (oliver.tackenberg@biologie.uni-regensburg.de);1.3265;1.5327;1.1202;;1;Tackenberg (unpublished data);
Achillea nobilis;3014;unknown;generative dispersule;1.1353;1;unknown;yes ;1;Source data from University of Regensburg, Chair of Botany, DE (Tackenberg) (oliver.tackenberg@biologie.uni-regensburg.de);1.1353;;;;1;Tackenberg (unpublished data);
Achillea ptarmica;4799;actual measurement (following LEDA data standards);one-seeded generative dispersule;1.95;1;actual fall rate in still air;no ;-4;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;1.95;;;;;;
Achillea ptarmica;4799;actual measurement (following LEDA data standards);one-seeded generative dispersule;2.03;1;actual fall rate in still air;no ;-4;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;2.03;;;;;;
Achillea ptarmica;4799;actual measurement (following LEDA data standards);one-seeded generative dispersule;1.66;1;actual fall rate in still air;no ;-4;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;1.66;;;;;;
Achillea ptarmica;4799;actual measurement (following LEDA data standards);one-seeded generative dispersule;1.66;1;actual fall rate in still air;no ;-4;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;1.66;;;;;;
Achillea ptarmica;4799;actual measurement (following LEDA data standards);one-seeded generative dispersule;1.71;1;actual fall rate in still air;no ;-4;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;1.71;;;;;;
Achillea ptarmica;4799;actual measurement (following LEDA data standards);one-seeded generative dispersule;1.81;1;actual fall rate in still air;no ;-4;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;1.81;;;;;;
Achillea ptarmica;4799;actual measurement (following LEDA data standards);one-seeded generative dispersule;1.71;1;actual fall rate in still air;no ;-4;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;1.71;;;;;;
Achillea ptarmica;4799;actual measurement (following LEDA data standards);one-seeded generative dispersule;1.79;1;actual fall rate in still air;no ;-4;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;1.79;;;;;;
Achillea ptarmica;4799;actual measurement (following LEDA data standards);one-seeded generative dispersule;1.84;1;actual fall rate in still air;no ;-4;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;1.84;;;;;;
Achillea ptarmica;4799;actual measurement (following LEDA data standards);one-seeded generative dispersule;1.87;1;actual fall rate in still air;no ;-4;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;1.87;;;;;;
Achillea ptarmica;4799;actual measurement (following LEDA data standards);one-seeded generative dispersule;2;1;actual fall rate in still air;yes ;-4;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;2;;;;;;
Achillea ptarmica;4799;actual measurement (following LEDA data standards);one-seeded generative dispersule;2.21;1;actual fall rate in still air;yes ;-4;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;2.21;;;;;;
Achillea ptarmica;4799;actual measurement (following LEDA data standards);one-seeded generative dispersule;2.27;1;actual fall rate in still air;yes ;-4;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;2.27;;;;;;
Achillea ptarmica;4799;actual measurement (following LEDA data standards);one-seeded generative dispersule;2.16;1;actual fall rate in still air;yes ;-4;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;2.16;;;;;;
Achillea ptarmica;4799;actual measurement (following LEDA data standards);one-seeded generative dispersule;2.19;1;actual fall rate in still air;yes ;-4;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;2.19;;;;;;
Achillea ptarmica;4799;actual measurement (following LEDA data standards);one-seeded generative dispersule;1.69;1;actual fall rate in still air;yes ;-4;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;1.69;;;;;;
Achillea ptarmica;4799;actual measurement (following LEDA data standards);one-seeded generative dispersule;1.91;1;actual fall rate in still air;yes ;-4;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;1.91;;;;;;
Achillea ptarmica;4799;actual measurement (following LEDA data standards);one-seeded generative dispersule;1.91;1;actual fall rate in still air;yes ;-4;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;1.91;;;;;;
Achillea ptarmica;4799;actual measurement (following LEDA data standards);one-seeded generative dispersule;1.51;1;actual fall rate in still air;yes ;-4;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;1.51;;;;;;
Achillea ptarmica;4799;actual measurement (following LEDA data standards);one-seeded generative dispersule;1.8;10;actual fall rate in still air;no ;-2;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;1.8;2.03;1.66;1.8;;Preaggregated data obtained from single record.;
Achillea ptarmica;4799;actual measurement (following LEDA data standards);one-seeded generative dispersule;2.08;10;actual fall rate in still air;yes ;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;2.01;2.27;1.51;2.08;;Preaggregated data obtained from single record.;
Achillea ptarmica;4799;actual measurement (following LEDA data standards);one-seeded generative dispersule;2.21;1;actual fall rate in still air;yes ;-4;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;2.21;;;;;;
Achnatherum calamagrostis;41606;actual measurement;one-seeded generative dispersule;1.03;10;actual fall rate in still air;yes ;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;1.03;1.4;.66;;;;
Acinos arvensis;24493;unknown;generative dispersule;2.37;1;unknown;yes ;1;Source data from University of Regensburg, Chair of Botany, DE (Tackenberg) (oliver.tackenberg@biologie.uni-regensburg.de);2.37;;;;1;Maurer & Stöcklin (unpublished);
Aconitum napellus;27279;actual measurement;one-seeded generative dispersule;3.33;10;actual fall rate in still air;no ;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;3.33;;;;;cultivated;
Acorus calamus;35825;actual measurement (following LEDA data standards);one-seeded generative dispersule;2.27;1;actual fall rate in still air;yes ;-4;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;2.27;;;;;;
Acorus calamus;35825;actual measurement (following LEDA data standards);one-seeded generative dispersule;2.53;1;actual fall rate in still air;yes ;-4;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;2.53;;;;;;
Acorus calamus;35825;actual measurement (following LEDA data standards);one-seeded generative dispersule;2.44;10;actual fall rate in still air;yes ;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;2.44;2.6;2.27;2.44;;Preaggregated data obtained from single record.;
Acorus calamus;35825;actual measurement (following LEDA data standards);one-seeded generative dispersule;2.29;1;actual fall rate in still air;yes ;-4;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;2.29;;;;;;
Acorus calamus;35825;actual measurement (following LEDA data standards);one-seeded generative dispersule;2.43;1;actual fall rate in still air;yes ;-4;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;2.43;;;;;;
Acorus calamus;35825;actual measurement (following LEDA data standards);one-seeded generative dispersule;2.45;1;actual fall rate in still air;yes ;-4;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;2.45;;;;;;
Acorus calamus;35825;actual measurement (following LEDA data standards);one-seeded generative dispersule;2.38;1;actual fall rate in still air;yes ;-4;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;2.38;;;;;;
Acorus calamus;35825;actual measurement (following LEDA data standards);one-seeded generative dispersule;2.55;1;actual fall rate in still air;yes ;-4;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;2.55;;;;;;
Acorus calamus;35825;actual measurement (following LEDA data standards);one-seeded generative dispersule;2.48;1;actual fall rate in still air;yes ;-4;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;2.48;;;;;;
Acorus calamus;35825;actual measurement (following LEDA data standards);one-seeded generative dispersule;2.6;1;actual fall rate in still air;yes ;-4;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;2.6;;;;;;
Acorus calamus;35825;actual measurement (following LEDA data standards);one-seeded generative dispersule;2.43;1;actual fall rate in still air;yes ;-4;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;2.43;;;;;;
Adenophora lilifolia;15316;actual measurement (following LEDA data standards);one-seeded generative dispersule;2.5;10;actual fall rate in still air;yes ;-2;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;2.47;2.94;1.98;2.5;;Preaggregated data obtained from single record.;
Adenophora lilifolia;15316;actual measurement (following LEDA data standards);one-seeded generative dispersule;2.63;1;actual fall rate in still air;yes ;-4;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;2.63;;;;;;
Adenophora lilifolia;15316;actual measurement (following LEDA data standards);one-seeded generative dispersule;2.94;1;actual fall rate in still air;yes ;-4;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;2.94;;;;;;
Adenophora lilifolia;15316;actual measurement (following LEDA data standards);one-seeded generative dispersule;2.16;1;actual fall rate in still air;yes ;-4;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;2.16;;;;;;
Adenophora lilifolia;15316;actual measurement (following LEDA data standards);one-seeded generative dispersule;2.55;1;actual fall rate in still air;yes ;-4;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;2.55;;;;;;
Adenophora lilifolia;15316;actual measurement (following LEDA data standards);one-seeded generative dispersule;2.69;1;actual fall rate in still air;yes ;-4;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;2.69;;;;;;
Adenophora lilifolia;15316;actual measurement (following LEDA data standards);one-seeded generative dispersule;2.5;1;actual fall rate in still air;yes ;-4;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;2.5;;;;;;
Adenophora lilifolia;15316;actual measurement (following LEDA data standards);one-seeded generative dispersule;2.36;1;actual fall rate in still air;yes ;-4;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;2.36;;;;;;
Adenophora lilifolia;15316;actual measurement (following LEDA data standards);one-seeded generative dispersule;2.5;1;actual fall rate in still air;yes ;-4;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;2.5;;;;;;
Adenophora lilifolia;15316;actual measurement (following LEDA data standards);one-seeded generative dispersule;2.36;1;actual fall rate in still air;yes ;-4;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;2.36;;;;;;
Adenophora lilifolia;15316;actual measurement (following LEDA data standards);one-seeded generative dispersule;1.98;1;actual fall rate in still air;yes ;-4;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;1.98;;;;;;
Adenostyles alliariae;3188;actual measurement;one-seeded generative dispersule;.73;10;actual fall rate in still air;yes ;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;.73;.91;.56;;;;
Adenostyles leucophylla;5961;unknown;generative dispersule;.22;1;unknown;yes ;1;Source data from University of Regensburg, Chair of Botany, DE (Tackenberg) (oliver.tackenberg@biologie.uni-regensburg.de);.22;;;;1;Müller-Schneider (1986);
Adenostyles leucophylla;5961;unknown;generative dispersule;.72133;1;unknown;yes ;1;Source data from University of Regensburg, Chair of Botany, DE (Tackenberg) (oliver.tackenberg@biologie.uni-regensburg.de);.72133;.78491;.65776;;1;Lutz (unpublished data);
Adonis vernalis;29095;unknown;generative dispersule;1.6;1;unknown;yes ;1;Source data from University of Regensburg, Chair of Botany, DE (Tackenberg) (oliver.tackenberg@biologie.uni-regensburg.de);1.6;;;;1;Tackenberg (unpublished data);
Aegopodium podagraria;2007;actual measurement;one-seeded generative dispersule;3.7;10;actual fall rate in still air;no ;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;3.7;4.1;2.23;;;;
Aethionema saxatile;14330;actual measurement (following LEDA data standards);one-seeded generative dispersule;3.11;10;actual fall rate in still air;yes ;-2;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;3.1;3.21;2.98;3.11;;Preaggregated data obtained from single record.;
Aethionema saxatile;14330;actual measurement (following LEDA data standards);one-seeded generative dispersule;3.13;1;actual fall rate in still air;yes ;-4;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;3.13;;;;;;
Aethionema saxatile;14330;actual measurement (following LEDA data standards);one-seeded generative dispersule;3.01;1;actual fall rate in still air;yes ;-4;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;3.01;;;;;;
Aethionema saxatile;14330;actual measurement (following LEDA data standards);one-seeded generative dispersule;3.16;1;actual fall rate in still air;yes ;-4;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;3.16;;;;;;
Aethionema saxatile;14330;actual measurement (following LEDA data standards);one-seeded generative dispersule;3.09;1;actual fall rate in still air;yes ;-4;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;3.09;;;;;;
Aethionema saxatile;14330;actual measurement (following LEDA data standards);one-seeded generative dispersule;3.09;1;actual fall rate in still air;yes ;-4;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;3.09;;;;;;
Aethionema saxatile;14330;actual measurement (following LEDA data standards);one-seeded generative dispersule;3.01;1;actual fall rate in still air;yes ;-4;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;3.01;;;;;;
Aethionema saxatile;14330;actual measurement (following LEDA data standards);one-seeded generative dispersule;3.16;1;actual fall rate in still air;yes ;-4;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;3.16;;;;;;
Aethionema saxatile;14330;actual measurement (following LEDA data standards);one-seeded generative dispersule;2.98;1;actual fall rate in still air;yes ;-4;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;2.98;;;;;;
Aethionema saxatile;14330;actual measurement (following LEDA data standards);one-seeded generative dispersule;3.21;1;actual fall rate in still air;yes ;-4;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;3.21;;;;;;
