The following table was created as response to the SQL query
SELECT sbs_sbsname "SBS name", sbs_sbsnumber "SBS number", m_methodname "general method", ch_singlevalue "single value [m]", ch_n "sample size", ch_valid "valid", ref_refname "reference", ch_mean "mean CH [m]", ch_maximum "maximum CH [m]", ch_minimum "minimum CH [m]", ch_replicates "number of replicates", ch_stddev "standard deviation", ch_stderror "standard error", ch_collectiondate "collection date", or_origrefname "original reference", geo_countryname "country", sst_typename "external support structure" FROM (SELECT case when ch_median is not null then ch_median when ch_mean is not null then ch_mean when ch_minimum is not null and ch_maximum is not null then (ch_minimum + ch_maximum) / 2 when ch_minimum is not null then ch_minimum when ch_maximum is not null then ch_maximum else null end AS ch_singlevalue, sbs_sbsnumber, sbs_sbsname, m_methodname, ch_mean, ch_minimum, ch_maximum, ch_n, ch_valid, ref_refname, ch_replicates, ch_stddev, ch_stderror, ch_collectiondate, or_origrefname, geo_countryname, sst_typename, ch_sbsnumber FROM (SELECT sbs.sbs_sbsnumber, sbs.sbs_sbsname, m_ch.m_methodname, m_ch.ch_median, m_ch.ch_mean, m_ch.ch_minimum, m_ch.ch_maximum, m_ch.ch_n, m_ch.ch_valid, m_ch.ref_refname, m_ch.ch_replicates, m_ch.ch_stddev, m_ch.ch_stderror, m_ch.ch_collectiondate, m_ch.or_origrefname, m_ch.geo_countryname, m_ch.sst_typename, m_ch.ch_sbsnumber FROM (SELECT speciesno AS sbs_sbsnumber, fullname AS sbs_sbsname FROM (SELECT fullname, speciesno, familyname, isinledalist from (select fullname, speciesno, family as familyid, isinledalist from taxon where specieslist = 60028) natural join taxonomicfamily)) sbs JOIN (SELECT r_ch.ch_sbsnumber, m.m_methodname, r_ch.ch_median, r_ch.ch_mean, r_ch.ch_minimum, r_ch.ch_maximum, r_ch.ch_n, r_ch.ch_valid, r_ch.ref_refname, r_ch.ch_replicates, r_ch.ch_stddev, r_ch.ch_stderror, r_ch.ch_collectiondate, r_ch.or_origrefname, r_ch.geo_countryname, r_ch.sst_typename FROM (SELECT methodid AS m_methodid, methodname AS m_methodname FROM (select * from method_lv)) m JOIN (SELECT ch_orf.ch_sbsnumber, ch_orf.ch_methodid, ch_orf.ch_median, ch_orf.ch_mean, ch_orf.ch_minimum, ch_orf.ch_maximum, ch_orf.ch_n, ch_orf.ch_valid, r.ref_refname, ch_orf.ch_replicates, ch_orf.ch_stddev, ch_orf.ch_stderror, ch_orf.ch_collectiondate, ch_orf.or_origrefname, ch_orf.geo_countryname, ch_orf.sst_typename FROM (SELECT referenceid AS ref_referenceid, refname AS ref_refname FROM (select referenceid, refname, reftypeid from reference)) r LEFT JOIN (SELECT ch_geo.ch_sbsnumber, ch_geo.ch_methodid, ch_geo.ch_median, ch_geo.ch_mean, ch_geo.ch_minimum, ch_geo.ch_maximum, ch_geo.ch_n, ch_geo.ch_valid, ch_geo.ch_referenceid, ch_geo.ch_replicates, ch_geo.ch_stddev, ch_geo.ch_stderror, ch_geo.ch_collectiondate, orf.or_origrefname, ch_geo.geo_countryname, ch_geo.sst_typename FROM (SELECT ch_sslv.ch_sbsnumber, ch_sslv.ch_methodid, ch_sslv.ch_median, ch_sslv.ch_mean, ch_sslv.ch_minimum, ch_sslv.ch_maximum, ch_sslv.ch_n, ch_sslv.ch_valid, ch_sslv.ch_referenceid, ch_sslv.ch_replicates, ch_sslv.ch_stddev, ch_sslv.ch_stderror, ch_sslv.ch_collectiondate, ch_sslv.ch_origreferenceid, geo.geo_countryname, ch_sslv.sst_typename FROM (SELECT ch.ch_sbsnumber, ch.ch_methodid, ch.ch_median, ch.ch_mean, ch.ch_minimum, ch.ch_maximum, ch.ch_n, ch.ch_valid, ch.ch_referenceid, ch.ch_replicates, ch.ch_stddev, ch.ch_stderror, ch.ch_collectiondate, ch.ch_origreferenceid, ch.ch_georeferenceid, sslv.sst_typename FROM (SELECT sbsnumber AS ch_sbsnumber, methodid AS ch_methodid, median AS ch_median, mean AS ch_mean, minimum AS ch_minimum, maximum AS ch_maximum, n AS ch_n, valid AS ch_valid, referenceid AS ch_referenceid, replicates AS ch_replicates, stddeviation AS ch_stddev, stderror AS ch_stderror, collectiondate AS ch_collectiondate, origreferenceid AS ch_origreferenceid, georefid AS ch_georeferenceid, supportstructuretypeid AS ch_structureid FROM (SELECT sbsnumber, taxonid, mean, median, minimum, maximum, stderror, stddeviation, n, replicates, created_when, updated_when, collectiondate, p_comment, methodid, referenceid, origreferenceid, habitattypeid, georefid, valid, validsince, validuntil, ledaid, batchid, supportstructuretypeid, canopyheightid FROM canopyheight natural join taxontosbsassignment WHERE valid IN (-2, 1))) ch FULL JOIN (SELECT supportstructuretypeid AS sst_typeid, supportstructuretypename AS sst_typename FROM (select supportstructuretypeid, supportstructuretypename from supportstructuretype_lv)) sslv ON ch.ch_structureid = sslv.sst_typeid) ch_sslv FULL JOIN (SELECT georefid AS geo_georefid, countryname AS geo_countryname FROM (select * from georef_part)) geo ON ch_sslv.ch_georeferenceid = geo.geo_georefid) ch_geo FULL JOIN (SELECT origreferenceid AS or_origrefid, origrefname AS or_origrefname FROM (select referenceid as origreferenceid, refname as origrefname, reftypeid as origreftypeid from reference)) orf ON ch_geo.ch_origreferenceid = orf.or_origrefid) ch_orf ON r.ref_referenceid = ch_orf.ch_referenceid) r_ch ON m.m_methodid = r_ch.ch_methodid) m_ch ON sbs.sbs_sbsnumber = m_ch.ch_sbsnumber)) ORDER BY sbs_sbsnumber
on Mon Jul 14 15:27:18 CEST 2008 .

SBS name;SBS number;general method;single value [m];sample size;valid;reference;mean CH [m];maximum CH [m];minimum CH [m];number of replicates;standard deviation;standard error;collection date;original reference;country;external support structure
Pinus strobus;623;derivation from photos or drawings;30;;1;BIOPOP April 2005;;40;20;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Pinus sylvestris;624;unknown;46;;1;BIOPOP April 2005;;46;;;;;;Carlisle, A. (1968): Biological flora of the British Isles: Pinus sylvestris L. [56(1)];;unknown
Pinus sylvestris;624;unknown;22.5;;1;BIOPOP April 2005;;30;15;;;;;Carlisle, A. (1968): Biological flora of the British Isles: Pinus sylvestris L. [56(1)];;unknown
Pinus sylvestris;624;derivation from photos or drawings;40;;1;BIOPOP April 2005;;40;;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Pinus sylvestris;624;unknown;46;;1;BIOPOP April 2005;;46;;;;;;Carlisle, A. (1968): Biological flora of the British Isles: Pinus sylvestris L. [56(1)];;unknown
Pinus sylvestris;624;observation (like obvious taxonomical traits);30;;1;ECOFLORA - database of the ecological flora of the british isles;;30;;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Pinus sylvestris;624;unknown;22.5;;1;BIOPOP April 2005;;30;15;;;;;Carlisle, A. (1968): Biological flora of the British Isles: Pinus sylvestris L. [56(1)];;unknown
Abies grandis;634;derivation from photos or drawings;50;;1;BIOPOP April 2005;;70;30;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Abies nordmanniana;639;derivation from photos or drawings;30;;1;BIOPOP April 2005;;30;;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Larix decidua;653;derivation from photos or drawings;35;;1;BIOPOP April 2005;;35;;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Picea abies;670;derivation from photos or drawings;50;;1;BIOPOP April 2005;;50;;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Picea glauca;684;unknown;30;;1;BIOPOP April 2005;;30;;;;;;Humphries, C. J.(1990): Der Kosmos-Baumf¸hrer;GERMANY;unknown
Picea omorika;686;derivation from photos or drawings;30;;1;BIOPOP April 2005;;30;;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Picea pungens;689;derivation from photos or drawings;35;;1;BIOPOP April 2005;;35;;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Picea sitchensis;691;derivation from photos or drawings;60;;1;BIOPOP April 2005;;60;;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Abies alba;697;derivation from photos or drawings;50;;1;BIOPOP April 2005;;50;;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Juniperus sabina;711;derivation from photos or drawings;4;;1;BIOPOP April 2005;;4;;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Juniperus sabina;711;derivation from photos or drawings;1.1;;1;BIOPOP April 2005;;2;.2;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Chamaecyparis lawsoniana;724;derivation from photos or drawings;25;;1;BIOPOP April 2005;;30;20;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Juniperus communis;741;observation (like obvious taxonomical traits);10;;1;ECOFLORA - database of the ecological flora of the british isles;;10;;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Juniperus communis;741;derivation from photos or drawings;12;;1;BIOPOP April 2005;;12;;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Juniperus communis;741;derivation from photos or drawings;3;;1;BIOPOP April 2005;;5;1;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Juniperus communis;741;observation (like obvious taxonomical traits);5;;1;ECOFLORA - database of the ecological flora of the british isles;;5;;;;;;Ward, L. (unknown e-mail address);;unknown
Juniperus communis;741;observation (like obvious taxonomical traits);.1;;1;ECOFLORA - database of the ecological flora of the british isles;;;.1;;;;;Ward, L. (unknown e-mail address);;unknown
Thuja occidentalis;755;derivation from photos or drawings;17.5;;1;BIOPOP April 2005;;20;15;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Thuja occidentalis;755;unknown;15;;1;BIOPOP April 2005;;15;;;;;;Liebenow, H. (1981): Giftpflanzen;;unknown
Thuja orientalis;756;derivation from photos or drawings;7.5;;1;BIOPOP April 2005;;10;5;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Thuja orientalis;756;unknown;5;;1;BIOPOP April 2005;;5;;;;;;Liebenow, H. (1981): Giftpflanzen;;unknown
Acer monspessulanum;783;derivation from photos or drawings;11;;1;BIOPOP April 2005;;11;;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Acer negundo;785;derivation from photos or drawings;11.5;;1;BIOPOP April 2005;;20;3;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Acer opalus;791;derivation from photos or drawings;12;;1;BIOPOP April 2005;;12;;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Acer platanoides;801;observation (like obvious taxonomical traits);30;;1;ECOFLORA - database of the ecological flora of the british isles;;30;;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Acer platanoides;801;unknown;25;;1;BIOPOP April 2005;;30;20;;;;;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa;;unknown
Acer platanoides;801;derivation from photos or drawings;25;;1;BIOPOP April 2005;;25;;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Acer platanoides;801;unknown;25;;1;BIOPOP April 2005;;25;;;;;;Liebenow, H. (1981): Giftpflanzen;;unknown
Acer pseudoplatanus;803;observation (like obvious taxonomical traits);18;;1;ECOFLORA - database of the ecological flora of the british isles;;;18;;;;;Jones, E. W. (1944): no title given, publication in Journal of Ecology issue: 32 pages: 215-252 [32];;unknown
Acer pseudoplatanus;803;unknown;21;;1;BIOPOP April 2005;;24;18;;;;;Jones, E. W. (1944): Biological flora of the British Isles: Acer L.;;unknown
Acer pseudoplatanus;803;unknown;40;;1;BIOPOP April 2005;;40;;;;;;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa;;unknown
Acer pseudoplatanus;803;derivation from photos or drawings;25;;1;BIOPOP April 2005;;25;;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Acer pseudoplatanus;803;observation (like obvious taxonomical traits);30;;1;ECOFLORA - database of the ecological flora of the british isles;;30;;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Acer pseudoplatanus;803;unknown;30;;1;BIOPOP April 2005;;30;;;;;;Jones, E. W. (1944): Biological flora of the British Isles: Acer L.;;unknown
Acer saccharinum;805;derivation from photos or drawings;40;;1;BIOPOP April 2005;;40;;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Acer campestre;811;actual measurement;13.75;1;1;Jones, E. W. (1944): Biological flora of the British Isles: Acer L.;;15.5;12;1;;;;Jones, E. W. (1944): Biological flora of the British Isles: Acer L.;UNITED KINGDOM;no
Acer campestre;811;unknown;21;;1;BIOPOP April 2005;;22;20;;;;;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa;;unknown
Acer campestre;811;derivation from photos or drawings;3;;1;BIOPOP April 2005;;5;1;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Acer campestre;811;unknown;12;;1;BIOPOP April 2005;;15;9;;;;;Jones, E. W. (1944): Biological flora of the British Isles: Acer L.;;unknown
Acer campestre;811;observation (like obvious taxonomical traits);12;;1;ECOFLORA - database of the ecological flora of the british isles;;15;9;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Acer campestre;811;observation (like obvious taxonomical traits);9;;1;ECOFLORA - database of the ecological flora of the british isles;;;9;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Acer campestre;811;unknown;23.2;;1;BIOPOP April 2005;;23.2;;;;;;Jones, E. W. (1944): Biological flora of the British Isles: Acer L.;;unknown
Taxus baccata;835;observation (like obvious taxonomical traits);20;;1;ECOFLORA - database of the ecological flora of the british isles;;20;;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Taxus baccata;835;unknown;20;;1;BIOPOP April 2005;;20;;;;;;Cooper, M. R. (1984): Poisonous plants in Britain and their effects on animals and man;;unknown
Taxus baccata;835;unknown;15;;1;BIOPOP April 2005;;15;;;;;;Liebenow, H. (1981): Giftpflanzen;;unknown
Taxus baccata;835;derivation from photos or drawings;15;;1;BIOPOP April 2005;;15;;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Taxodium distichum;838;derivation from photos or drawings;40;;1;BIOPOP April 2005;;50;30;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Amaranthus albus;891;derivation from photos or drawings;.3;;1;BIOPOP April 2005;;.5;.1;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Amaranthus blitoides;892;derivation from photos or drawings;.325;;1;BIOPOP April 2005;;.5;.15;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Amaranthus caudatus;894;derivation from photos or drawings;.75;;1;BIOPOP April 2005;;1.2;.3;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Amaranthus caudatus;894;laboratory/greenhouse/garden experiment;.68;18;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;.62;.73;.37;;;;;;GERMANY;no
Amaranthus crispus;895;derivation from photos or drawings;.25;;1;BIOPOP April 2005;;.4;.1;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Amaranthus hybridus;897;derivation from photos or drawings;.55;;1;BIOPOP April 2005;;.9;.2;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Amaranthus deflexus;900;derivation from photos or drawings;.3;;1;BIOPOP April 2005;;.4;.2;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Amaranthus graecizans;901;derivation from photos or drawings;.425;;1;BIOPOP April 2005;;.7;.15;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Carpobrotus edulis;922;observation (like obvious taxonomical traits);.2;;1;ECOFLORA - database of the ecological flora of the british isles;;.2;;;;;;Fitter, A. H. (unknown e-mail address);;unknown
Amaranthus lividus;924;derivation from photos or drawings;.425;;1;BIOPOP April 2005;;.65;.2;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Amaranthus retroflexus;931;derivation from photos or drawings;.475;;1;BIOPOP April 2005;;.8;.15;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Amaranthus retroflexus;931;laboratory/greenhouse/garden experiment;.71;9;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;.57;.8;.23;;;;;;GERMANY;no
Amaranthus retroflexus;931;laboratory/greenhouse/garden experiment;.17;10;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;.24;.55;.12;;;;;;GERMANY;no
Amaranthus standleyanus;932;derivation from photos or drawings;.45;;1;BIOPOP April 2005;;.7;.2;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Celosia argentea;935;derivation from photos or drawings;.4;;1;BIOPOP April 2005;;.45;.35;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Cotinus coggygria;944;derivation from photos or drawings;2;;1;BIOPOP April 2005;;3;1;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Rhus typhina;955;derivation from photos or drawings;4.5;;1;BIOPOP April 2005;;6;3;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Trinia glauca;966;observation (like obvious taxonomical traits);.115;;1;ECOFLORA - database of the ecological flora of the british isles;;.2;.03;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Trinia glauca;966;observation (like obvious taxonomical traits);.03;;1;ECOFLORA - database of the ecological flora of the british isles;;;.03;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Trinia glauca;966;derivation from photos or drawings;.225;;1;BIOPOP April 2005;;.35;.1;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Silaum silaus;993;observation (like obvious taxonomical traits);.65;;1;ECOFLORA - database of the ecological flora of the british isles;;1;.3;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Silaum silaus;993;observation (like obvious taxonomical traits);.3;;1;ECOFLORA - database of the ecological flora of the british isles;;;.3;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Silaum silaus;993;derivation from photos or drawings;.5;;1;BIOPOP April 2005;;.75;.25;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Sison amomum;995;observation (like obvious taxonomical traits);.75;;1;ECOFLORA - database of the ecological flora of the british isles;;1;.5;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Sison amomum;995;observation (like obvious taxonomical traits);.5;;1;ECOFLORA - database of the ecological flora of the british isles;;;.5;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Smyrnium olusatrum;1000;observation (like obvious taxonomical traits);1;;1;ECOFLORA - database of the ecological flora of the british isles;;1.5;.5;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Smyrnium olusatrum;1000;observation (like obvious taxonomical traits);.5;;1;ECOFLORA - database of the ecological flora of the british isles;;;.5;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Torilis arvensis;1012;derivation from photos or drawings;.55;;1;BIOPOP April 2005;;.8;.3;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Seseli libanotis;1044;observation (like obvious taxonomical traits);.65;;1;ECOFLORA - database of the ecological flora of the british isles;;1;.3;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Seseli libanotis;1044;observation (like obvious taxonomical traits);.3;;1;ECOFLORA - database of the ecological flora of the british isles;;;.3;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Seseli libanotis;1044;derivation from photos or drawings;.45;;1;BIOPOP April 2005;;.6;.3;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Pleurospermum austriacum;1061;derivation from photos or drawings;.825;;1;BIOPOP April 2005;;1.1;.55;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Scandix pecten-veneris;1087;observation (like obvious taxonomical traits);.325;;1;ECOFLORA - database of the ecological flora of the british isles;;.5;.15;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Scandix pecten-veneris;1087;derivation from photos or drawings;.225;;1;BIOPOP April 2005;;.3;.15;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Scandix pecten-veneris;1087;observation (like obvious taxonomical traits);.15;;1;ECOFLORA - database of the ecological flora of the british isles;;;.15;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Selinum carvifolia;1092;observation (like obvious taxonomical traits);.65;;1;ECOFLORA - database of the ecological flora of the british isles;;1;.3;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Selinum carvifolia;1092;observation (like obvious taxonomical traits);.3;;1;ECOFLORA - database of the ecological flora of the british isles;;;.3;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Selinum carvifolia;1092;derivation from photos or drawings;.5;;1;BIOPOP April 2005;;.75;.25;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Petroselinum crispum;1095;derivation from photos or drawings;.575;;1;BIOPOP April 2005;;.85;.3;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Petroselinum segetum;1097;observation (like obvious taxonomical traits);.65;;1;ECOFLORA - database of the ecological flora of the british isles;;1;.3;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Petroselinum segetum;1097;observation (like obvious taxonomical traits);.3;;1;ECOFLORA - database of the ecological flora of the british isles;;;.3;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Peucedanum alsaticum;1100;derivation from photos or drawings;.75;;1;BIOPOP April 2005;;1;.5;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Peucedanum officinale;1112;observation (like obvious taxonomical traits);1.3;;1;ECOFLORA - database of the ecological flora of the british isles;;2;.6;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Peucedanum officinale;1112;unknown;.9;;1;BIOPOP April 2005;;.9;;;;;;Randall(1996): Biological flora of the British Isles: Peucedanum officinale L.;UNITED KINGDOM;unknown
Peucedanum officinale;1112;observation (like obvious taxonomical traits);.6;;1;ECOFLORA - database of the ecological flora of the british isles;;;.6;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Peucedanum officinale;1112;derivation from photos or drawings;.85;;1;BIOPOP April 2005;;1.2;.5;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Peucedanum ostruthium;1118;observation (like obvious taxonomical traits);.65;;1;ECOFLORA - database of the ecological flora of the british isles;;1;.3;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Peucedanum ostruthium;1118;derivation from photos or drawings;.45;;1;BIOPOP April 2005;;.7;.2;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Peucedanum ostruthium;1118;observation (like obvious taxonomical traits);.3;;1;ECOFLORA - database of the ecological flora of the british isles;;;.3;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
